trial,samples,filter_executed,role,source_sbox,known_mask,known_value,actual_word,known_bits,consensus_correct
23,320,1,0,6,0xF,0x0,0x0,4,1
23,320,1,1,7,0xF,0xC,0xC,4,1
23,320,1,2,1,0x3,0x0,0xC,2,1
23,320,1,3,2,0xF,0x4,0x4,4,1
23,320,1,4,3,0xF,0xE,0xE,4,1
23,384,1,0,6,0xF,0x0,0x0,4,1
23,384,1,1,7,0xF,0xC,0xC,4,1
23,384,1,2,1,0x3,0x0,0xC,2,1
23,384,1,3,2,0xF,0x4,0x4,4,1
23,384,1,4,3,0xF,0xE,0xE,4,1
23,512,1,0,6,0xF,0x0,0x0,4,1
23,512,1,1,7,0xF,0xC,0xC,4,1
23,512,1,2,1,0x3,0x0,0xC,2,1
23,512,1,3,2,0xF,0x4,0x4,4,1
23,512,1,4,3,0xF,0xE,0xE,4,1
24,64,0,0,255,0x0,0x0,0xD,0,0
24,64,0,1,255,0x0,0x0,0xB,0,0
24,64,0,2,255,0x0,0x0,0x6,0,0
24,64,0,3,255,0x0,0x0,0x8,0,0
24,64,0,4,255,0x0,0x0,0x4,0,0
24,96,1,0,7,0x0,0x0,0xD,0,1
24,96,1,1,0,0x0,0x0,0xB,0,1
24,96,1,2,2,0x0,0x0,0x6,0,1
24,96,1,3,3,0x0,0x0,0x8,0,1
24,96,1,4,4,0x0,0x0,0x4,0,1
24,128,1,0,7,0x0,0x0,0xD,0,1
24,128,1,1,0,0x0,0x0,0xB,0,1
24,128,1,2,2,0x0,0x0,0x6,0,1
24,128,1,3,3,0x0,0x0,0x8,0,1
24,128,1,4,4,0x0,0x0,0x4,0,1
24,160,1,0,7,0x0,0x0,0xD,0,1
24,160,1,1,0,0x0,0x0,0xB,0,1
24,160,1,2,2,0x0,0x0,0x6,0,1
24,160,1,3,3,0x0,0x0,0x8,0,1
24,160,1,4,4,0x0,0x0,0x4,0,1
24,192,1,0,7,0x0,0x0,0xD,0,1
24,192,1,1,0,0x0,0x0,0xB,0,1
24,192,1,2,2,0x0,0x0,0x6,0,1
24,192,1,3,3,0x0,0x0,0x8,0,1
24,192,1,4,4,0x0,0x0,0x4,0,1
24,256,1,0,7,0xF,0xD,0xD,4,1
24,256,1,1,0,0xF,0xB,0xB,4,1
24,256,1,2,2,0x3,0x2,0x6,2,1
24,256,1,3,3,0xF,0x8,0x8,4,1
24,256,1,4,4,0xF,0x4,0x4,4,1
24,320,1,0,7,0xF,0xD,0xD,4,1
24,320,1,1,0,0xF,0xB,0xB,4,1
24,320,1,2,2,0x3,0x2,0x6,2,1
24,320,1,3,3,0xF,0x8,0x8,4,1
24,320,1,4,4,0xF,0x4,0x4,4,1
24,384,1,0,7,0xF,0xD,0xD,4,1
24,384,1,1,0,0xF,0xB,0xB,4,1
24,384,1,2,2,0x3,0x2,0x6,2,1
24,384,1,3,3,0xF,0x8,0x8,4,1
24,384,1,4,4,0xF,0x4,0x4,4,1
24,512,1,0,7,0xF,0xD,0xD,4,1
24,512,1,1,0,0xF,0xB,0xB,4,1
24,512,1,2,2,0x3,0x2,0x6,2,1
24,512,1,3,3,0xF,0x8,0x8,4,1
24,512,1,4,4,0xF,0x4,0x4,4,1
25,64,0,0,255,0x0,0x0,0x3,0,0
25,64,0,1,255,0x0,0x0,0xD,0,0
25,64,0,2,255,0x0,0x0,0x7,0,0
25,64,0,3,255,0x0,0x0,0xB,0,0
25,64,0,4,255,0x0,0x0,0x3,0,0
25,96,1,0,5,0x0,0x0,0x3,0,1
25,96,1,1,6,0x0,0x0,0xD,0,1
25,96,1,2,0,0x0,0x0,0x7,0,1
25,96,1,3,1,0x0,0x0,0xB,0,1
25,96,1,4,2,0x0,0x0,0x3,0,1
25,128,1,0,5,0x0,0x0,0x3,0,1
25,128,1,1,6,0x0,0x0,0xD,0,1
25,128,1,2,0,0x0,0x0,0x7,0,1
25,128,1,3,1,0x0,0x0,0xB,0,1
25,128,1,4,2,0x0,0x0,0x3,0,1
25,160,1,0,5,0x0,0x0,0x3,0,1
25,160,1,1,6,0x0,0x0,0xD,0,1
25,160,1,2,0,0x0,0x0,0x7,0,1
25,160,1,3,1,0x0,0x0,0xB,0,1
25,160,1,4,2,0x0,0x0,0x3,0,1
25,192,1,0,5,0x0,0x0,0x3,0,1
25,192,1,1,6,0x0,0x0,0xD,0,1
25,192,1,2,0,0x0,0x0,0x7,0,1
25,192,1,3,1,0x0,0x0,0xB,0,1
25,192,1,4,2,0x0,0x0,0x3,0,1
25,256,1,0,5,0xF,0x3,0x3,4,1
25,256,1,1,6,0xF,0xD,0xD,4,1
25,256,1,2,0,0x3,0x3,0x7,2,1
25,256,1,3,1,0xF,0xB,0xB,4,1
25,256,1,4,2,0xF,0x3,0x3,4,1
25,320,1,0,5,0xF,0x3,0x3,4,1
25,320,1,1,6,0xF,0xD,0xD,4,1
25,320,1,2,0,0x3,0x3,0x7,2,1
25,320,1,3,1,0xF,0xB,0xB,4,1
25,320,1,4,2,0xF,0x3,0x3,4,1
25,384,1,0,5,0xF,0x3,0x3,4,1
25,384,1,1,6,0xF,0xD,0xD,4,1
25,384,1,2,0,0x3,0x3,0x7,2,1
25,384,1,3,1,0xF,0xB,0xB,4,1
25,384,1,4,2,0xF,0x3,0x3,4,1
25,512,1,0,5,0xF,0x3,0x3,4,1
25,512,1,1,6,0xF,0xD,0xD,4,1
25,512,1,2,0,0x3,0x3,0x7,2,1
25,512,1,3,1,0xF,0xB,0xB,4,1
25,512,1,4,2,0xF,0x3,0x3,4,1
26,64,0,0,255,0x0,0x0,0x7,0,0
26,64,0,1,255,0x0,0x0,0x7,0,0
26,64,0,2,255,0x0,0x0,0x7,0,0
26,64,0,3,255,0x0,0x0,0x1,0,0
26,64,0,4,255,0x0,0x0,0xE,0,0
26,96,1,0,1,0x0,0x0,0x7,0,1
26,96,1,1,2,0x0,0x0,0x7,0,1
26,96,1,2,4,0x0,0x0,0x7,0,1
26,96,1,3,5,0x0,0x0,0x1,0,1
26,96,1,4,6,0x0,0x0,0xE,0,1
26,128,1,0,1,0x0,0x0,0x7,0,1
26,128,1,1,2,0x0,0x0,0x7,0,1
26,128,1,2,4,0x0,0x0,0x7,0,1
26,128,1,3,5,0x0,0x0,0x1,0,1
26,128,1,4,6,0x0,0x0,0xE,0,1
26,160,1,0,1,0x0,0x0,0x7,0,1
26,160,1,1,2,0x0,0x0,0x7,0,1
26,160,1,2,4,0x0,0x0,0x7,0,1
26,160,1,3,5,0x0,0x0,0x1,0,1
26,160,1,4,6,0x0,0x0,0xE,0,1
26,192,1,0,1,0x0,0x0,0x7,0,1
26,192,1,1,2,0x0,0x0,0x7,0,1
26,192,1,2,4,0x0,0x0,0x7,0,1
26,192,1,3,5,0x0,0x0,0x1,0,1
26,192,1,4,6,0x0,0x0,0xE,0,1
26,256,1,0,1,0xF,0x7,0x7,4,1
26,256,1,1,2,0xF,0x7,0x7,4,1
26,256,1,2,4,0x3,0x3,0x7,2,1
26,256,1,3,5,0xF,0x1,0x1,4,1
26,256,1,4,6,0xF,0xE,0xE,4,1
26,320,1,0,1,0xF,0x7,0x7,4,1
26,320,1,1,2,0xF,0x7,0x7,4,1
26,320,1,2,4,0x3,0x3,0x7,2,1
26,320,1,3,5,0xF,0x1,0x1,4,1
26,320,1,4,6,0xF,0xE,0xE,4,1
26,384,1,0,1,0xF,0x7,0x7,4,1
26,384,1,1,2,0xF,0x7,0x7,4,1
26,384,1,2,4,0x3,0x3,0x7,2,1
26,384,1,3,5,0xF,0x1,0x1,4,1
26,384,1,4,6,0xF,0xE,0xE,4,1
26,512,1,0,1,0xF,0x7,0x7,4,1
26,512,1,1,2,0xF,0x7,0x7,4,1
26,512,1,2,4,0x3,0x3,0x7,2,1
26,512,1,3,5,0xF,0x1,0x1,4,1
26,512,1,4,6,0xF,0xE,0xE,4,1
27,64,0,0,255,0x0,0x0,0x2,0,0
27,64,0,1,255,0x0,0x0,0xF,0,0
27,64,0,2,255,0x0,0x0,0x0,0,0
27,64,0,3,255,0x0,0x0,0x6,0,0
27,64,0,4,255,0x0,0x0,0x0,0,0
27,96,1,0,4,0x0,0x0,0x2,0,1
27,96,1,1,5,0x0,0x0,0xF,0,1
27,96,1,2,7,0x0,0x0,0x0,0,1
27,96,1,3,0,0x0,0x0,0x6,0,1
27,96,1,4,1,0x0,0x0,0x0,0,1
27,128,1,0,4,0x0,0x0,0x2,0,1
27,128,1,1,5,0x0,0x0,0xF,0,1
27,128,1,2,7,0x0,0x0,0x0,0,1
27,128,1,3,0,0x0,0x0,0x6,0,1
27,128,1,4,1,0x0,0x0,0x0,0,1
27,160,1,0,4,0x0,0x0,0x2,0,1
27,160,1,1,5,0x0,0x0,0xF,0,1
27,160,1,2,7,0x0,0x0,0x0,0,1
27,160,1,3,0,0x0,0x0,0x6,0,1
27,160,1,4,1,0x0,0x0,0x0,0,1
27,192,1,0,4,0x0,0x0,0x2,0,1
27,192,1,1,5,0x0,0x0,0xF,0,1
27,192,1,2,7,0x0,0x0,0x0,0,1
27,192,1,3,0,0x0,0x0,0x6,0,1
27,192,1,4,1,0x0,0x0,0x0,0,1
27,256,1,0,4,0xF,0x2,0x2,4,1
27,256,1,1,5,0xF,0xF,0xF,4,1
27,256,1,2,7,0x3,0x0,0x0,2,1
27,256,1,3,0,0xF,0x6,0x6,4,1
27,256,1,4,1,0xF,0x0,0x0,4,1
27,320,1,0,4,0xF,0x2,0x2,4,1
27,320,1,1,5,0xF,0xF,0xF,4,1
27,320,1,2,7,0x3,0x0,0x0,2,1
27,320,1,3,0,0xF,0x6,0x6,4,1
27,320,1,4,1,0xF,0x0,0x0,4,1
27,384,1,0,4,0xF,0x2,0x2,4,1
27,384,1,1,5,0xF,0xF,0xF,4,1
27,384,1,2,7,0x3,0x0,0x0,2,1
27,384,1,3,0,0xF,0x6,0x6,4,1
27,384,1,4,1,0xF,0x0,0x0,4,1
27,512,1,0,4,0xF,0x2,0x2,4,1
27,512,1,1,5,0xF,0xF,0xF,4,1
27,512,1,2,7,0x3,0x0,0x0,2,1
27,512,1,3,0,0xF,0x6,0x6,4,1
27,512,1,4,1,0xF,0x0,0x0,4,1
28,64,0,0,255,0x0,0x0,0xB,0,0
28,64,0,1,255,0x0,0x0,0x3,0,0
28,64,0,2,255,0x0,0x0,0x6,0,0
28,64,0,3,255,0x0,0x0,0x5,0,0
28,64,0,4,255,0x0,0x0,0xC,0,0
28,96,0,0,255,0x0,0x0,0xB,0,0
28,96,0,1,255,0x0,0x0,0x3,0,0
28,96,0,2,255,0x0,0x0,0x6,0,0
28,96,0,3,255,0x0,0x0,0x5,0,0
28,96,0,4,255,0x0,0x0,0xC,0,0
28,128,1,0,2,0x0,0x0,0xB,0,1
28,128,1,1,3,0x0,0x0,0x3,0,1
28,128,1,2,5,0x0,0x0,0x6,0,1
28,128,1,3,6,0x0,0x0,0x5,0,1
28,128,1,4,7,0x0,0x0,0xC,0,1
28,160,1,0,2,0x0,0x0,0xB,0,1
28,160,1,1,3,0x0,0x0,0x3,0,1
28,160,1,2,5,0x0,0x0,0x6,0,1
28,160,1,3,6,0x0,0x0,0x5,0,1
28,160,1,4,7,0x0,0x0,0xC,0,1
28,192,1,0,2,0x0,0x0,0xB,0,1
28,192,1,1,3,0x0,0x0,0x3,0,1
28,192,1,2,5,0x0,0x0,0x6,0,1
28,192,1,3,6,0x0,0x0,0x5,0,1
28,192,1,4,7,0x0,0x0,0xC,0,1
28,256,1,0,2,0xF,0xB,0xB,4,1
28,256,1,1,3,0xF,0x3,0x3,4,1
28,256,1,2,5,0x3,0x2,0x6,2,1
28,256,1,3,6,0xF,0x5,0x5,4,1
28,256,1,4,7,0x1,0x0,0xC,1,1
28,320,1,0,2,0xF,0xB,0xB,4,1
28,320,1,1,3,0xF,0x3,0x3,4,1
28,320,1,2,5,0x3,0x2,0x6,2,1
28,320,1,3,6,0xF,0x5,0x5,4,1
28,320,1,4,7,0xF,0xC,0xC,4,1
28,384,1,0,2,0xF,0xB,0xB,4,1
28,384,1,1,3,0xF,0x3,0x3,4,1
28,384,1,2,5,0x3,0x2,0x6,2,1
28,384,1,3,6,0xF,0x5,0x5,4,1
28,384,1,4,7,0xF,0xC,0xC,4,1
28,512,1,0,2,0xF,0xB,0xB,4,1
28,512,1,1,3,0xF,0x3,0x3,4,1
28,512,1,2,5,0x3,0x2,0x6,2,1
28,512,1,3,6,0xF,0x5,0x5,4,1
28,512,1,4,7,0xF,0xC,0xC,4,1
29,64,0,0,255,0x0,0x0,0xD,0,0
29,64,0,1,255,0x0,0x0,0xB,0,0
29,64,0,2,255,0x0,0x0,0xB,0,0
29,64,0,3,255,0x0,0x0,0xA,0,0
29,64,0,4,255,0x0,0x0,0x0,0,0
29,96,0,0,255,0x0,0x0,0xD,0,0
29,96,0,1,255,0x0,0x0,0xB,0,0
29,96,0,2,255,0x0,0x0,0xB,0,0
29,96,0,3,255,0x0,0x0,0xA,0,0
29,96,0,4,255,0x0,0x0,0x0,0,0
29,128,1,0,4,0x0,0x0,0xD,0,1
29,128,1,1,5,0x0,0x0,0xB,0,1
29,128,1,2,7,0x0,0x0,0xB,0,1
29,128,1,3,0,0x0,0x0,0xA,0,1
29,128,1,4,1,0x0,0x0,0x0,0,1
29,160,1,0,4,0x0,0x0,0xD,0,1
29,160,1,1,5,0x0,0x0,0xB,0,1
29,160,1,2,7,0x0,0x0,0xB,0,1
29,160,1,3,0,0x0,0x0,0xA,0,1
29,160,1,4,1,0x0,0x0,0x0,0,1
29,192,1,0,4,0x0,0x0,0xD,0,1
29,192,1,1,5,0x0,0x0,0xB,0,1
29,192,1,2,7,0x0,0x0,0xB,0,1
29,192,1,3,0,0x0,0x0,0xA,0,1
29,192,1,4,1,0x0,0x0,0x0,0,1
29,256,1,0,4,0xF,0xD,0xD,4,1
29,256,1,1,5,0xF,0xB,0xB,4,1
29,256,1,2,7,0x3,0x3,0xB,2,1
29,256,1,3,0,0xF,0xA,0xA,4,1
29,256,1,4,1,0xF,0x0,0x0,4,1
29,320,1,0,4,0xF,0xD,0xD,4,1
29,320,1,1,5,0xF,0xB,0xB,4,1
29,320,1,2,7,0x3,0x3,0xB,2,1
29,320,1,3,0,0xF,0xA,0xA,4,1
29,320,1,4,1,0xF,0x0,0x0,4,1
29,384,1,0,4,0xF,0xD,0xD,4,1
29,384,1,1,5,0xF,0xB,0xB,4,1
29,384,1,2,7,0x3,0x3,0xB,2,1
29,384,1,3,0,0xF,0xA,0xA,4,1
29,384,1,4,1,0xF,0x0,0x0,4,1
29,512,1,0,4,0xF,0xD,0xD,4,1
29,512,1,1,5,0xF,0xB,0xB,4,1
29,512,1,2,7,0x3,0x3,0xB,2,1
29,512,1,3,0,0xF,0xA,0xA,4,1
29,512,1,4,1,0xF,0x0,0x0,4,1
30,64,0,0,255,0x0,0x0,0x1,0,0
30,64,0,1,255,0x0,0x0,0xC,0,0
30,64,0,2,255,0x0,0x0,0x7,0,0
30,64,0,3,255,0x0,0x0,0xA,0,0
30,64,0,4,255,0x0,0x0,0xA,0,0
30,96,0,0,255,0x0,0x0,0x1,0,0
30,96,0,1,255,0x0,0x0,0xC,0,0
30,96,0,2,255,0x0,0x0,0x7,0,0
30,96,0,3,255,0x0,0x0,0xA,0,0
30,96,0,4,255,0x0,0x0,0xA,0,0
30,128,0,0,255,0x0,0x0,0x1,0,0
30,128,0,1,255,0x0,0x0,0xC,0,0
30,128,0,2,255,0x0,0x0,0x7,0,0
30,128,0,3,255,0x0,0x0,0xA,0,0
30,128,0,4,255,0x0,0x0,0xA,0,0
30,160,1,0,4,0x0,0x0,0x1,0,1
30,160,1,1,5,0x0,0x0,0xC,0,1
30,160,1,2,7,0x0,0x0,0x7,0,1
30,160,1,3,0,0x0,0x0,0xA,0,1
30,160,1,4,1,0x0,0x0,0xA,0,1
30,192,1,0,4,0x0,0x0,0x1,0,1
30,192,1,1,5,0x0,0x0,0xC,0,1
30,192,1,2,7,0x0,0x0,0x7,0,1
30,192,1,3,0,0x0,0x0,0xA,0,1
30,192,1,4,1,0x0,0x0,0xA,0,1
30,256,1,0,4,0xE,0x0,0x1,3,1
30,256,1,1,5,0xA,0x8,0xC,2,1
30,256,1,2,7,0x1,0x1,0x7,1,1
30,256,1,3,0,0x6,0x2,0xA,2,1
30,256,1,4,1,0xB,0xA,0xA,3,1
30,320,1,0,4,0xF,0x1,0x1,4,1
30,320,1,1,5,0xF,0xC,0xC,4,1
30,320,1,2,7,0x3,0x3,0x7,2,1
30,320,1,3,0,0xF,0xA,0xA,4,1
30,320,1,4,1,0xF,0xA,0xA,4,1
30,384,1,0,4,0xF,0x1,0x1,4,1
30,384,1,1,5,0xF,0xC,0xC,4,1
30,384,1,2,7,0x3,0x3,0x7,2,1
30,384,1,3,0,0xF,0xA,0xA,4,1
30,384,1,4,1,0xF,0xA,0xA,4,1
30,512,1,0,4,0xF,0x1,0x1,4,1
30,512,1,1,5,0xF,0xC,0xC,4,1
30,512,1,2,7,0x3,0x3,0x7,2,1
30,512,1,3,0,0xF,0xA,0xA,4,1
30,512,1,4,1,0xF,0xA,0xA,4,1
31,64,0,0,255,0x0,0x0,0x5,0,0
31,64,0,1,255,0x0,0x0,0xB,0,0
31,64,0,2,255,0x0,0x0,0xD,0,0
31,64,0,3,255,0x0,0x0,0x3,0,0
31,64,0,4,255,0x0,0x0,0x3,0,0
31,96,1,0,3,0x0,0x0,0x5,0,1
31,96,1,1,4,0x0,0x0,0xB,0,1
31,96,1,2,6,0x0,0x0,0xD,0,1
31,96,1,3,7,0x0,0x0,0x3,0,1
31,96,1,4,0,0x0,0x0,0x3,0,1
31,128,1,0,3,0x0,0x0,0x5,0,1
31,128,1,1,4,0x0,0x0,0xB,0,1
31,128,1,2,6,0x0,0x0,0xD,0,1
31,128,1,3,7,0x0,0x0,0x3,0,1
31,128,1,4,0,0x0,0x0,0x3,0,1
31,160,1,0,3,0x0,0x0,0x5,0,1
31,160,1,1,4,0x0,0x0,0xB,0,1
31,160,1,2,6,0x0,0x0,0xD,0,1
31,160,1,3,7,0x0,0x0,0x3,0,1
31,160,1,4,0,0x0,0x0,0x3,0,1
31,192,1,0,3,0x0,0x0,0x5,0,1
31,192,1,1,4,0x0,0x0,0xB,0,1
31,192,1,2,6,0x0,0x0,0xD,0,1
31,192,1,3,7,0x0,0x0,0x3,0,1
31,192,1,4,0,0x0,0x0,0x3,0,1
31,256,1,0,3,0x6,0x4,0x5,2,1
31,256,1,1,4,0xC,0x8,0xB,2,1
31,256,1,2,6,0x1,0x1,0xD,1,1
31,256,1,3,7,0xE,0x2,0x3,3,1
31,256,1,4,0,0x5,0x1,0x3,2,1
31,320,1,0,3,0xF,0x5,0x5,4,1
31,320,1,1,4,0xF,0xB,0xB,4,1
31,320,1,2,6,0x3,0x1,0xD,2,1
31,320,1,3,7,0xF,0x3,0x3,4,1
31,320,1,4,0,0xF,0x3,0x3,4,1
31,384,1,0,3,0xF,0x5,0x5,4,1
31,384,1,1,4,0xF,0xB,0xB,4,1
31,384,1,2,6,0x3,0x1,0xD,2,1
31,384,1,3,7,0xF,0x3,0x3,4,1
31,384,1,4,0,0xF,0x3,0x3,4,1
31,512,1,0,3,0xF,0x5,0x5,4,1
31,512,1,1,4,0xF,0xB,0xB,4,1
31,512,1,2,6,0x3,0x1,0xD,2,1
31,512,1,3,7,0xF,0x3,0x3,4,1
31,512,1,4,0,0xF,0x3,0x3,4,1
32,64,0,0,255,0x0,0x0,0x6,0,0
32,64,0,1,255,0x0,0x0,0xC,0,0
32,64,0,2,255,0x0,0x0,0x5,0,0
32,64,0,3,255,0x0,0x0,0x0,0,0
32,64,0,4,255,0x0,0x0,0x4,0,0
32,96,1,0,1,0x0,0x0,0x6,0,1
32,96,1,1,2,0x0,0x0,0xC,0,1
32,96,1,2,4,0x0,0x0,0x5,0,1
32,96,1,3,5,0x0,0x0,0x0,0,1
32,96,1,4,6,0x0,0x0,0x4,0,1
32,128,1,0,1,0x0,0x0,0x6,0,1
32,128,1,1,2,0x0,0x0,0xC,0,1
32,128,1,2,4,0x0,0x0,0x5,0,1
32,128,1,3,5,0x0,0x0,0x0,0,1
32,128,1,4,6,0x0,0x0,0x4,0,1
32,160,1,0,1,0x0,0x0,0x6,0,1
32,160,1,1,2,0x0,0x0,0xC,0,1
32,160,1,2,4,0x0,0x0,0x5,0,1
32,160,1,3,5,0x0,0x0,0x0,0,1
32,160,1,4,6,0x0,0x0,0x4,0,1
32,192,1,0,1,0x0,0x0,0x6,0,1
32,192,1,1,2,0x0,0x0,0xC,0,1
32,192,1,2,4,0x2,0x0,0x5,1,1
32,192,1,3,5,0x0,0x0,0x0,0,1
32,192,1,4,6,0x0,0x0,0x4,0,1
32,256,1,0,1,0xF,0x6,0x6,4,1
32,256,1,1,2,0xF,0xC,0xC,4,1
32,256,1,2,4,0x3,0x1,0x5,2,1
32,256,1,3,5,0xF,0x0,0x0,4,1
32,256,1,4,6,0xF,0x4,0x4,4,1
32,320,1,0,1,0xF,0x6,0x6,4,1
32,320,1,1,2,0xF,0xC,0xC,4,1
32,320,1,2,4,0x3,0x1,0x5,2,1
32,320,1,3,5,0xF,0x0,0x0,4,1
32,320,1,4,6,0xF,0x4,0x4,4,1
32,384,1,0,1,0xF,0x6,0x6,4,1
32,384,1,1,2,0xF,0xC,0xC,4,1
32,384,1,2,4,0x3,0x1,0x5,2,1
32,384,1,3,5,0xF,0x0,0x0,4,1
32,384,1,4,6,0xF,0x4,0x4,4,1
32,512,1,0,1,0xF,0x6,0x6,4,1
32,512,1,1,2,0xF,0xC,0xC,4,1
32,512,1,2,4,0x3,0x1,0x5,2,1
32,512,1,3,5,0xF,0x0,0x0,4,1
32,512,1,4,6,0xF,0x4,0x4,4,1
33,64,0,0,255,0x0,0x0,0x7,0,0
33,64,0,1,255,0x0,0x0,0xE,0,0
33,64,0,2,255,0x0,0x0,0x1,0,0
33,64,0,3,255,0x0,0x0,0xD,0,0
33,64,0,4,255,0x0,0x0,0x8,0,0
33,96,1,0,6,0x0,0x0,0x7,0,1
33,96,1,1,7,0x0,0x0,0xE,0,1
33,96,1,2,1,0x0,0x0,0x1,0,1
33,96,1,3,2,0x0,0x0,0xD,0,1
33,96,1,4,3,0x0,0x0,0x8,0,1
33,128,1,0,6,0x0,0x0,0x7,0,1
33,128,1,1,7,0x0,0x0,0xE,0,1
33,128,1,2,1,0x0,0x0,0x1,0,1
33,128,1,3,2,0x0,0x0,0xD,0,1
33,128,1,4,3,0x0,0x0,0x8,0,1
33,160,1,0,6,0x0,0x0,0x7,0,1
33,160,1,1,7,0x0,0x0,0xE,0,1
33,160,1,2,1,0x0,0x0,0x1,0,1
33,160,1,3,2,0x0,0x0,0xD,0,1
33,160,1,4,3,0x0,0x0,0x8,0,1
33,192,1,0,6,0x0,0x0,0x7,0,1
33,192,1,1,7,0x0,0x0,0xE,0,1
33,192,1,2,1,0x0,0x0,0x1,0,1
33,192,1,3,2,0x0,0x0,0xD,0,1
33,192,1,4,3,0x0,0x0,0x8,0,1
33,256,1,0,6,0xF,0x7,0x7,4,1
33,256,1,1,7,0xF,0xE,0xE,4,1
33,256,1,2,1,0x3,0x1,0x1,2,1
33,256,1,3,2,0xF,0xD,0xD,4,1
33,256,1,4,3,0xF,0x8,0x8,4,1
33,320,1,0,6,0xF,0x7,0x7,4,1
33,320,1,1,7,0xF,0xE,0xE,4,1
33,320,1,2,1,0x3,0x1,0x1,2,1
33,320,1,3,2,0xF,0xD,0xD,4,1
33,320,1,4,3,0xF,0x8,0x8,4,1
33,384,1,0,6,0xF,0x7,0x7,4,1
33,384,1,1,7,0xF,0xE,0xE,4,1
33,384,1,2,1,0x3,0x1,0x1,2,1
33,384,1,3,2,0xF,0xD,0xD,4,1
33,384,1,4,3,0xF,0x8,0x8,4,1
33,512,1,0,6,0xF,0x7,0x7,4,1
33,512,1,1,7,0xF,0xE,0xE,4,1
33,512,1,2,1,0x3,0x1,0x1,2,1
33,512,1,3,2,0xF,0xD,0xD,4,1
33,512,1,4,3,0xF,0x8,0x8,4,1
34,64,0,0,255,0x0,0x0,0x9,0,0
34,64,0,1,255,0x0,0x0,0x1,0,0
34,64,0,2,255,0x0,0x0,0xC,0,0
34,64,0,3,255,0x0,0x0,0xD,0,0
34,64,0,4,255,0x0,0x0,0x8,0,0
34,96,1,0,5,0x0,0x0,0x9,0,1
34,96,1,1,6,0x0,0x0,0x1,0,1
34,96,1,2,0,0x0,0x0,0xC,0,1
34,96,1,3,1,0x0,0x0,0xD,0,1
34,96,1,4,2,0x0,0x0,0x8,0,1
34,128,1,0,5,0x0,0x0,0x9,0,1
34,128,1,1,6,0x0,0x0,0x1,0,1
34,128,1,2,0,0x0,0x0,0xC,0,1
34,128,1,3,1,0x0,0x0,0xD,0,1
34,128,1,4,2,0x0,0x0,0x8,0,1
34,160,1,0,5,0x0,0x0,0x9,0,1
34,160,1,1,6,0x0,0x0,0x1,0,1
34,160,1,2,0,0x0,0x0,0xC,0,1
34,160,1,3,1,0x0,0x0,0xD,0,1
34,160,1,4,2,0x0,0x0,0x8,0,1
34,192,1,0,5,0x0,0x0,0x9,0,1
34,192,1,1,6,0x0,0x0,0x1,0,1
34,192,1,2,0,0x0,0x0,0xC,0,1
34,192,1,3,1,0x0,0x0,0xD,0,1
34,192,1,4,2,0x0,0x0,0x8,0,1
34,256,1,0,5,0xF,0x9,0x9,4,1
34,256,1,1,6,0xF,0x1,0x1,4,1
34,256,1,2,0,0x3,0x0,0xC,2,1
34,256,1,3,1,0xF,0xD,0xD,4,1
34,256,1,4,2,0xF,0x8,0x8,4,1
34,320,1,0,5,0xF,0x9,0x9,4,1
34,320,1,1,6,0xF,0x1,0x1,4,1
34,320,1,2,0,0x3,0x0,0xC,2,1
34,320,1,3,1,0xF,0xD,0xD,4,1
34,320,1,4,2,0xF,0x8,0x8,4,1
34,384,1,0,5,0xF,0x9,0x9,4,1
34,384,1,1,6,0xF,0x1,0x1,4,1
34,384,1,2,0,0x3,0x0,0xC,2,1
34,384,1,3,1,0xF,0xD,0xD,4,1
34,384,1,4,2,0xF,0x8,0x8,4,1
34,512,1,0,5,0xF,0x9,0x9,4,1
34,512,1,1,6,0xF,0x1,0x1,4,1
34,512,1,2,0,0x3,0x0,0xC,2,1
34,512,1,3,1,0xF,0xD,0xD,4,1
34,512,1,4,2,0xF,0x8,0x8,4,1
35,64,0,0,255,0x0,0x0,0xD,0,0
35,64,0,1,255,0x0,0x0,0xA,0,0
35,64,0,2,255,0x0,0x0,0x0,0,0
35,64,0,3,255,0x0,0x0,0x6,0,0
35,64,0,4,255,0x0,0x0,0x8,0,0
35,96,0,0,255,0x0,0x0,0xD,0,0
35,96,0,1,255,0x0,0x0,0xA,0,0
35,96,0,2,255,0x0,0x0,0x0,0,0
35,96,0,3,255,0x0,0x0,0x6,0,0
35,96,0,4,255,0x0,0x0,0x8,0,0
35,128,1,0,3,0x0,0x0,0xD,0,1
35,128,1,1,4,0x0,0x0,0xA,0,1
35,128,1,2,6,0x0,0x0,0x0,0,1
35,128,1,3,7,0x0,0x0,0x6,0,1
35,128,1,4,0,0x0,0x0,0x8,0,1
35,160,1,0,3,0x0,0x0,0xD,0,1
35,160,1,1,4,0x0,0x0,0xA,0,1
35,160,1,2,6,0x0,0x0,0x0,0,1
35,160,1,3,7,0x0,0x0,0x6,0,1
35,160,1,4,0,0x0,0x0,0x8,0,1
35,192,1,0,3,0x0,0x0,0xD,0,1
35,192,1,1,4,0x0,0x0,0xA,0,1
35,192,1,2,6,0x0,0x0,0x0,0,1
35,192,1,3,7,0x0,0x0,0x6,0,1
35,192,1,4,0,0x0,0x0,0x8,0,1
35,256,1,0,3,0xF,0xD,0xD,4,1
