trial,samples,filter_executed,role,source_sbox,known_mask,known_value,actual_word,known_bits,consensus_correct
11,320,1,4,6,0xF,0x9,0x9,4,1
11,384,1,0,1,0xF,0xC,0xC,4,1
11,384,1,1,2,0xF,0x2,0x2,4,1
11,384,1,2,4,0x3,0x0,0x0,2,1
11,384,1,3,5,0xF,0x3,0x3,4,1
11,384,1,4,6,0xF,0x9,0x9,4,1
11,512,1,0,1,0xF,0xC,0xC,4,1
11,512,1,1,2,0xF,0x2,0x2,4,1
11,512,1,2,4,0x3,0x0,0x0,2,1
11,512,1,3,5,0xF,0x3,0x3,4,1
11,512,1,4,6,0xF,0x9,0x9,4,1
12,64,0,0,255,0x0,0x0,0x1,0,0
12,64,0,1,255,0x0,0x0,0x6,0,0
12,64,0,2,255,0x0,0x0,0xC,0,0
12,64,0,3,255,0x0,0x0,0x5,0,0
12,64,0,4,255,0x0,0x0,0x1,0,0
12,96,0,0,255,0x0,0x0,0x1,0,0
12,96,0,1,255,0x0,0x0,0x6,0,0
12,96,0,2,255,0x0,0x0,0xC,0,0
12,96,0,3,255,0x0,0x0,0x5,0,0
12,96,0,4,255,0x0,0x0,0x1,0,0
12,128,0,0,255,0x0,0x0,0x1,0,0
12,128,0,1,255,0x0,0x0,0x6,0,0
12,128,0,2,255,0x0,0x0,0xC,0,0
12,128,0,3,255,0x0,0x0,0x5,0,0
12,128,0,4,255,0x0,0x0,0x1,0,0
12,160,1,0,5,0x0,0x0,0x1,0,1
12,160,1,1,6,0x0,0x0,0x6,0,1
12,160,1,2,0,0x0,0x0,0xC,0,1
12,160,1,3,1,0x0,0x0,0x5,0,1
12,160,1,4,2,0x0,0x0,0x1,0,1
12,192,1,0,5,0x0,0x0,0x1,0,1
12,192,1,1,6,0x0,0x0,0x6,0,1
12,192,1,2,0,0x0,0x0,0xC,0,1
12,192,1,3,1,0x0,0x0,0x5,0,1
12,192,1,4,2,0x0,0x0,0x1,0,1
12,256,1,0,5,0xF,0x1,0x1,4,1
12,256,1,1,6,0xF,0x6,0x6,4,1
12,256,1,2,0,0x3,0x0,0xC,2,1
12,256,1,3,1,0xF,0x5,0x5,4,1
12,256,1,4,2,0xF,0x1,0x1,4,1
12,320,1,0,5,0xF,0x1,0x1,4,1
12,320,1,1,6,0xF,0x6,0x6,4,1
12,320,1,2,0,0x3,0x0,0xC,2,1
12,320,1,3,1,0xF,0x5,0x5,4,1
12,320,1,4,2,0xF,0x1,0x1,4,1
12,384,1,0,5,0xF,0x1,0x1,4,1
12,384,1,1,6,0xF,0x6,0x6,4,1
12,384,1,2,0,0x3,0x0,0xC,2,1
12,384,1,3,1,0xF,0x5,0x5,4,1
12,384,1,4,2,0xF,0x1,0x1,4,1
12,512,1,0,5,0xF,0x1,0x1,4,1
12,512,1,1,6,0xF,0x6,0x6,4,1
12,512,1,2,0,0x3,0x0,0xC,2,1
12,512,1,3,1,0xF,0x5,0x5,4,1
12,512,1,4,2,0xF,0x1,0x1,4,1
13,64,0,0,255,0x0,0x0,0xA,0,0
13,64,0,1,255,0x0,0x0,0x7,0,0
13,64,0,2,255,0x0,0x0,0xE,0,0
13,64,0,3,255,0x0,0x0,0xD,0,0
13,64,0,4,255,0x0,0x0,0x0,0,0
13,96,1,0,6,0x0,0x0,0xA,0,1
13,96,1,1,7,0x0,0x0,0x7,0,1
13,96,1,2,1,0x0,0x0,0xE,0,1
13,96,1,3,2,0x0,0x0,0xD,0,1
13,96,1,4,3,0x0,0x0,0x0,0,1
13,128,1,0,6,0x0,0x0,0xA,0,1
13,128,1,1,7,0x0,0x0,0x7,0,1
13,128,1,2,1,0x0,0x0,0xE,0,1
13,128,1,3,2,0x0,0x0,0xD,0,1
13,128,1,4,3,0x0,0x0,0x0,0,1
13,160,1,0,6,0x0,0x0,0xA,0,1
13,160,1,1,7,0x0,0x0,0x7,0,1
13,160,1,2,1,0x0,0x0,0xE,0,1
13,160,1,3,2,0x0,0x0,0xD,0,1
13,160,1,4,3,0x0,0x0,0x0,0,1
13,192,1,0,6,0x0,0x0,0xA,0,1
13,192,1,1,7,0x0,0x0,0x7,0,1
13,192,1,2,1,0x0,0x0,0xE,0,1
13,192,1,3,2,0x0,0x0,0xD,0,1
13,192,1,4,3,0x0,0x0,0x0,0,1
13,256,1,0,6,0xF,0xA,0xA,4,1
13,256,1,1,7,0xF,0x7,0x7,4,1
13,256,1,2,1,0x3,0x2,0xE,2,1
13,256,1,3,2,0xF,0xD,0xD,4,1
13,256,1,4,3,0xF,0x0,0x0,4,1
13,320,1,0,6,0xF,0xA,0xA,4,1
13,320,1,1,7,0xF,0x7,0x7,4,1
13,320,1,2,1,0x3,0x2,0xE,2,1
13,320,1,3,2,0xF,0xD,0xD,4,1
13,320,1,4,3,0xF,0x0,0x0,4,1
13,384,1,0,6,0xF,0xA,0xA,4,1
13,384,1,1,7,0xF,0x7,0x7,4,1
13,384,1,2,1,0x3,0x2,0xE,2,1
13,384,1,3,2,0xF,0xD,0xD,4,1
13,384,1,4,3,0xF,0x0,0x0,4,1
13,512,1,0,6,0xF,0xA,0xA,4,1
13,512,1,1,7,0xF,0x7,0x7,4,1
13,512,1,2,1,0x3,0x2,0xE,2,1
13,512,1,3,2,0xF,0xD,0xD,4,1
13,512,1,4,3,0xF,0x0,0x0,4,1
14,64,0,0,255,0x0,0x0,0x9,0,0
14,64,0,1,255,0x0,0x0,0xC,0,0
14,64,0,2,255,0x0,0x0,0x8,0,0
14,64,0,3,255,0x0,0x0,0xF,0,0
14,64,0,4,255,0x0,0x0,0xB,0,0
14,96,1,0,4,0x0,0x0,0x9,0,1
14,96,1,1,5,0x0,0x0,0xC,0,1
14,96,1,2,7,0x0,0x0,0x8,0,1
14,96,1,3,0,0x0,0x0,0xF,0,1
14,96,1,4,1,0x0,0x0,0xB,0,1
14,128,1,0,4,0x0,0x0,0x9,0,1
14,128,1,1,5,0x0,0x0,0xC,0,1
14,128,1,2,7,0x0,0x0,0x8,0,1
14,128,1,3,0,0x0,0x0,0xF,0,1
14,128,1,4,1,0x0,0x0,0xB,0,1
14,160,1,0,4,0x0,0x0,0x9,0,1
14,160,1,1,5,0x0,0x0,0xC,0,1
14,160,1,2,7,0x0,0x0,0x8,0,1
14,160,1,3,0,0x0,0x0,0xF,0,1
14,160,1,4,1,0x0,0x0,0xB,0,1
14,192,1,0,4,0x0,0x0,0x9,0,1
14,192,1,1,5,0x0,0x0,0xC,0,1
14,192,1,2,7,0x0,0x0,0x8,0,1
14,192,1,3,0,0x0,0x0,0xF,0,1
14,192,1,4,1,0x0,0x0,0xB,0,1
14,256,1,0,4,0xF,0x9,0x9,4,1
14,256,1,1,5,0xF,0xC,0xC,4,1
14,256,1,2,7,0x3,0x0,0x8,2,1
14,256,1,3,0,0xF,0xF,0xF,4,1
14,256,1,4,1,0xF,0xB,0xB,4,1
14,320,1,0,4,0xF,0x9,0x9,4,1
14,320,1,1,5,0xF,0xC,0xC,4,1
14,320,1,2,7,0x3,0x0,0x8,2,1
14,320,1,3,0,0xF,0xF,0xF,4,1
14,320,1,4,1,0xF,0xB,0xB,4,1
14,384,1,0,4,0xF,0x9,0x9,4,1
14,384,1,1,5,0xF,0xC,0xC,4,1
14,384,1,2,7,0x3,0x0,0x8,2,1
14,384,1,3,0,0xF,0xF,0xF,4,1
14,384,1,4,1,0xF,0xB,0xB,4,1
14,512,1,0,4,0xF,0x9,0x9,4,1
14,512,1,1,5,0xF,0xC,0xC,4,1
14,512,1,2,7,0x3,0x0,0x8,2,1
14,512,1,3,0,0xF,0xF,0xF,4,1
14,512,1,4,1,0xF,0xB,0xB,4,1
15,64,0,0,255,0x0,0x0,0xA,0,0
15,64,0,1,255,0x0,0x0,0xD,0,0
15,64,0,2,255,0x0,0x0,0x6,0,0
15,64,0,3,255,0x0,0x0,0x0,0,0
15,64,0,4,255,0x0,0x0,0xC,0,0
15,96,0,0,255,0x0,0x0,0xA,0,0
15,96,0,1,255,0x0,0x0,0xD,0,0
15,96,0,2,255,0x0,0x0,0x6,0,0
15,96,0,3,255,0x0,0x0,0x0,0,0
15,96,0,4,255,0x0,0x0,0xC,0,0
15,128,1,0,1,0x0,0x0,0xA,0,1
15,128,1,1,2,0x0,0x0,0xD,0,1
15,128,1,2,4,0x0,0x0,0x6,0,1
15,128,1,3,5,0x0,0x0,0x0,0,1
15,128,1,4,6,0x0,0x0,0xC,0,1
15,160,1,0,1,0x0,0x0,0xA,0,1
15,160,1,1,2,0x0,0x0,0xD,0,1
15,160,1,2,4,0x0,0x0,0x6,0,1
15,160,1,3,5,0x0,0x0,0x0,0,1
15,160,1,4,6,0x0,0x0,0xC,0,1
15,192,1,0,1,0x0,0x0,0xA,0,1
15,192,1,1,2,0x0,0x0,0xD,0,1
15,192,1,2,4,0x0,0x0,0x6,0,1
15,192,1,3,5,0x0,0x0,0x0,0,1
15,192,1,4,6,0x0,0x0,0xC,0,1
15,256,1,0,1,0xF,0xA,0xA,4,1
15,256,1,1,2,0xF,0xD,0xD,4,1
15,256,1,2,4,0x3,0x2,0x6,2,1
15,256,1,3,5,0xF,0x0,0x0,4,1
15,256,1,4,6,0xF,0xC,0xC,4,1
15,320,1,0,1,0xF,0xA,0xA,4,1
15,320,1,1,2,0xF,0xD,0xD,4,1
15,320,1,2,4,0x3,0x2,0x6,2,1
15,320,1,3,5,0xF,0x0,0x0,4,1
15,320,1,4,6,0xF,0xC,0xC,4,1
15,384,1,0,1,0xF,0xA,0xA,4,1
15,384,1,1,2,0xF,0xD,0xD,4,1
15,384,1,2,4,0x3,0x2,0x6,2,1
15,384,1,3,5,0xF,0x0,0x0,4,1
15,384,1,4,6,0xF,0xC,0xC,4,1
15,512,1,0,1,0xF,0xA,0xA,4,1
15,512,1,1,2,0xF,0xD,0xD,4,1
15,512,1,2,4,0x3,0x2,0x6,2,1
15,512,1,3,5,0xF,0x0,0x0,4,1
15,512,1,4,6,0xF,0xC,0xC,4,1
16,64,0,0,255,0x0,0x0,0x8,0,0
16,64,0,1,255,0x0,0x0,0x8,0,0
16,64,0,2,255,0x0,0x0,0xD,0,0
16,64,0,3,255,0x0,0x0,0xC,0,0
16,64,0,4,255,0x0,0x0,0xC,0,0
16,96,1,0,7,0x0,0x0,0x8,0,1
16,96,1,1,0,0x0,0x0,0x8,0,1
16,96,1,2,2,0x0,0x0,0xD,0,1
16,96,1,3,3,0x0,0x0,0xC,0,1
16,96,1,4,4,0x0,0x0,0xC,0,1
16,128,1,0,7,0x0,0x0,0x8,0,1
16,128,1,1,0,0x0,0x0,0x8,0,1
16,128,1,2,2,0x0,0x0,0xD,0,1
16,128,1,3,3,0x0,0x0,0xC,0,1
16,128,1,4,4,0x0,0x0,0xC,0,1
16,160,1,0,7,0x0,0x0,0x8,0,1
16,160,1,1,0,0x0,0x0,0x8,0,1
16,160,1,2,2,0x0,0x0,0xD,0,1
16,160,1,3,3,0x0,0x0,0xC,0,1
16,160,1,4,4,0x0,0x0,0xC,0,1
16,192,1,0,7,0x0,0x0,0x8,0,1
16,192,1,1,0,0x0,0x0,0x8,0,1
16,192,1,2,2,0x0,0x0,0xD,0,1
16,192,1,3,3,0x0,0x0,0xC,0,1
16,192,1,4,4,0x0,0x0,0xC,0,1
16,256,1,0,7,0xF,0x8,0x8,4,1
16,256,1,1,0,0xF,0x8,0x8,4,1
16,256,1,2,2,0x3,0x1,0xD,2,1
16,256,1,3,3,0xF,0xC,0xC,4,1
16,256,1,4,4,0xF,0xC,0xC,4,1
16,320,1,0,7,0xF,0x8,0x8,4,1
16,320,1,1,0,0xF,0x8,0x8,4,1
16,320,1,2,2,0x3,0x1,0xD,2,1
16,320,1,3,3,0xF,0xC,0xC,4,1
16,320,1,4,4,0xF,0xC,0xC,4,1
16,384,1,0,7,0xF,0x8,0x8,4,1
16,384,1,1,0,0xF,0x8,0x8,4,1
16,384,1,2,2,0x3,0x1,0xD,2,1
16,384,1,3,3,0xF,0xC,0xC,4,1
16,384,1,4,4,0xF,0xC,0xC,4,1
16,512,1,0,7,0xF,0x8,0x8,4,1
16,512,1,1,0,0xF,0x8,0x8,4,1
16,512,1,2,2,0x3,0x1,0xD,2,1
16,512,1,3,3,0xF,0xC,0xC,4,1
16,512,1,4,4,0xF,0xC,0xC,4,1
17,64,0,0,255,0x0,0x0,0xF,0,0
17,64,0,1,255,0x0,0x0,0x9,0,0
17,64,0,2,255,0x0,0x0,0x2,0,0
17,64,0,3,255,0x0,0x0,0x5,0,0
17,64,0,4,255,0x0,0x0,0x3,0,0
17,96,0,0,255,0x0,0x0,0xF,0,0
17,96,0,1,255,0x0,0x0,0x9,0,0
17,96,0,2,255,0x0,0x0,0x2,0,0
17,96,0,3,255,0x0,0x0,0x5,0,0
17,96,0,4,255,0x0,0x0,0x3,0,0
17,128,1,0,5,0x0,0x0,0xF,0,1
17,128,1,1,6,0x0,0x0,0x9,0,1
17,128,1,2,0,0x0,0x0,0x2,0,1
17,128,1,3,1,0x0,0x0,0x5,0,1
17,128,1,4,2,0x0,0x0,0x3,0,1
17,160,1,0,5,0x0,0x0,0xF,0,1
17,160,1,1,6,0x0,0x0,0x9,0,1
17,160,1,2,0,0x0,0x0,0x2,0,1
17,160,1,3,1,0x0,0x0,0x5,0,1
17,160,1,4,2,0x0,0x0,0x3,0,1
17,192,1,0,5,0x0,0x0,0xF,0,1
17,192,1,1,6,0x0,0x0,0x9,0,1
17,192,1,2,0,0x0,0x0,0x2,0,1
17,192,1,3,1,0x0,0x0,0x5,0,1
17,192,1,4,2,0x0,0x0,0x3,0,1
17,256,1,0,5,0x2,0x2,0xF,1,1
17,256,1,1,6,0x3,0x1,0x9,2,1
17,256,1,2,0,0x0,0x0,0x2,0,1
17,256,1,3,1,0x0,0x0,0x5,0,1
17,256,1,4,2,0x0,0x0,0x3,0,1
17,320,1,0,5,0xF,0xF,0xF,4,1
17,320,1,1,6,0xF,0x9,0x9,4,1
17,320,1,2,0,0x3,0x2,0x2,2,1
17,320,1,3,1,0xF,0x5,0x5,4,1
17,320,1,4,2,0xF,0x3,0x3,4,1
17,384,1,0,5,0xF,0xF,0xF,4,1
17,384,1,1,6,0xF,0x9,0x9,4,1
17,384,1,2,0,0x3,0x2,0x2,2,1
17,384,1,3,1,0xF,0x5,0x5,4,1
17,384,1,4,2,0xF,0x3,0x3,4,1
17,512,1,0,5,0xF,0xF,0xF,4,1
17,512,1,1,6,0xF,0x9,0x9,4,1
17,512,1,2,0,0x3,0x2,0x2,2,1
17,512,1,3,1,0xF,0x5,0x5,4,1
17,512,1,4,2,0xF,0x3,0x3,4,1
18,64,0,0,255,0x0,0x0,0xE,0,0
18,64,0,1,255,0x0,0x0,0x7,0,0
18,64,0,2,255,0x0,0x0,0x0,0,0
18,64,0,3,255,0x0,0x0,0x3,0,0
18,64,0,4,255,0x0,0x0,0x6,0,0
18,96,1,0,1,0x0,0x0,0xE,0,1
18,96,1,1,2,0x0,0x0,0x7,0,1
18,96,1,2,4,0x0,0x0,0x0,0,1
18,96,1,3,5,0x0,0x0,0x3,0,1
18,96,1,4,6,0x0,0x0,0x6,0,1
18,128,1,0,1,0x0,0x0,0xE,0,1
18,128,1,1,2,0x0,0x0,0x7,0,1
18,128,1,2,4,0x0,0x0,0x0,0,1
18,128,1,3,5,0x0,0x0,0x3,0,1
18,128,1,4,6,0x0,0x0,0x6,0,1
18,160,1,0,1,0x0,0x0,0xE,0,1
18,160,1,1,2,0x0,0x0,0x7,0,1
18,160,1,2,4,0x0,0x0,0x0,0,1
18,160,1,3,5,0x0,0x0,0x3,0,1
18,160,1,4,6,0x0,0x0,0x6,0,1
18,192,1,0,1,0x0,0x0,0xE,0,1
18,192,1,1,2,0x0,0x0,0x7,0,1
18,192,1,2,4,0x0,0x0,0x0,0,1
18,192,1,3,5,0x0,0x0,0x3,0,1
18,192,1,4,6,0x0,0x0,0x6,0,1
18,256,1,0,1,0xF,0xE,0xE,4,1
18,256,1,1,2,0xF,0x7,0x7,4,1
18,256,1,2,4,0x3,0x0,0x0,2,1
18,256,1,3,5,0xF,0x3,0x3,4,1
18,256,1,4,6,0xF,0x6,0x6,4,1
18,320,1,0,1,0xF,0xE,0xE,4,1
18,320,1,1,2,0xF,0x7,0x7,4,1
18,320,1,2,4,0x3,0x0,0x0,2,1
18,320,1,3,5,0xF,0x3,0x3,4,1
18,320,1,4,6,0xF,0x6,0x6,4,1
18,384,1,0,1,0xF,0xE,0xE,4,1
18,384,1,1,2,0xF,0x7,0x7,4,1
18,384,1,2,4,0x3,0x0,0x0,2,1
18,384,1,3,5,0xF,0x3,0x3,4,1
18,384,1,4,6,0xF,0x6,0x6,4,1
18,512,1,0,1,0xF,0xE,0xE,4,1
18,512,1,1,2,0xF,0x7,0x7,4,1
18,512,1,2,4,0x3,0x0,0x0,2,1
18,512,1,3,5,0xF,0x3,0x3,4,1
18,512,1,4,6,0xF,0x6,0x6,4,1
19,64,0,0,255,0x0,0x0,0x7,0,0
19,64,0,1,255,0x0,0x0,0x5,0,0
19,64,0,2,255,0x0,0x0,0x7,0,0
19,64,0,3,255,0x0,0x0,0x7,0,0
19,64,0,4,255,0x0,0x0,0x3,0,0
19,96,1,0,5,0x0,0x0,0x7,0,1
19,96,1,1,6,0x0,0x0,0x5,0,1
19,96,1,2,0,0x0,0x0,0x7,0,1
19,96,1,3,1,0x0,0x0,0x7,0,1
19,96,1,4,2,0x0,0x0,0x3,0,1
19,128,1,0,5,0x0,0x0,0x7,0,1
19,128,1,1,6,0x0,0x0,0x5,0,1
19,128,1,2,0,0x0,0x0,0x7,0,1
19,128,1,3,1,0x0,0x0,0x7,0,1
19,128,1,4,2,0x0,0x0,0x3,0,1
19,160,1,0,5,0x0,0x0,0x7,0,1
19,160,1,1,6,0x0,0x0,0x5,0,1
19,160,1,2,0,0x0,0x0,0x7,0,1
19,160,1,3,1,0x0,0x0,0x7,0,1
19,160,1,4,2,0x0,0x0,0x3,0,1
19,192,1,0,5,0x0,0x0,0x7,0,1
19,192,1,1,6,0x0,0x0,0x5,0,1
19,192,1,2,0,0x0,0x0,0x7,0,1
19,192,1,3,1,0x0,0x0,0x7,0,1
19,192,1,4,2,0x0,0x0,0x3,0,1
19,256,1,0,5,0xF,0x7,0x7,4,1
19,256,1,1,6,0xF,0x5,0x5,4,1
19,256,1,2,0,0x3,0x3,0x7,2,1
19,256,1,3,1,0xF,0x7,0x7,4,1
19,256,1,4,2,0xF,0x3,0x3,4,1
19,320,1,0,5,0xF,0x7,0x7,4,1
19,320,1,1,6,0xF,0x5,0x5,4,1
19,320,1,2,0,0x3,0x3,0x7,2,1
19,320,1,3,1,0xF,0x7,0x7,4,1
19,320,1,4,2,0xF,0x3,0x3,4,1
19,384,1,0,5,0xF,0x7,0x7,4,1
19,384,1,1,6,0xF,0x5,0x5,4,1
19,384,1,2,0,0x3,0x3,0x7,2,1
19,384,1,3,1,0xF,0x7,0x7,4,1
19,384,1,4,2,0xF,0x3,0x3,4,1
19,512,1,0,5,0xF,0x7,0x7,4,1
19,512,1,1,6,0xF,0x5,0x5,4,1
19,512,1,2,0,0x3,0x3,0x7,2,1
19,512,1,3,1,0xF,0x7,0x7,4,1
19,512,1,4,2,0xF,0x3,0x3,4,1
20,64,0,0,255,0x0,0x0,0xF,0,0
20,64,0,1,255,0x0,0x0,0xC,0,0
20,64,0,2,255,0x0,0x0,0x9,0,0
20,64,0,3,255,0x0,0x0,0x2,0,0
20,64,0,4,255,0x0,0x0,0xA,0,0
20,96,0,0,255,0x0,0x0,0xF,0,0
20,96,0,1,255,0x0,0x0,0xC,0,0
20,96,0,2,255,0x0,0x0,0x9,0,0
20,96,0,3,255,0x0,0x0,0x2,0,0
20,96,0,4,255,0x0,0x0,0xA,0,0
20,128,1,0,5,0x0,0x0,0xF,0,1
20,128,1,1,6,0x0,0x0,0xC,0,1
20,128,1,2,0,0x0,0x0,0x9,0,1
20,128,1,3,1,0x0,0x0,0x2,0,1
20,128,1,4,2,0x0,0x0,0xA,0,1
20,160,1,0,5,0x0,0x0,0xF,0,1
20,160,1,1,6,0x0,0x0,0xC,0,1
20,160,1,2,0,0x0,0x0,0x9,0,1
20,160,1,3,1,0x0,0x0,0x2,0,1
20,160,1,4,2,0x0,0x0,0xA,0,1
20,192,1,0,5,0x0,0x0,0xF,0,1
20,192,1,1,6,0x0,0x0,0xC,0,1
20,192,1,2,0,0x0,0x0,0x9,0,1
20,192,1,3,1,0x0,0x0,0x2,0,1
20,192,1,4,2,0x0,0x0,0xA,0,1
20,256,1,0,5,0xF,0xF,0xF,4,1
20,256,1,1,6,0xF,0xC,0xC,4,1
20,256,1,2,0,0x3,0x1,0x9,2,1
20,256,1,3,1,0xF,0x2,0x2,4,1
20,256,1,4,2,0xF,0xA,0xA,4,1
20,320,1,0,5,0xF,0xF,0xF,4,1
20,320,1,1,6,0xF,0xC,0xC,4,1
20,320,1,2,0,0x3,0x1,0x9,2,1
20,320,1,3,1,0xF,0x2,0x2,4,1
20,320,1,4,2,0xF,0xA,0xA,4,1
20,384,1,0,5,0xF,0xF,0xF,4,1
20,384,1,1,6,0xF,0xC,0xC,4,1
20,384,1,2,0,0x3,0x1,0x9,2,1
20,384,1,3,1,0xF,0x2,0x2,4,1
20,384,1,4,2,0xF,0xA,0xA,4,1
20,512,1,0,5,0xF,0xF,0xF,4,1
20,512,1,1,6,0xF,0xC,0xC,4,1
20,512,1,2,0,0x3,0x1,0x9,2,1
20,512,1,3,1,0xF,0x2,0x2,4,1
20,512,1,4,2,0xF,0xA,0xA,4,1
21,64,0,0,255,0x0,0x0,0x9,0,0
21,64,0,1,255,0x0,0x0,0xD,0,0
21,64,0,2,255,0x0,0x0,0xC,0,0
21,64,0,3,255,0x0,0x0,0x3,0,0
21,64,0,4,255,0x0,0x0,0x3,0,0
21,96,1,0,2,0x0,0x0,0x9,0,1
21,96,1,1,3,0x0,0x0,0xD,0,1
21,96,1,2,5,0x0,0x0,0xC,0,1
21,96,1,3,6,0x0,0x0,0x3,0,1
21,96,1,4,7,0x0,0x0,0x3,0,1
21,128,1,0,2,0x0,0x0,0x9,0,1
21,128,1,1,3,0x0,0x0,0xD,0,1
21,128,1,2,5,0x0,0x0,0xC,0,1
21,128,1,3,6,0x0,0x0,0x3,0,1
21,128,1,4,7,0x0,0x0,0x3,0,1
21,160,1,0,2,0x0,0x0,0x9,0,1
21,160,1,1,3,0x0,0x0,0xD,0,1
21,160,1,2,5,0x0,0x0,0xC,0,1
21,160,1,3,6,0x0,0x0,0x3,0,1
21,160,1,4,7,0x0,0x0,0x3,0,1
21,192,1,0,2,0x0,0x0,0x9,0,1
21,192,1,1,3,0x0,0x0,0xD,0,1
21,192,1,2,5,0x0,0x0,0xC,0,1
21,192,1,3,6,0x0,0x0,0x3,0,1
21,192,1,4,7,0x0,0x0,0x3,0,1
21,256,1,0,2,0xF,0x9,0x9,4,1
21,256,1,1,3,0xF,0xD,0xD,4,1
21,256,1,2,5,0x3,0x0,0xC,2,1
21,256,1,3,6,0xF,0x3,0x3,4,1
21,256,1,4,7,0xF,0x3,0x3,4,1
21,320,1,0,2,0xF,0x9,0x9,4,1
21,320,1,1,3,0xF,0xD,0xD,4,1
21,320,1,2,5,0x3,0x0,0xC,2,1
21,320,1,3,6,0xF,0x3,0x3,4,1
21,320,1,4,7,0xF,0x3,0x3,4,1
21,384,1,0,2,0xF,0x9,0x9,4,1
21,384,1,1,3,0xF,0xD,0xD,4,1
21,384,1,2,5,0x3,0x0,0xC,2,1
21,384,1,3,6,0xF,0x3,0x3,4,1
21,384,1,4,7,0xF,0x3,0x3,4,1
21,512,1,0,2,0xF,0x9,0x9,4,1
21,512,1,1,3,0xF,0xD,0xD,4,1
21,512,1,2,5,0x3,0x0,0xC,2,1
21,512,1,3,6,0xF,0x3,0x3,4,1
21,512,1,4,7,0xF,0x3,0x3,4,1
22,64,0,0,255,0x0,0x0,0x2,0,0
22,64,0,1,255,0x0,0x0,0x9,0,0
22,64,0,2,255,0x0,0x0,0xF,0,0
22,64,0,3,255,0x0,0x0,0xC,0,0
22,64,0,4,255,0x0,0x0,0x4,0,0
22,96,1,0,5,0x0,0x0,0x2,0,1
22,96,1,1,6,0x0,0x0,0x9,0,1
22,96,1,2,0,0x0,0x0,0xF,0,1
22,96,1,3,1,0x0,0x0,0xC,0,1
22,96,1,4,2,0x0,0x0,0x4,0,1
22,128,1,0,5,0x0,0x0,0x2,0,1
22,128,1,1,6,0x0,0x0,0x9,0,1
22,128,1,2,0,0x0,0x0,0xF,0,1
22,128,1,3,1,0x0,0x0,0xC,0,1
22,128,1,4,2,0x0,0x0,0x4,0,1
22,160,1,0,5,0x0,0x0,0x2,0,1
22,160,1,1,6,0x0,0x0,0x9,0,1
22,160,1,2,0,0x0,0x0,0xF,0,1
22,160,1,3,1,0x0,0x0,0xC,0,1
22,160,1,4,2,0x0,0x0,0x4,0,1
22,192,1,0,5,0x0,0x0,0x2,0,1
22,192,1,1,6,0x0,0x0,0x9,0,1
22,192,1,2,0,0x0,0x0,0xF,0,1
22,192,1,3,1,0x0,0x0,0xC,0,1
22,192,1,4,2,0x0,0x0,0x4,0,1
22,256,1,0,5,0xF,0x2,0x2,4,1
22,256,1,1,6,0xF,0x9,0x9,4,1
22,256,1,2,0,0x3,0x3,0xF,2,1
22,256,1,3,1,0xF,0xC,0xC,4,1
22,256,1,4,2,0xF,0x4,0x4,4,1
22,320,1,0,5,0xF,0x2,0x2,4,1
22,320,1,1,6,0xF,0x9,0x9,4,1
22,320,1,2,0,0x3,0x3,0xF,2,1
22,320,1,3,1,0xF,0xC,0xC,4,1
22,320,1,4,2,0xF,0x4,0x4,4,1
22,384,1,0,5,0xF,0x2,0x2,4,1
22,384,1,1,6,0xF,0x9,0x9,4,1
22,384,1,2,0,0x3,0x3,0xF,2,1
22,384,1,3,1,0xF,0xC,0xC,4,1
22,384,1,4,2,0xF,0x4,0x4,4,1
22,512,1,0,5,0xF,0x2,0x2,4,1
22,512,1,1,6,0xF,0x9,0x9,4,1
22,512,1,2,0,0x3,0x3,0xF,2,1
22,512,1,3,1,0xF,0xC,0xC,4,1
22,512,1,4,2,0xF,0x4,0x4,4,1
23,64,0,0,255,0x0,0x0,0x0,0,0
23,64,0,1,255,0x0,0x0,0xC,0,0
23,64,0,2,255,0x0,0x0,0xC,0,0
23,64,0,3,255,0x0,0x0,0x4,0,0
23,64,0,4,255,0x0,0x0,0xE,0,0
23,96,1,0,6,0x0,0x0,0x0,0,1
23,96,1,1,7,0x0,0x0,0xC,0,1
23,96,1,2,1,0x0,0x0,0xC,0,1
23,96,1,3,2,0x0,0x0,0x4,0,1
23,96,1,4,3,0x0,0x0,0xE,0,1
23,128,1,0,6,0x0,0x0,0x0,0,1
23,128,1,1,7,0x0,0x0,0xC,0,1
23,128,1,2,1,0x0,0x0,0xC,0,1
23,128,1,3,2,0x0,0x0,0x4,0,1
23,128,1,4,3,0x0,0x0,0xE,0,1
23,160,1,0,6,0x0,0x0,0x0,0,1
23,160,1,1,7,0x0,0x0,0xC,0,1
23,160,1,2,1,0x0,0x0,0xC,0,1
23,160,1,3,2,0x0,0x0,0x4,0,1
23,160,1,4,3,0x0,0x0,0xE,0,1
23,192,1,0,6,0x0,0x0,0x0,0,1
23,192,1,1,7,0x0,0x0,0xC,0,1
23,192,1,2,1,0x0,0x0,0xC,0,1
23,192,1,3,2,0x0,0x0,0x4,0,1
23,192,1,4,3,0x0,0x0,0xE,0,1
23,256,1,0,6,0xB,0x0,0x0,3,1
23,256,1,1,7,0x0,0x0,0xC,0,1
23,256,1,2,1,0x1,0x0,0xC,1,1
23,256,1,3,2,0x9,0x0,0x4,2,1
23,256,1,4,3,0xC,0xC,0xE,2,1
