trial,samples_per_sbox,sbox,trial_seed,known_delta,query_count,empirical_rate,missing_count,missing_value,recovered_word,actual_word,unique_missing,word_success
24,160,7,0x5B32E11DDC78FEB6,0x9,1094,0.146252285192,1,0xF,0x6,0x6,1,1
24,192,0,0x5B32E11DDC78FEB6,0x9,1245,0.154216867470,1,0x6,0xF,0xF,1,1
24,192,1,0x5B32E11DDC78FEB6,0x9,1168,0.164383561644,1,0xE,0x7,0x7,1,1
24,192,2,0x5B32E11DDC78FEB6,0x9,1108,0.173285198556,1,0x5,0xC,0xC,1,1
24,192,3,0x5B32E11DDC78FEB6,0x9,1092,0.175824175824,1,0x4,0xD,0xD,1,1
24,192,4,0x5B32E11DDC78FEB6,0x9,984,0.195121951220,1,0xA,0x3,0x3,1,1
24,192,5,0x5B32E11DDC78FEB6,0x9,1236,0.155339805825,1,0xC,0x5,0x5,1,1
24,192,6,0x5B32E11DDC78FEB6,0x9,1053,0.182336182336,1,0x1,0x8,0x8,1,1
24,192,7,0x5B32E11DDC78FEB6,0x9,1269,0.151300236407,1,0xF,0x6,0x6,1,1
24,256,0,0x5B32E11DDC78FEB6,0x9,1660,0.154216867470,1,0x6,0xF,0xF,1,1
24,256,1,0x5B32E11DDC78FEB6,0x9,1521,0.168310322156,1,0xE,0x7,0x7,1,1
24,256,2,0x5B32E11DDC78FEB6,0x9,1533,0.166992824527,1,0x5,0xC,0xC,1,1
24,256,3,0x5B32E11DDC78FEB6,0x9,1467,0.174505794138,1,0x4,0xD,0xD,1,1
24,256,4,0x5B32E11DDC78FEB6,0x9,1361,0.188096987509,1,0xA,0x3,0x3,1,1
24,256,5,0x5B32E11DDC78FEB6,0x9,1740,0.147126436782,1,0xC,0x5,0x5,1,1
24,256,6,0x5B32E11DDC78FEB6,0x9,1385,0.184837545126,1,0x1,0x8,0x8,1,1
24,256,7,0x5B32E11DDC78FEB6,0x9,1640,0.156097560976,1,0xF,0x6,0x6,1,1
25,16,0,0xB5B2A431D8B6AC37,0xA,128,0.125000000000,5,NA,0x0,0x8,0,0
25,16,1,0xB5B2A431D8B6AC37,0xA,100,0.160000000000,0,NA,0x0,0xE,0,0
25,16,2,0xB5B2A431D8B6AC37,0xA,83,0.192771084337,0,NA,0x0,0xF,0,0
25,16,3,0xB5B2A431D8B6AC37,0xA,67,0.238805970149,0,NA,0x0,0x8,0,0
25,16,4,0xB5B2A431D8B6AC37,0xA,101,0.158415841584,0,NA,0x0,0x0,0,0
25,16,5,0xB5B2A431D8B6AC37,0xA,101,0.158415841584,0,NA,0x0,0x6,0,0
25,16,6,0xB5B2A431D8B6AC37,0xA,70,0.228571428571,0,NA,0x0,0xD,0,0
25,16,7,0xB5B2A431D8B6AC37,0xA,90,0.177777777778,0,NA,0x0,0xB,0,0
25,24,0,0xB5B2A431D8B6AC37,0xA,194,0.123711340206,5,NA,0x0,0x8,0,0
25,24,1,0xB5B2A431D8B6AC37,0xA,157,0.152866242038,0,NA,0x0,0xE,0,0
25,24,2,0xB5B2A431D8B6AC37,0xA,116,0.206896551724,0,NA,0x0,0xF,0,0
25,24,3,0xB5B2A431D8B6AC37,0xA,115,0.208695652174,0,NA,0x0,0x8,0,0
25,24,4,0xB5B2A431D8B6AC37,0xA,143,0.167832167832,0,NA,0x0,0x0,0,0
25,24,5,0xB5B2A431D8B6AC37,0xA,166,0.144578313253,0,NA,0x0,0x6,0,0
25,24,6,0xB5B2A431D8B6AC37,0xA,115,0.208695652174,0,NA,0x0,0xD,0,0
25,24,7,0xB5B2A431D8B6AC37,0xA,139,0.172661870504,0,NA,0x0,0xB,0,0
25,32,0,0xB5B2A431D8B6AC37,0xA,269,0.118959107807,4,NA,0x0,0x8,0,0
25,32,1,0xB5B2A431D8B6AC37,0xA,195,0.164102564103,0,NA,0x0,0xE,0,0
25,32,2,0xB5B2A431D8B6AC37,0xA,156,0.205128205128,0,NA,0x0,0xF,0,0
25,32,3,0xB5B2A431D8B6AC37,0xA,148,0.216216216216,0,NA,0x0,0x8,0,0
25,32,4,0xB5B2A431D8B6AC37,0xA,255,0.125490196078,0,NA,0x0,0x0,0,0
25,32,5,0xB5B2A431D8B6AC37,0xA,224,0.142857142857,0,NA,0x0,0x6,0,0
25,32,6,0xB5B2A431D8B6AC37,0xA,159,0.201257861635,0,NA,0x0,0xD,0,0
25,32,7,0xB5B2A431D8B6AC37,0xA,170,0.188235294118,0,NA,0x0,0xB,0,0
25,40,0,0xB5B2A431D8B6AC37,0xA,330,0.121212121212,3,NA,0x0,0x8,0,0
25,40,1,0xB5B2A431D8B6AC37,0xA,279,0.143369175627,0,NA,0x0,0xE,0,0
25,40,2,0xB5B2A431D8B6AC37,0xA,204,0.196078431373,0,NA,0x0,0xF,0,0
25,40,3,0xB5B2A431D8B6AC37,0xA,204,0.196078431373,0,NA,0x0,0x8,0,0
25,40,4,0xB5B2A431D8B6AC37,0xA,327,0.122324159021,0,NA,0x0,0x0,0,0
25,40,5,0xB5B2A431D8B6AC37,0xA,298,0.134228187919,0,NA,0x0,0x6,0,0
25,40,6,0xB5B2A431D8B6AC37,0xA,201,0.199004975124,0,NA,0x0,0xD,0,0
25,40,7,0xB5B2A431D8B6AC37,0xA,220,0.181818181818,0,NA,0x0,0xB,0,0
25,48,0,0xB5B2A431D8B6AC37,0xA,366,0.131147540984,3,NA,0x0,0x8,0,0
25,48,1,0xB5B2A431D8B6AC37,0xA,334,0.143712574850,0,NA,0x0,0xE,0,0
25,48,2,0xB5B2A431D8B6AC37,0xA,241,0.199170124481,0,NA,0x0,0xF,0,0
25,48,3,0xB5B2A431D8B6AC37,0xA,236,0.203389830508,0,NA,0x0,0x8,0,0
25,48,4,0xB5B2A431D8B6AC37,0xA,375,0.128000000000,0,NA,0x0,0x0,0,0
25,48,5,0xB5B2A431D8B6AC37,0xA,340,0.141176470588,0,NA,0x0,0x6,0,0
25,48,6,0xB5B2A431D8B6AC37,0xA,261,0.183908045977,0,NA,0x0,0xD,0,0
25,48,7,0xB5B2A431D8B6AC37,0xA,272,0.176470588235,0,NA,0x0,0xB,0,0
25,56,0,0xB5B2A431D8B6AC37,0xA,448,0.125000000000,2,NA,0x0,0x8,0,0
25,56,1,0xB5B2A431D8B6AC37,0xA,384,0.145833333333,0,NA,0x0,0xE,0,0
25,56,2,0xB5B2A431D8B6AC37,0xA,280,0.200000000000,0,NA,0x0,0xF,0,0
25,56,3,0xB5B2A431D8B6AC37,0xA,283,0.197879858657,0,NA,0x0,0x8,0,0
25,56,4,0xB5B2A431D8B6AC37,0xA,461,0.121475054230,0,NA,0x0,0x0,0,0
25,56,5,0xB5B2A431D8B6AC37,0xA,424,0.132075471698,0,NA,0x0,0x6,0,0
25,56,6,0xB5B2A431D8B6AC37,0xA,297,0.188552188552,0,NA,0x0,0xD,0,0
25,56,7,0xB5B2A431D8B6AC37,0xA,320,0.175000000000,0,NA,0x0,0xB,0,0
25,64,0,0xB5B2A431D8B6AC37,0xA,502,0.127490039841,1,0x2,0x8,0x8,1,1
25,64,1,0xB5B2A431D8B6AC37,0xA,420,0.152380952381,1,0x4,0xE,0xE,1,1
25,64,2,0xB5B2A431D8B6AC37,0xA,339,0.188790560472,2,NA,0x0,0xF,0,0
25,64,3,0xB5B2A431D8B6AC37,0xA,332,0.192771084337,0,NA,0x0,0x8,0,0
25,64,4,0xB5B2A431D8B6AC37,0xA,512,0.125000000000,0,NA,0x0,0x0,0,0
25,64,5,0xB5B2A431D8B6AC37,0xA,454,0.140969162996,0,NA,0x0,0x6,0,0
25,64,6,0xB5B2A431D8B6AC37,0xA,337,0.189910979228,0,NA,0x0,0xD,0,0
25,64,7,0xB5B2A431D8B6AC37,0xA,393,0.162849872774,0,NA,0x0,0xB,0,0
25,72,0,0xB5B2A431D8B6AC37,0xA,562,0.128113879004,1,0x2,0x8,0x8,1,1
25,72,1,0xB5B2A431D8B6AC37,0xA,501,0.143712574850,1,0x4,0xE,0xE,1,1
25,72,2,0xB5B2A431D8B6AC37,0xA,393,0.183206106870,1,0x5,0xF,0xF,1,1
25,72,3,0xB5B2A431D8B6AC37,0xA,381,0.188976377953,2,NA,0x0,0x8,0,0
25,72,4,0xB5B2A431D8B6AC37,0xA,545,0.132110091743,0,NA,0x0,0x0,0,0
25,72,5,0xB5B2A431D8B6AC37,0xA,510,0.141176470588,0,NA,0x0,0x6,0,0
25,72,6,0xB5B2A431D8B6AC37,0xA,373,0.193029490617,0,NA,0x0,0xD,0,0
25,72,7,0xB5B2A431D8B6AC37,0xA,466,0.154506437768,0,NA,0x0,0xB,0,0
25,80,0,0xB5B2A431D8B6AC37,0xA,648,0.123456790123,1,0x2,0x8,0x8,1,1
25,80,1,0xB5B2A431D8B6AC37,0xA,547,0.146252285192,1,0x4,0xE,0xE,1,1
25,80,2,0xB5B2A431D8B6AC37,0xA,448,0.178571428571,1,0x5,0xF,0xF,1,1
25,80,3,0xB5B2A431D8B6AC37,0xA,418,0.191387559809,2,NA,0x0,0x8,0,0
25,80,4,0xB5B2A431D8B6AC37,0xA,598,0.133779264214,0,NA,0x0,0x0,0,0
25,80,5,0xB5B2A431D8B6AC37,0xA,562,0.142348754448,0,NA,0x0,0x6,0,0
25,80,6,0xB5B2A431D8B6AC37,0xA,429,0.186480186480,0,NA,0x0,0xD,0,0
25,80,7,0xB5B2A431D8B6AC37,0xA,553,0.144665461121,0,NA,0x0,0xB,0,0
25,96,0,0xB5B2A431D8B6AC37,0xA,741,0.129554655870,1,0x2,0x8,0x8,1,1
25,96,1,0xB5B2A431D8B6AC37,0xA,631,0.152139461173,1,0x4,0xE,0xE,1,1
25,96,2,0xB5B2A431D8B6AC37,0xA,552,0.173913043478,1,0x5,0xF,0xF,1,1
25,96,3,0xB5B2A431D8B6AC37,0xA,529,0.181474480151,1,0x2,0x8,0x8,1,1
25,96,4,0xB5B2A431D8B6AC37,0xA,682,0.140762463343,1,0xA,0x0,0x0,1,1
25,96,5,0xB5B2A431D8B6AC37,0xA,667,0.143928035982,1,0xC,0x6,0x6,1,1
25,96,6,0xB5B2A431D8B6AC37,0xA,528,0.181818181818,1,0x7,0xD,0xD,1,1
25,96,7,0xB5B2A431D8B6AC37,0xA,635,0.151181102362,1,0x1,0xB,0xB,1,1
25,112,0,0xB5B2A431D8B6AC37,0xA,855,0.130994152047,1,0x2,0x8,0x8,1,1
25,112,1,0xB5B2A431D8B6AC37,0xA,745,0.150335570470,1,0x4,0xE,0xE,1,1
25,112,2,0xB5B2A431D8B6AC37,0xA,622,0.180064308682,1,0x5,0xF,0xF,1,1
25,112,3,0xB5B2A431D8B6AC37,0xA,602,0.186046511628,1,0x2,0x8,0x8,1,1
25,112,4,0xB5B2A431D8B6AC37,0xA,791,0.141592920354,1,0xA,0x0,0x0,1,1
25,112,5,0xB5B2A431D8B6AC37,0xA,761,0.147174770039,1,0xC,0x6,0x6,1,1
25,112,6,0xB5B2A431D8B6AC37,0xA,604,0.185430463576,1,0x7,0xD,0xD,1,1
25,112,7,0xB5B2A431D8B6AC37,0xA,740,0.151351351351,1,0x1,0xB,0xB,1,1
25,128,0,0xB5B2A431D8B6AC37,0xA,931,0.137486573577,1,0x2,0x8,0x8,1,1
25,128,1,0xB5B2A431D8B6AC37,0xA,838,0.152744630072,1,0x4,0xE,0xE,1,1
25,128,2,0xB5B2A431D8B6AC37,0xA,709,0.180535966150,1,0x5,0xF,0xF,1,1
25,128,3,0xB5B2A431D8B6AC37,0xA,692,0.184971098266,1,0x2,0x8,0x8,1,1
25,128,4,0xB5B2A431D8B6AC37,0xA,890,0.143820224719,1,0xA,0x0,0x0,1,1
25,128,5,0xB5B2A431D8B6AC37,0xA,878,0.145785876993,1,0xC,0x6,0x6,1,1
25,128,6,0xB5B2A431D8B6AC37,0xA,657,0.194824961948,1,0x7,0xD,0xD,1,1
25,128,7,0xB5B2A431D8B6AC37,0xA,870,0.147126436782,1,0x1,0xB,0xB,1,1
25,160,0,0xB5B2A431D8B6AC37,0xA,1135,0.140969162996,1,0x2,0x8,0x8,1,1
25,160,1,0xB5B2A431D8B6AC37,0xA,1038,0.154142581888,1,0x4,0xE,0xE,1,1
25,160,2,0xB5B2A431D8B6AC37,0xA,966,0.165631469979,1,0x5,0xF,0xF,1,1
25,160,3,0xB5B2A431D8B6AC37,0xA,935,0.171122994652,1,0x2,0x8,0x8,1,1
25,160,4,0xB5B2A431D8B6AC37,0xA,1061,0.150801131008,1,0xA,0x0,0x0,1,1
25,160,5,0xB5B2A431D8B6AC37,0xA,1072,0.149253731343,1,0xC,0x6,0x6,1,1
25,160,6,0xB5B2A431D8B6AC37,0xA,880,0.181818181818,1,0x7,0xD,0xD,1,1
25,160,7,0xB5B2A431D8B6AC37,0xA,1076,0.148698884758,1,0x1,0xB,0xB,1,1
25,192,0,0xB5B2A431D8B6AC37,0xA,1383,0.138828633406,1,0x2,0x8,0x8,1,1
25,192,1,0xB5B2A431D8B6AC37,0xA,1207,0.159072079536,1,0x4,0xE,0xE,1,1
25,192,2,0xB5B2A431D8B6AC37,0xA,1199,0.160133444537,1,0x5,0xF,0xF,1,1
25,192,3,0xB5B2A431D8B6AC37,0xA,1063,0.180620884290,1,0x2,0x8,0x8,1,1
25,192,4,0xB5B2A431D8B6AC37,0xA,1254,0.153110047847,1,0xA,0x0,0x0,1,1
25,192,5,0xB5B2A431D8B6AC37,0xA,1242,0.154589371981,1,0xC,0x6,0x6,1,1
25,192,6,0xB5B2A431D8B6AC37,0xA,1087,0.176632934683,1,0x7,0xD,0xD,1,1
25,192,7,0xB5B2A431D8B6AC37,0xA,1243,0.154465004023,1,0x1,0xB,0xB,1,1
25,256,0,0xB5B2A431D8B6AC37,0xA,1840,0.139130434783,1,0x2,0x8,0x8,1,1
25,256,1,0xB5B2A431D8B6AC37,0xA,1613,0.158710477371,1,0x4,0xE,0xE,1,1
25,256,2,0xB5B2A431D8B6AC37,0xA,1580,0.162025316456,1,0x5,0xF,0xF,1,1
25,256,3,0xB5B2A431D8B6AC37,0xA,1503,0.170326014637,1,0x2,0x8,0x8,1,1
25,256,4,0xB5B2A431D8B6AC37,0xA,1599,0.160100062539,1,0xA,0x0,0x0,1,1
25,256,5,0xB5B2A431D8B6AC37,0xA,1702,0.150411280846,1,0xC,0x6,0x6,1,1
25,256,6,0xB5B2A431D8B6AC37,0xA,1429,0.179146256123,1,0x7,0xD,0xD,1,1
25,256,7,0xB5B2A431D8B6AC37,0xA,1629,0.157151626765,1,0x1,0xB,0xB,1,1
26,16,0,0x1874FB4440619DBA,0xF,179,0.089385474860,5,NA,0x0,0x2,0,0
26,16,1,0x1874FB4440619DBA,0xF,114,0.140350877193,0,NA,0x0,0x9,0,0
26,16,2,0x1874FB4440619DBA,0xF,68,0.235294117647,0,NA,0x0,0xC,0,0
26,16,3,0x1874FB4440619DBA,0xF,85,0.188235294118,0,NA,0x0,0x2,0,0
26,16,4,0x1874FB4440619DBA,0xF,80,0.200000000000,0,NA,0x0,0x5,0,0
26,16,5,0x1874FB4440619DBA,0xF,85,0.188235294118,0,NA,0x0,0xF,0,0
26,16,6,0x1874FB4440619DBA,0xF,141,0.113475177305,0,NA,0x0,0xA,0,0
26,16,7,0x1874FB4440619DBA,0xF,148,0.108108108108,0,NA,0x0,0x6,0,0
26,24,0,0x1874FB4440619DBA,0xF,248,0.096774193548,4,NA,0x0,0x2,0,0
26,24,1,0x1874FB4440619DBA,0xF,151,0.158940397351,0,NA,0x0,0x9,0,0
26,24,2,0x1874FB4440619DBA,0xF,116,0.206896551724,0,NA,0x0,0xC,0,0
26,24,3,0x1874FB4440619DBA,0xF,118,0.203389830508,0,NA,0x0,0x2,0,0
26,24,4,0x1874FB4440619DBA,0xF,148,0.162162162162,0,NA,0x0,0x5,0,0
26,24,5,0x1874FB4440619DBA,0xF,125,0.192000000000,0,NA,0x0,0xF,0,0
26,24,6,0x1874FB4440619DBA,0xF,194,0.123711340206,0,NA,0x0,0xA,0,0
26,24,7,0x1874FB4440619DBA,0xF,193,0.124352331606,0,NA,0x0,0x6,0,0
26,32,0,0x1874FB4440619DBA,0xF,282,0.113475177305,2,NA,0x0,0x2,0,0
26,32,1,0x1874FB4440619DBA,0xF,208,0.153846153846,0,NA,0x0,0x9,0,0
26,32,2,0x1874FB4440619DBA,0xF,143,0.223776223776,0,NA,0x0,0xC,0,0
26,32,3,0x1874FB4440619DBA,0xF,181,0.176795580110,0,NA,0x0,0x2,0,0
26,32,4,0x1874FB4440619DBA,0xF,188,0.170212765957,0,NA,0x0,0x5,0,0
26,32,5,0x1874FB4440619DBA,0xF,181,0.176795580110,0,NA,0x0,0xF,0,0
26,32,6,0x1874FB4440619DBA,0xF,266,0.120300751880,0,NA,0x0,0xA,0,0
26,32,7,0x1874FB4440619DBA,0xF,233,0.137339055794,0,NA,0x0,0x6,0,0
26,40,0,0x1874FB4440619DBA,0xF,340,0.117647058824,2,NA,0x0,0x2,0,0
26,40,1,0x1874FB4440619DBA,0xF,271,0.147601476015,0,NA,0x0,0x9,0,0
26,40,2,0x1874FB4440619DBA,0xF,191,0.209424083770,0,NA,0x0,0xC,0,0
26,40,3,0x1874FB4440619DBA,0xF,214,0.186915887850,0,NA,0x0,0x2,0,0
26,40,4,0x1874FB4440619DBA,0xF,220,0.181818181818,0,NA,0x0,0x5,0,0
26,40,5,0x1874FB4440619DBA,0xF,223,0.179372197309,0,NA,0x0,0xF,0,0
26,40,6,0x1874FB4440619DBA,0xF,293,0.136518771331,0,NA,0x0,0xA,0,0
26,40,7,0x1874FB4440619DBA,0xF,289,0.138408304498,0,NA,0x0,0x6,0,0
26,48,0,0x1874FB4440619DBA,0xF,383,0.125326370757,1,0xD,0x2,0x2,1,1
26,48,1,0x1874FB4440619DBA,0xF,301,0.159468438538,1,0x6,0x9,0x9,1,1
26,48,2,0x1874FB4440619DBA,0xF,249,0.192771084337,2,NA,0x0,0xC,0,0
26,48,3,0x1874FB4440619DBA,0xF,264,0.181818181818,0,NA,0x0,0x2,0,0
26,48,4,0x1874FB4440619DBA,0xF,257,0.186770428016,0,NA,0x0,0x5,0,0
26,48,5,0x1874FB4440619DBA,0xF,256,0.187500000000,0,NA,0x0,0xF,0,0
26,48,6,0x1874FB4440619DBA,0xF,368,0.130434782609,0,NA,0x0,0xA,0,0
26,48,7,0x1874FB4440619DBA,0xF,348,0.137931034483,0,NA,0x0,0x6,0,0
26,56,0,0x1874FB4440619DBA,0xF,436,0.128440366972,1,0xD,0x2,0x2,1,1
26,56,1,0x1874FB4440619DBA,0xF,324,0.172839506173,1,0x6,0x9,0x9,1,1
26,56,2,0x1874FB4440619DBA,0xF,295,0.189830508475,2,NA,0x0,0xC,0,0
26,56,3,0x1874FB4440619DBA,0xF,314,0.178343949045,0,NA,0x0,0x2,0,0
26,56,4,0x1874FB4440619DBA,0xF,304,0.184210526316,0,NA,0x0,0x5,0,0
26,56,5,0x1874FB4440619DBA,0xF,308,0.181818181818,0,NA,0x0,0xF,0,0
26,56,6,0x1874FB4440619DBA,0xF,424,0.132075471698,0,NA,0x0,0xA,0,0
26,56,7,0x1874FB4440619DBA,0xF,414,0.135265700483,0,NA,0x0,0x6,0,0
26,64,0,0x1874FB4440619DBA,0xF,489,0.130879345603,1,0xD,0x2,0x2,1,1
26,64,1,0x1874FB4440619DBA,0xF,353,0.181303116147,1,0x6,0x9,0x9,1,1
26,64,2,0x1874FB4440619DBA,0xF,354,0.180790960452,2,NA,0x0,0xC,0,0
26,64,3,0x1874FB4440619DBA,0xF,334,0.191616766467,0,NA,0x0,0x2,0,0
26,64,4,0x1874FB4440619DBA,0xF,333,0.192192192192,0,NA,0x0,0x5,0,0
26,64,5,0x1874FB4440619DBA,0xF,352,0.181818181818,0,NA,0x0,0xF,0,0
26,64,6,0x1874FB4440619DBA,0xF,459,0.139433551198,0,NA,0x0,0xA,0,0
26,64,7,0x1874FB4440619DBA,0xF,464,0.137931034483,0,NA,0x0,0x6,0,0
26,72,0,0x1874FB4440619DBA,0xF,536,0.134328358209,1,0xD,0x2,0x2,1,1
26,72,1,0x1874FB4440619DBA,0xF,392,0.183673469388,1,0x6,0x9,0x9,1,1
26,72,2,0x1874FB4440619DBA,0xF,377,0.190981432361,1,0x3,0xC,0xC,1,1
26,72,3,0x1874FB4440619DBA,0xF,382,0.188481675393,1,0xD,0x2,0x2,1,1
26,72,4,0x1874FB4440619DBA,0xF,408,0.176470588235,1,0xA,0x5,0x5,1,1
26,72,5,0x1874FB4440619DBA,0xF,417,0.172661870504,1,0x0,0xF,0xF,1,1
26,72,6,0x1874FB4440619DBA,0xF,505,0.142574257426,1,0x5,0xA,0xA,1,1
26,72,7,0x1874FB4440619DBA,0xF,509,0.141453831041,1,0x9,0x6,0x6,1,1
26,80,0,0x1874FB4440619DBA,0xF,591,0.135363790186,1,0xD,0x2,0x2,1,1
26,80,1,0x1874FB4440619DBA,0xF,427,0.187353629977,1,0x6,0x9,0x9,1,1
26,80,2,0x1874FB4440619DBA,0xF,412,0.194174757282,1,0x3,0xC,0xC,1,1
26,80,3,0x1874FB4440619DBA,0xF,428,0.186915887850,1,0xD,0x2,0x2,1,1
26,80,4,0x1874FB4440619DBA,0xF,460,0.173913043478,1,0xA,0x5,0x5,1,1
26,80,5,0x1874FB4440619DBA,0xF,475,0.168421052632,1,0x0,0xF,0xF,1,1
26,80,6,0x1874FB4440619DBA,0xF,531,0.150659133710,1,0x5,0xA,0xA,1,1
26,80,7,0x1874FB4440619DBA,0xF,557,0.143626570916,1,0x9,0x6,0x6,1,1
26,96,0,0x1874FB4440619DBA,0xF,702,0.136752136752,1,0xD,0x2,0x2,1,1
26,96,1,0x1874FB4440619DBA,0xF,523,0.183556405354,1,0x6,0x9,0x9,1,1
26,96,2,0x1874FB4440619DBA,0xF,499,0.192384769539,1,0x3,0xC,0xC,1,1
26,96,3,0x1874FB4440619DBA,0xF,508,0.188976377953,1,0xD,0x2,0x2,1,1
26,96,4,0x1874FB4440619DBA,0xF,563,0.170515097691,1,0xA,0x5,0x5,1,1
26,96,5,0x1874FB4440619DBA,0xF,605,0.158677685950,1,0x0,0xF,0xF,1,1
26,96,6,0x1874FB4440619DBA,0xF,652,0.147239263804,1,0x5,0xA,0xA,1,1
26,96,7,0x1874FB4440619DBA,0xF,628,0.152866242038,1,0x9,0x6,0x6,1,1
26,112,0,0x1874FB4440619DBA,0xF,817,0.137086903305,1,0xD,0x2,0x2,1,1
26,112,1,0x1874FB4440619DBA,0xF,675,0.165925925926,1,0x6,0x9,0x9,1,1
26,112,2,0x1874FB4440619DBA,0xF,591,0.189509306261,1,0x3,0xC,0xC,1,1
26,112,3,0x1874FB4440619DBA,0xF,600,0.186666666667,1,0xD,0x2,0x2,1,1
26,112,4,0x1874FB4440619DBA,0xF,692,0.161849710983,1,0xA,0x5,0x5,1,1
26,112,5,0x1874FB4440619DBA,0xF,684,0.163742690058,1,0x0,0xF,0xF,1,1
26,112,6,0x1874FB4440619DBA,0xF,767,0.146023468057,1,0x5,0xA,0xA,1,1
26,112,7,0x1874FB4440619DBA,0xF,714,0.156862745098,1,0x9,0x6,0x6,1,1
26,128,0,0x1874FB4440619DBA,0xF,956,0.133891213389,1,0xD,0x2,0x2,1,1
26,128,1,0x1874FB4440619DBA,0xF,759,0.168642951252,1,0x6,0x9,0x9,1,1
26,128,2,0x1874FB4440619DBA,0xF,704,0.181818181818,1,0x3,0xC,0xC,1,1
26,128,3,0x1874FB4440619DBA,0xF,698,0.183381088825,1,0xD,0x2,0x2,1,1
26,128,4,0x1874FB4440619DBA,0xF,752,0.170212765957,1,0xA,0x5,0x5,1,1
26,128,5,0x1874FB4440619DBA,0xF,758,0.168865435356,1,0x0,0xF,0xF,1,1
26,128,6,0x1874FB4440619DBA,0xF,881,0.145289443814,1,0x5,0xA,0xA,1,1
26,128,7,0x1874FB4440619DBA,0xF,826,0.154963680387,1,0x9,0x6,0x6,1,1
26,160,0,0x1874FB4440619DBA,0xF,1181,0.135478408129,1,0xD,0x2,0x2,1,1
26,160,1,0x1874FB4440619DBA,0xF,949,0.168598524763,1,0x6,0x9,0x9,1,1
26,160,2,0x1874FB4440619DBA,0xF,871,0.183696900115,1,0x3,0xC,0xC,1,1
26,160,3,0x1874FB4440619DBA,0xF,907,0.176405733186,1,0xD,0x2,0x2,1,1
26,160,4,0x1874FB4440619DBA,0xF,940,0.170212765957,1,0xA,0x5,0x5,1,1
26,160,5,0x1874FB4440619DBA,0xF,921,0.173724212812,1,0x0,0xF,0xF,1,1
26,160,6,0x1874FB4440619DBA,0xF,1074,0.148975791434,1,0x5,0xA,0xA,1,1
26,160,7,0x1874FB4440619DBA,0xF,1010,0.158415841584,1,0x9,0x6,0x6,1,1
26,192,0,0x1874FB4440619DBA,0xF,1402,0.136947218260,1,0xD,0x2,0x2,1,1
26,192,1,0x1874FB4440619DBA,0xF,1102,0.174228675136,1,0x6,0x9,0x9,1,1
26,192,2,0x1874FB4440619DBA,0xF,1145,0.167685589520,1,0x3,0xC,0xC,1,1
26,192,3,0x1874FB4440619DBA,0xF,1132,0.169611307420,1,0xD,0x2,0x2,1,1
26,192,4,0x1874FB4440619DBA,0xF,1121,0.171275646744,1,0xA,0x5,0x5,1,1
26,192,5,0x1874FB4440619DBA,0xF,1172,0.163822525597,1,0x0,0xF,0xF,1,1
26,192,6,0x1874FB4440619DBA,0xF,1317,0.145785876993,1,0x5,0xA,0xA,1,1
26,192,7,0x1874FB4440619DBA,0xF,1243,0.154465004023,1,0x9,0x6,0x6,1,1
26,256,0,0x1874FB4440619DBA,0xF,1888,0.135593220339,1,0xD,0x2,0x2,1,1
26,256,1,0x1874FB4440619DBA,0xF,1518,0.168642951252,1,0x6,0x9,0x9,1,1
26,256,2,0x1874FB4440619DBA,0xF,1565,0.163578274760,1,0x3,0xC,0xC,1,1
26,256,3,0x1874FB4440619DBA,0xF,1503,0.170326014637,1,0xD,0x2,0x2,1,1
26,256,4,0x1874FB4440619DBA,0xF,1470,0.174149659864,1,0xA,0x5,0x5,1,1
26,256,5,0x1874FB4440619DBA,0xF,1529,0.167429692610,1,0x0,0xF,0xF,1,1
26,256,6,0x1874FB4440619DBA,0xF,1660,0.154216867470,1,0x5,0xA,0xA,1,1
26,256,7,0x1874FB4440619DBA,0xF,1622,0.157829839704,1,0x9,0x6,0x6,1,1
27,16,0,0xC41C2D8763A37AF7,0x5,106,0.150943396226,8,NA,0x0,0xE,0,0
27,16,1,0xC41C2D8763A37AF7,0x5,96,0.166666666667,0,NA,0x0,0x2,0,0
27,16,2,0xC41C2D8763A37AF7,0x5,89,0.179775280899,0,NA,0x0,0xC,0,0
27,16,3,0xC41C2D8763A37AF7,0x5,100,0.160000000000,0,NA,0x0,0x2,0,0
27,16,4,0xC41C2D8763A37AF7,0x5,132,0.121212121212,0,NA,0x0,0x1,0,0
27,16,5,0xC41C2D8763A37AF7,0x5,89,0.179775280899,0,NA,0x0,0xB,0,0
27,16,6,0xC41C2D8763A37AF7,0x5,117,0.136752136752,0,NA,0x0,0xB,0,0
27,16,7,0xC41C2D8763A37AF7,0x5,129,0.124031007752,0,NA,0x0,0x4,0,0
27,24,0,0xC41C2D8763A37AF7,0x5,143,0.167832167832,5,NA,0x0,0xE,0,0
27,24,1,0xC41C2D8763A37AF7,0x5,135,0.177777777778,0,NA,0x0,0x2,0,0
27,24,2,0xC41C2D8763A37AF7,0x5,147,0.163265306122,0,NA,0x0,0xC,0,0
27,24,3,0xC41C2D8763A37AF7,0x5,172,0.139534883721,0,NA,0x0,0x2,0,0
27,24,4,0xC41C2D8763A37AF7,0x5,149,0.161073825503,0,NA,0x0,0x1,0,0
27,24,5,0xC41C2D8763A37AF7,0x5,128,0.187500000000,0,NA,0x0,0xB,0,0
