trial,samples,master_seed,trial_seed,key,secret_sbox,secret_delta,actual_sk28,actual_active_key,expected_public_missing,total_queries,empirical_rate,theoretical_rate,global_missing_count,detected_sbox,detected_missing,localization_success,filter_executed,tested_candidates,candidate_sample_evaluations,surviving_candidates,actual_candidate_present,recovered_active_bits,consensus_correct,delta_recovered,recovered_delta,delta_success,target_outcome_success,estimated_filter_cpu_seconds
11,96,0x5343454E45525932,0xBFFF1F7D580EA010,70ACA48331126C0AAD82,2,0xA,0x60A402C3,0x9302C,0x8,470,0.204255319149,0.164132936375,1,2,0x8,1,1,1048576,55052348,29144,1,0,1,0,NA,0,0,0.064283
11,128,0x5343454E45525932,0xBFFF1F7D580EA010,70ACA48331126C0AAD82,2,0xA,0x60A402C3,0x9302C,0x8,655,0.195419847328,0.164132936375,1,2,0x8,1,1,1048576,55437712,3520,1,0,1,0,NA,0,0,0.064733
11,160,0x5343454E45525932,0xBFFF1F7D580EA010,70ACA48331126C0AAD82,2,0xA,0x60A402C3,0x9302C,0x8,873,0.183276059565,0.164132936375,1,2,0x8,1,1,1048576,55485640,368,1,0,1,0,NA,0,0,0.064789
11,192,0x5343454E45525932,0xBFFF1F7D580EA010,70ACA48331126C0AAD82,2,0xA,0x60A402C3,0x9302C,0x8,1086,0.176795580110,0.164132936375,1,2,0x8,1,1,1048576,55490224,52,1,0,1,0,NA,0,0,0.064794
11,256,0x5343454E45525932,0xBFFF1F7D580EA010,70ACA48331126C0AAD82,2,0xA,0x60A402C3,0x9302C,0x8,1527,0.167648984938,0.164132936375,1,2,0x8,1,1,1048576,55490968,4,1,18,1,1,0xA,1,1,0.064795
11,320,0x5343454E45525932,0xBFFF1F7D580EA010,70ACA48331126C0AAD82,2,0xA,0x60A402C3,0x9302C,0x8,2055,0.155717761557,0.164132936375,1,2,0x8,1,1,1048576,55491224,4,1,18,1,1,0xA,1,1,0.064795
11,384,0x5343454E45525932,0xBFFF1F7D580EA010,70ACA48331126C0AAD82,2,0xA,0x60A402C3,0x9302C,0x8,2437,0.157570783751,0.164132936375,1,2,0x8,1,1,1048576,55491480,4,1,18,1,1,0xA,1,1,0.064795
11,512,0x5343454E45525932,0xBFFF1F7D580EA010,70ACA48331126C0AAD82,2,0xA,0x60A402C3,0x9302C,0x8,3182,0.160905091138,0.164132936375,1,2,0x8,1,1,1048576,55491992,4,1,18,1,1,0xA,1,1,0.064796
12,64,0x5343454E45525932,0x9636B29F21608C75,4820A99C78473847FC49,6,0x1,0x3E485B19,0x15C61,0x7,404,0.158415841584,0.164132936375,2,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0.000000
12,96,0x5343454E45525932,0x9636B29F21608C75,4820A99C78473847FC49,6,0x1,0x3E485B19,0x15C61,0x7,568,0.169014084507,0.164132936375,2,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0.000000
12,128,0x5343454E45525932,0x9636B29F21608C75,4820A99C78473847FC49,6,0x1,0x3E485B19,0x15C61,0x7,759,0.168642951252,0.164132936375,2,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0.000000
12,160,0x5343454E45525932,0x9636B29F21608C75,4820A99C78473847FC49,6,0x1,0x3E485B19,0x15C61,0x7,908,0.176211453744,0.164132936375,1,6,0x7,1,1,1048576,57274044,520,1,0,1,0,NA,0,0,0.066745
12,192,0x5343454E45525932,0x9636B29F21608C75,4820A99C78473847FC49,6,0x1,0x3E485B19,0x15C61,0x7,1130,0.169911504425,0.164132936375,1,6,0x7,1,1,1048576,57282780,112,1,0,1,0,NA,0,0,0.066755
12,256,0x5343454E45525932,0x9636B29F21608C75,4820A99C78473847FC49,6,0x1,0x3E485B19,0x15C61,0x7,1539,0.166341780377,0.164132936375,1,6,0x7,1,1,1048576,57284968,4,1,18,1,1,0x1,1,1,0.066758
12,320,0x5343454E45525932,0x9636B29F21608C75,4820A99C78473847FC49,6,0x1,0x3E485B19,0x15C61,0x7,1959,0.163348647269,0.164132936375,1,6,0x7,1,1,1048576,57285224,4,1,18,1,1,0x1,1,1,0.066758
12,384,0x5343454E45525932,0x9636B29F21608C75,4820A99C78473847FC49,6,0x1,0x3E485B19,0x15C61,0x7,2359,0.162780839339,0.164132936375,1,6,0x7,1,1,1048576,57285480,4,1,18,1,1,0x1,1,1,0.066758
12,512,0x5343454E45525932,0x9636B29F21608C75,4820A99C78473847FC49,6,0x1,0x3E485B19,0x15C61,0x7,3152,0.162436548223,0.164132936375,1,6,0x7,1,1,1048576,57285992,4,1,18,1,1,0x1,1,1,0.066759
13,64,0x5343454E45525932,0xED551B9FD32FAA8F,F14A50EBF83530359B6E,7,0x1,0xB4C29666,0x0DE7A,0x6,476,0.134453781513,0.164132936375,6,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0.000000
13,96,0x5343454E45525932,0xED551B9FD32FAA8F,F14A50EBF83530359B6E,7,0x1,0xB4C29666,0x0DE7A,0x6,672,0.142857142857,0.164132936375,1,7,0x6,1,1,1048576,57306236,37564,1,0,1,0,NA,0,0,0.066393
13,128,0x5343454E45525932,0xED551B9FD32FAA8F,F14A50EBF83530359B6E,7,0x1,0xB4C29666,0x0DE7A,0x6,862,0.148491879350,0.164132936375,1,7,0x6,1,1,1048576,57831016,5028,1,0,1,0,NA,0,0,0.067001
13,160,0x5343454E45525932,0xED551B9FD32FAA8F,F14A50EBF83530359B6E,7,0x1,0xB4C29666,0x0DE7A,0x6,1118,0.143112701252,0.164132936375,1,7,0x6,1,1,1048576,57899788,652,1,0,1,0,NA,0,0,0.067081
13,192,0x5343454E45525932,0xED551B9FD32FAA8F,F14A50EBF83530359B6E,7,0x1,0xB4C29666,0x0DE7A,0x6,1327,0.144687264506,0.164132936375,1,7,0x6,1,1,1048576,57908556,76,1,0,1,0,NA,0,0,0.067091
13,256,0x5343454E45525932,0xED551B9FD32FAA8F,F14A50EBF83530359B6E,7,0x1,0xB4C29666,0x0DE7A,0x6,1615,0.158513931889,0.164132936375,1,7,0x6,1,1,1048576,57910260,4,1,18,1,1,0x1,1,1,0.067093
13,320,0x5343454E45525932,0xED551B9FD32FAA8F,F14A50EBF83530359B6E,7,0x1,0xB4C29666,0x0DE7A,0x6,1907,0.167802831673,0.164132936375,1,7,0x6,1,1,1048576,57910516,4,1,18,1,1,0x1,1,1,0.067093
13,384,0x5343454E45525932,0xED551B9FD32FAA8F,F14A50EBF83530359B6E,7,0x1,0xB4C29666,0x0DE7A,0x6,2291,0.167612396333,0.164132936375,1,7,0x6,1,1,1048576,57910772,4,1,18,1,1,0x1,1,1,0.067093
13,512,0x5343454E45525932,0xED551B9FD32FAA8F,F14A50EBF83530359B6E,7,0x1,0xB4C29666,0x0DE7A,0x6,3143,0.162901686287,0.164132936375,1,7,0x6,1,1,1048576,57911284,4,1,18,1,1,0x1,1,1,0.067094
14,64,0x5343454E45525932,0x6989EFF14FFA5150,A8D27BBEE075C313182A,5,0x5,0x1B4F69BB,0xBF8C9,0x9,381,0.167979002625,0.164132936375,4,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0.000000
14,96,0x5343454E45525932,0x6989EFF14FFA5150,A8D27BBEE075C313182A,5,0x5,0x1B4F69BB,0xBF8C9,0x9,625,0.153600000000,0.164132936375,1,5,0x9,1,1,1048576,54873000,26968,1,0,1,0,NA,0,0,0.063181
14,128,0x5343454E45525932,0x6989EFF14FFA5150,A8D27BBEE075C313182A,5,0x5,0x1B4F69BB,0xBF8C9,0x9,806,0.158808933002,0.164132936375,1,5,0x9,1,1,1048576,55271256,4244,1,0,1,0,NA,0,0,0.063639
14,160,0x5343454E45525932,0x6989EFF14FFA5150,A8D27BBEE075C313182A,5,0x5,0x1B4F69BB,0xBF8C9,0x9,1036,0.154440154440,0.164132936375,1,5,0x9,1,1,1048576,55338280,808,1,0,1,0,NA,0,0,0.063716
14,192,0x5343454E45525932,0x6989EFF14FFA5150,A8D27BBEE075C313182A,5,0x5,0x1B4F69BB,0xBF8C9,0x9,1226,0.156606851550,0.164132936375,1,5,0x9,1,1,1048576,55351464,156,1,0,1,0,NA,0,0,0.063732
14,256,0x5343454E45525932,0x6989EFF14FFA5150,A8D27BBEE075C313182A,5,0x5,0x1B4F69BB,0xBF8C9,0x9,1608,0.159203980100,0.164132936375,1,5,0x9,1,1,1048576,55354228,4,1,18,1,1,0x5,1,1,0.063735
14,320,0x5343454E45525932,0x6989EFF14FFA5150,A8D27BBEE075C313182A,5,0x5,0x1B4F69BB,0xBF8C9,0x9,2035,0.157248157248,0.164132936375,1,5,0x9,1,1,1048576,55354484,4,1,18,1,1,0x5,1,1,0.063735
14,384,0x5343454E45525932,0x6989EFF14FFA5150,A8D27BBEE075C313182A,5,0x5,0x1B4F69BB,0xBF8C9,0x9,2585,0.148549323017,0.164132936375,1,5,0x9,1,1,1048576,55354740,4,1,18,1,1,0x5,1,1,0.063735
14,512,0x5343454E45525932,0x6989EFF14FFA5150,A8D27BBEE075C313182A,5,0x5,0x1B4F69BB,0xBF8C9,0x9,3258,0.157151626765,0.164132936375,1,5,0x9,1,1,1048576,55355252,4,1,18,1,1,0x5,1,1,0.063736
15,64,0x5343454E45525932,0x6C5464CD80FDF835,74F6FF9604DB02906E8C,2,0x4,0x0C12DDC6,0xC06DA,0x9,405,0.158024691358,0.164132936375,4,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0.000000
15,96,0x5343454E45525932,0x6C5464CD80FDF835,74F6FF9604DB02906E8C,2,0x4,0x0C12DDC6,0xC06DA,0x9,553,0.173598553345,0.164132936375,2,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0.000000
15,128,0x5343454E45525932,0x6C5464CD80FDF835,74F6FF9604DB02906E8C,2,0x4,0x0C12DDC6,0xC06DA,0x9,730,0.175342465753,0.164132936375,1,2,0x9,1,1,1048576,57315032,5468,1,0,1,0,NA,0,0,0.066106
15,160,0x5343454E45525932,0x6C5464CD80FDF835,74F6FF9604DB02906E8C,2,0x4,0x0C12DDC6,0xC06DA,0x9,910,0.175824175824,0.164132936375,1,2,0x9,1,1,1048576,57390972,548,1,0,1,0,NA,0,0,0.066194
15,192,0x5343454E45525932,0x6C5464CD80FDF835,74F6FF9604DB02906E8C,2,0x4,0x0C12DDC6,0xC06DA,0x9,1063,0.180620884290,0.164132936375,1,2,0x9,1,1,1048576,57399528,80,1,0,1,0,NA,0,0,0.066204
15,256,0x5343454E45525932,0x6C5464CD80FDF835,74F6FF9604DB02906E8C,2,0x4,0x0C12DDC6,0xC06DA,0x9,1429,0.179146256123,0.164132936375,1,2,0x9,1,1,1048576,57400516,4,1,18,1,1,0x4,1,1,0.066205
15,320,0x5343454E45525932,0x6C5464CD80FDF835,74F6FF9604DB02906E8C,2,0x4,0x0C12DDC6,0xC06DA,0x9,1860,0.172043010753,0.164132936375,1,2,0x9,1,1,1048576,57400772,4,1,18,1,1,0x4,1,1,0.066205
15,384,0x5343454E45525932,0x6C5464CD80FDF835,74F6FF9604DB02906E8C,2,0x4,0x0C12DDC6,0xC06DA,0x9,2217,0.173207036536,0.164132936375,1,2,0x9,1,1,1048576,57401028,4,1,18,1,1,0x4,1,1,0.066205
15,512,0x5343454E45525932,0x6C5464CD80FDF835,74F6FF9604DB02906E8C,2,0x4,0x0C12DDC6,0xC06DA,0x9,2991,0.171180207289,0.164132936375,1,2,0x9,1,1,1048576,57401540,4,1,18,1,1,0x4,1,1,0.066206
16,64,0x5343454E45525932,0xFF51FF93E8E54398,3EB8ED8E076FE2B671D8,0,0x5,0x26607C9D,0xCCD88,0xD,443,0.144469525959,0.164132936375,6,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0.000000
16,96,0x5343454E45525932,0xFF51FF93E8E54398,3EB8ED8E076FE2B671D8,0,0x5,0x26607C9D,0xCCD88,0xD,652,0.147239263804,0.164132936375,1,0,0xD,1,1,1048576,57691208,39880,1,0,1,0,NA,0,0,0.068146
16,128,0x5343454E45525932,0xFF51FF93E8E54398,3EB8ED8E076FE2B671D8,0,0x5,0x26607C9D,0xCCD88,0xD,850,0.150588235294,0.164132936375,1,0,0xD,1,1,1048576,58255768,4768,1,0,1,0,NA,0,0,0.068813
16,160,0x5343454E45525932,0xFF51FF93E8E54398,3EB8ED8E076FE2B671D8,0,0x5,0x26607C9D,0xCCD88,0xD,1026,0.155945419103,0.164132936375,1,0,0xD,1,1,1048576,58319640,704,1,0,1,0,NA,0,0,0.068888
16,192,0x5343454E45525932,0xFF51FF93E8E54398,3EB8ED8E076FE2B671D8,0,0x5,0x26607C9D,0xCCD88,0xD,1216,0.157894736842,0.164132936375,1,0,0xD,1,1,1048576,58329492,100,1,0,1,0,NA,0,0,0.068900
16,256,0x5343454E45525932,0xFF51FF93E8E54398,3EB8ED8E076FE2B671D8,0,0x5,0x26607C9D,0xCCD88,0xD,1648,0.155339805825,0.164132936375,1,0,0xD,1,1,1048576,58331260,4,1,18,1,1,0x5,1,1,0.068902
16,320,0x5343454E45525932,0xFF51FF93E8E54398,3EB8ED8E076FE2B671D8,0,0x5,0x26607C9D,0xCCD88,0xD,2002,0.159840159840,0.164132936375,1,0,0xD,1,1,1048576,58331516,4,1,18,1,1,0x5,1,1,0.068902
16,384,0x5343454E45525932,0xFF51FF93E8E54398,3EB8ED8E076FE2B671D8,0,0x5,0x26607C9D,0xCCD88,0xD,2361,0.162642947903,0.164132936375,1,0,0xD,1,1,1048576,58331772,4,1,18,1,1,0x5,1,1,0.068902
16,512,0x5343454E45525932,0xFF51FF93E8E54398,3EB8ED8E076FE2B671D8,0,0x5,0x26607C9D,0xCCD88,0xD,3188,0.160602258469,0.164132936375,1,0,0xD,1,1,1048576,58332284,4,1,18,1,1,0x5,1,1,0.068903
17,64,0x5343454E45525932,0x8A864ACC3741BDAD,6DFCE0D90DA30FD1471D,6,0x1,0x663D3260,0x3529F,0x8,422,0.151658767773,0.164132936375,2,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0.000000
17,96,0x5343454E45525932,0x8A864ACC3741BDAD,6DFCE0D90DA30FD1471D,6,0x1,0x663D3260,0x3529F,0x8,608,0.157894736842,0.164132936375,2,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0.000000
17,128,0x5343454E45525932,0x8A864ACC3741BDAD,6DFCE0D90DA30FD1471D,6,0x1,0x663D3260,0x3529F,0x8,837,0.152927120669,0.164132936375,1,6,0x8,1,1,1048576,59320276,6964,1,0,1,0,NA,0,0,0.071487
17,160,0x5343454E45525932,0x8A864ACC3741BDAD,6DFCE0D90DA30FD1471D,6,0x1,0x663D3260,0x3529F,0x8,977,0.163766632549,0.164132936375,1,6,0x8,1,1,1048576,59412672,632,1,0,1,0,NA,0,0,0.071598
17,192,0x5343454E45525932,0x8A864ACC3741BDAD,6DFCE0D90DA30FD1471D,6,0x1,0x663D3260,0x3529F,0x8,1134,0.169312169312,0.164132936375,1,6,0x8,1,1,1048576,59421420,100,1,0,1,0,NA,0,0,0.071609
17,256,0x5343454E45525932,0x8A864ACC3741BDAD,6DFCE0D90DA30FD1471D,6,0x1,0x663D3260,0x3529F,0x8,1575,0.162539682540,0.164132936375,1,6,0x8,1,1,1048576,59423548,12,1,3,1,0,NA,0,0,0.071611
17,320,0x5343454E45525932,0x8A864ACC3741BDAD,6DFCE0D90DA30FD1471D,6,0x1,0x663D3260,0x3529F,0x8,1980,0.161616161616,0.164132936375,1,6,0x8,1,1,1048576,59424028,4,1,18,1,1,0x1,1,1,0.071612
17,384,0x5343454E45525932,0x8A864ACC3741BDAD,6DFCE0D90DA30FD1471D,6,0x1,0x663D3260,0x3529F,0x8,2335,0.164453961456,0.164132936375,1,6,0x8,1,1,1048576,59424284,4,1,18,1,1,0x1,1,1,0.071612
17,512,0x5343454E45525932,0x8A864ACC3741BDAD,6DFCE0D90DA30FD1471D,6,0x1,0x663D3260,0x3529F,0x8,3155,0.162282091918,0.164132936375,1,6,0x8,1,1,1048576,59424796,4,1,18,1,1,0x1,1,1,0.071613
18,64,0x5343454E45525932,0xC547D0BB5CE7D591,0A14173F6F19947AB5E2,2,0xD,0x24EECE0A,0x6307E,0xA,381,0.167979002625,0.164132936375,3,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0.000000
18,96,0x5343454E45525932,0xC547D0BB5CE7D591,0A14173F6F19947AB5E2,2,0xD,0x24EECE0A,0x6307E,0xA,596,0.161073825503,0.164132936375,1,2,0xA,1,1,1048576,56636204,36972,1,0,1,0,NA,0,0,0.065272
18,128,0x5343454E45525932,0xC547D0BB5CE7D591,0A14173F6F19947AB5E2,2,0xD,0x24EECE0A,0x6307E,0xA,741,0.172739541161,0.164132936375,1,2,0xA,1,1,1048576,57167236,5480,1,0,1,0,NA,0,0,0.065884
18,160,0x5343454E45525932,0xC547D0BB5CE7D591,0A14173F6F19947AB5E2,2,0xD,0x24EECE0A,0x6307E,0xA,956,0.167364016736,0.164132936375,1,2,0xA,1,1,1048576,57241236,592,1,0,1,0,NA,0,0,0.065969
18,192,0x5343454E45525932,0xC547D0BB5CE7D591,0A14173F6F19947AB5E2,2,0xD,0x24EECE0A,0x6307E,0xA,1215,0.158024691358,0.164132936375,1,2,0xA,1,1,1048576,57249560,80,1,0,1,0,NA,0,0,0.065979
18,256,0x5343454E45525932,0xC547D0BB5CE7D591,0A14173F6F19947AB5E2,2,0xD,0x24EECE0A,0x6307E,0xA,1646,0.155528554070,0.164132936375,1,2,0xA,1,1,1048576,57251360,4,1,18,1,1,0xD,1,1,0.065981
18,320,0x5343454E45525932,0xC547D0BB5CE7D591,0A14173F6F19947AB5E2,2,0xD,0x24EECE0A,0x6307E,0xA,2059,0.155415250121,0.164132936375,1,2,0xA,1,1,1048576,57251616,4,1,18,1,1,0xD,1,1,0.065981
18,384,0x5343454E45525932,0xC547D0BB5CE7D591,0A14173F6F19947AB5E2,2,0xD,0x24EECE0A,0x6307E,0xA,2430,0.158024691358,0.164132936375,1,2,0xA,1,1,1048576,57251872,4,1,18,1,1,0xD,1,1,0.065981
18,512,0x5343454E45525932,0xC547D0BB5CE7D591,0A14173F6F19947AB5E2,2,0xD,0x24EECE0A,0x6307E,0xA,3113,0.164471570832,0.164132936375,1,2,0xA,1,1,1048576,57252384,4,1,18,1,1,0xD,1,1,0.065982
19,64,0x5343454E45525932,0x1DA559B6EDF5322A,1F3918012397946A9831,6,0xF,0xF72FF308,0x37757,0xA,367,0.174386920981,0.164132936375,4,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0.000000
19,96,0x5343454E45525932,0x1DA559B6EDF5322A,1F3918012397946A9831,6,0xF,0xF72FF308,0x37757,0xA,616,0.155844155844,0.164132936375,1,6,0xA,1,1,1048576,56546532,29812,1,0,1,0,NA,0,0,0.068675
19,128,0x5343454E45525932,0x1DA559B6EDF5322A,1F3918012397946A9831,6,0xF,0xF72FF308,0x37757,0xA,808,0.158415841584,0.164132936375,1,6,0xA,1,1,1048576,56979648,4296,1,0,1,0,NA,0,0,0.069201
19,160,0x5343454E45525932,0x1DA559B6EDF5322A,1F3918012397946A9831,6,0xF,0xF72FF308,0x37757,0xA,1028,0.155642023346,0.164132936375,1,6,0xA,1,1,1048576,57041448,656,1,0,1,0,NA,0,0,0.069276
19,192,0x5343454E45525932,0x1DA559B6EDF5322A,1F3918012397946A9831,6,0xF,0xF72FF308,0x37757,0xA,1189,0.161480235492,0.164132936375,1,6,0xA,1,1,1048576,57050236,68,1,0,1,0,NA,0,0,0.069287
19,256,0x5343454E45525932,0x1DA559B6EDF5322A,1F3918012397946A9831,6,0xF,0xF72FF308,0x37757,0xA,1567,0.163369495852,0.164132936375,1,6,0xA,1,1,1048576,57051116,4,1,18,1,1,0xF,1,1,0.069288
19,320,0x5343454E45525932,0x1DA559B6EDF5322A,1F3918012397946A9831,6,0xF,0xF72FF308,0x37757,0xA,1944,0.164609053498,0.164132936375,1,6,0xA,1,1,1048576,57051372,4,1,18,1,1,0xF,1,1,0.069288
19,384,0x5343454E45525932,0x1DA559B6EDF5322A,1F3918012397946A9831,6,0xF,0xF72FF308,0x37757,0xA,2354,0.163126593033,0.164132936375,1,6,0xA,1,1,1048576,57051628,4,1,18,1,1,0xF,1,1,0.069288
19,512,0x5343454E45525932,0x1DA559B6EDF5322A,1F3918012397946A9831,6,0xF,0xF72FF308,0x37757,0xA,3178,0.161107614852,0.164132936375,1,6,0xA,1,1,1048576,57052140,4,1,18,1,1,0xF,1,1,0.069289
20,64,0x5343454E45525932,0x905D8E439D3EE698,272DA0D7CDBFA5FAA712,6,0xB,0xA9A6F075,0xA29CF,0x7,375,0.170666666667,0.164132936375,6,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0.000000
20,96,0x5343454E45525932,0x905D8E439D3EE698,272DA0D7CDBFA5FAA712,6,0xB,0xA9A6F075,0xA29CF,0x7,562,0.170818505338,0.164132936375,2,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0.000000
20,128,0x5343454E45525932,0x905D8E439D3EE698,272DA0D7CDBFA5FAA712,6,0xB,0xA9A6F075,0xA29CF,0x7,761,0.168199737188,0.164132936375,1,6,0x7,1,1,1048576,57588492,5024,1,0,1,0,NA,0,0,0.065707
20,160,0x5343454E45525932,0x905D8E439D3EE698,272DA0D7CDBFA5FAA712,6,0xB,0xA9A6F075,0xA29CF,0x7,940,0.170212765957,0.164132936375,1,6,0x7,1,1,1048576,57655744,560,1,0,1,0,NA,0,0,0.065784
20,192,0x5343454E45525932,0x905D8E439D3EE698,272DA0D7CDBFA5FAA712,6,0xB,0xA9A6F075,0xA29CF,0x7,1191,0.161209068010,0.164132936375,1,6,0x7,1,1,1048576,57663304,60,1,0,1,0,NA,0,0,0.065792
20,256,0x5343454E45525932,0x905D8E439D3EE698,272DA0D7CDBFA5FAA712,6,0xB,0xA9A6F075,0xA29CF,0x7,1601,0.159900062461,0.164132936375,1,6,0x7,1,1,1048576,57664704,4,1,18,1,1,0xB,1,1,0.065794
20,320,0x5343454E45525932,0x905D8E439D3EE698,272DA0D7CDBFA5FAA712,6,0xB,0xA9A6F075,0xA29CF,0x7,1978,0.161779575329,0.164132936375,1,6,0x7,1,1,1048576,57664960,4,1,18,1,1,0xB,1,1,0.065794
20,384,0x5343454E45525932,0x905D8E439D3EE698,272DA0D7CDBFA5FAA712,6,0xB,0xA9A6F075,0xA29CF,0x7,2456,0.156351791531,0.164132936375,1,6,0x7,1,1,1048576,57665216,4,1,18,1,1,0xB,1,1,0.065794
20,512,0x5343454E45525932,0x905D8E439D3EE698,272DA0D7CDBFA5FAA712,6,0xB,0xA9A6F075,0xA29CF,0x7,3407,0.150278837687,0.164132936375,1,6,0x7,1,1,1048576,57665728,4,1,18,1,1,0xB,1,1,0.065795
21,64,0x5343454E45525932,0xD74E107F99B5826F,80A98B246B55201D4056,3,0x9,0xCCC2383F,0x33CD9,0x4,376,0.170212765957,0.164132936375,3,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0.000000
21,96,0x5343454E45525932,0xD74E107F99B5826F,80A98B246B55201D4056,3,0x9,0xCCC2383F,0x33CD9,0x4,610,0.157377049180,0.164132936375,1,3,0x4,1,1,1048576,55881932,32308,1,0,1,0,NA,0,0,0.066694
21,128,0x5343454E45525932,0xD74E107F99B5826F,80A98B246B55201D4056,3,0x9,0xCCC2383F,0x33CD9,0x4,792,0.161616161616,0.164132936375,1,3,0x4,1,1,1048576,56318928,4124,1,0,1,0,NA,0,0,0.067216
21,160,0x5343454E45525932,0xD74E107F99B5826F,80A98B246B55201D4056,3,0x9,0xCCC2383F,0x33CD9,0x4,977,0.163766632549,0.164132936375,1,3,0x4,1,1,1048576,56380924,696,1,0,1,0,NA,0,0,0.067290
21,192,0x5343454E45525932,0xD74E107F99B5826F,80A98B246B55201D4056,3,0x9,0xCCC2383F,0x33CD9,0x4,1195,0.160669456067,0.164132936375,1,3,0x4,1,1,1048576,56391844,80,1,0,1,0,NA,0,0,0.067303
21,256,0x5343454E45525932,0xD74E107F99B5826F,80A98B246B55201D4056,3,0x9,0xCCC2383F,0x33CD9,0x4,1640,0.156097560976,0.164132936375,1,3,0x4,1,1,1048576,56393428,4,1,18,1,1,0x9,1,1,0.067305
21,320,0x5343454E45525932,0xD74E107F99B5826F,80A98B246B55201D4056,3,0x9,0xCCC2383F,0x33CD9,0x4,1998,0.160160160160,0.164132936375,1,3,0x4,1,1,1048576,56393684,4,1,18,1,1,0x9,1,1,0.067305
21,384,0x5343454E45525932,0xD74E107F99B5826F,80A98B246B55201D4056,3,0x9,0xCCC2383F,0x33CD9,0x4,2514,0.152744630072,0.164132936375,1,3,0x4,1,1,1048576,56393940,4,1,18,1,1,0x9,1,1,0.067305
21,512,0x5343454E45525932,0xD74E107F99B5826F,80A98B246B55201D4056,3,0x9,0xCCC2383F,0x33CD9,0x4,3217,0.159154491763,0.164132936375,1,3,0x4,1,1,1048576,56394452,4,1,18,1,1,0x9,1,1,0.067306
22,64,0x5343454E45525932,0x0CB70ED9709F9D58,A6C8FE73D692B1867FDE,6,0xB,0x493187D3,0x4CF92,0x2,403,0.158808933002,0.164132936375,4,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0.000000
22,96,0x5343454E45525932,0x0CB70ED9709F9D58,A6C8FE73D692B1867FDE,6,0xB,0x493187D3,0x4CF92,0x2,557,0.172351885099,0.164132936375,1,6,0x2,1,1,1048576,57194440,37380,1,0,1,0,NA,0,0,0.066215
22,128,0x5343454E45525932,0x0CB70ED9709F9D58,A6C8FE73D692B1867FDE,6,0xB,0x493187D3,0x4CF92,0x2,788,0.162436548223,0.164132936375,1,6,0x2,1,1,1048576,57716064,5504,1,0,1,0,NA,0,0,0.066819
22,160,0x5343454E45525932,0x0CB70ED9709F9D58,A6C8FE73D692B1867FDE,6,0xB,0x493187D3,0x4CF92,0x2,951,0.168243953733,0.164132936375,1,6,0x2,1,1,1048576,57785856,528,1,0,1,0,NA,0,0,0.066900
22,192,0x5343454E45525932,0x0CB70ED9709F9D58,A6C8FE73D692B1867FDE,6,0xB,0x493187D3,0x4CF92,0x2,1133,0.169461606355,0.164132936375,1,6,0x2,1,1,1048576,57793220,72,1,0,1,0,NA,0,0,0.066909
22,256,0x5343454E45525932,0x0CB70ED9709F9D58,A6C8FE73D692B1867FDE,6,0xB,0x493187D3,0x4CF92,0x2,1560,0.164102564103,0.164132936375,1,6,0x2,1,1,1048576,57794192,4,1,18,1,1,0xB,1,1,0.066910
22,320,0x5343454E45525932,0x0CB70ED9709F9D58,A6C8FE73D692B1867FDE,6,0xB,0x493187D3,0x4CF92,0x2,1973,0.162189559047,0.164132936375,1,6,0x2,1,1,1048576,57794448,4,1,18,1,1,0xB,1,1,0.066910
22,384,0x5343454E45525932,0x0CB70ED9709F9D58,A6C8FE73D692B1867FDE,6,0xB,0x493187D3,0x4CF92,0x2,2432,0.157894736842,0.164132936375,1,6,0x2,1,1,1048576,57794704,4,1,18,1,1,0xB,1,1,0.066910
22,512,0x5343454E45525932,0x0CB70ED9709F9D58,A6C8FE73D692B1867FDE,6,0xB,0x493187D3,0x4CF92,0x2,3123,0.163944924752,0.164132936375,1,6,0x2,1,1,1048576,57795216,4,1,18,1,1,0xB,1,1,0.066911
23,64,0x5343454E45525932,0x886B10B0F559647D,14528624F1C9C0CA4BE5,7,0xF,0x0118AEBA,0xE4CC0,0x3,367,0.174386920981,0.164132936375,4,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0.000000
23,96,0x5343454E45525932,0x886B10B0F559647D,14528624F1C9C0CA4BE5,7,0xF,0x0118AEBA,0xE4CC0,0x3,626,0.153354632588,0.164132936375,1,7,0x3,1,1,1048576,56768516,41720,1,0,1,0,NA,0,0,0.063864
