target_sbox,value,count,is_missing
3,0,300,0
3,1,265,0
3,2,276,0
3,3,275,0
3,4,255,0
3,5,278,0
3,6,256,0
3,7,283,0
3,8,273,0
3,9,0,1
3,10,287,0
3,11,283,0
3,12,257,0
3,13,279,0
3,14,282,0
3,15,247,0
