trial,samples_per_sbox,sbox,trial_seed,known_delta,minimum_value,minimum_count,second_minimum_count,minimum_gap,minimum_multiplicity,recovered_word,actual_word,unique_minimum,word_success,internal_ineffective,internal_infected,empirical_ineffective_rate
14,32768,7,0x9ABD3208692B72A2,0x0,0xB,1745,2009,264,1,0xB,0xB,1,1,5418,27350,0.165344238281
15,512,0,0x68A5566951D4B8E9,0x6,0xE,21,24,3,1,0x8,0x1,1,0,96,416,0.187500000000
15,512,1,0x68A5566951D4B8E9,0x6,0xE,20,29,9,2,0x0,0x7,0,0,92,420,0.179687500000
15,512,2,0x68A5566951D4B8E9,0x6,0xC,22,23,1,1,0xA,0x3,1,0,93,419,0.181640625000
15,512,3,0x68A5566951D4B8E9,0x6,0x2,24,26,2,2,0x0,0xC,0,0,84,428,0.164062500000
15,512,4,0x68A5566951D4B8E9,0x6,0xE,20,21,1,1,0x8,0xF,1,0,78,434,0.152343750000
15,512,5,0x68A5566951D4B8E9,0x6,0xF,21,24,3,1,0x9,0x1,1,0,75,437,0.146484375000
15,512,6,0x68A5566951D4B8E9,0x6,0x3,23,25,2,1,0x5,0xB,1,0,111,401,0.216796875000
15,512,7,0x68A5566951D4B8E9,0x6,0x1,18,27,9,1,0x7,0xE,1,0,73,439,0.142578125000
15,1024,0,0x68A5566951D4B8E9,0x6,0x7,47,56,9,1,0x1,0x1,1,1,200,824,0.195312500000
15,1024,1,0x68A5566951D4B8E9,0x6,0xF,49,52,3,1,0x9,0x7,1,0,174,850,0.169921875000
15,1024,2,0x68A5566951D4B8E9,0x6,0x5,43,56,13,1,0x3,0x3,1,1,186,838,0.181640625000
15,1024,3,0x68A5566951D4B8E9,0x6,0x5,45,55,10,1,0x3,0xC,1,0,174,850,0.169921875000
15,1024,4,0x68A5566951D4B8E9,0x6,0xE,50,53,3,1,0x8,0xF,1,0,161,863,0.157226562500
15,1024,5,0x68A5566951D4B8E9,0x6,0xF,51,53,2,1,0x9,0x1,1,0,167,857,0.163085937500
15,1024,6,0x68A5566951D4B8E9,0x6,0xD,44,55,11,1,0xB,0xB,1,1,184,840,0.179687500000
15,1024,7,0x68A5566951D4B8E9,0x6,0x1,47,52,5,1,0x7,0xE,1,0,151,873,0.147460937500
15,1536,0,0x68A5566951D4B8E9,0x6,0xE,75,78,3,1,0x8,0x1,1,0,267,1269,0.173828125000
15,1536,1,0x68A5566951D4B8E9,0x6,0x1,66,79,13,1,0x7,0x7,1,1,257,1279,0.167317708333
15,1536,2,0x68A5566951D4B8E9,0x6,0x5,73,83,10,1,0x3,0x3,1,1,275,1261,0.179036458333
15,1536,3,0x68A5566951D4B8E9,0x6,0x7,79,82,3,1,0x1,0xC,1,0,245,1291,0.159505208333
15,1536,4,0x68A5566951D4B8E9,0x6,0x7,81,83,2,1,0x1,0xF,1,0,242,1294,0.157552083333
15,1536,5,0x68A5566951D4B8E9,0x6,0xB,79,83,4,1,0xD,0x1,1,0,242,1294,0.157552083333
15,1536,6,0x68A5566951D4B8E9,0x6,0xD,72,84,12,1,0xB,0xB,1,1,263,1273,0.171223958333
15,1536,7,0x68A5566951D4B8E9,0x6,0x1,75,84,9,1,0x7,0xE,1,0,239,1297,0.155598958333
15,2048,0,0x68A5566951D4B8E9,0x6,0x6,104,106,2,1,0x0,0x1,1,0,352,1696,0.171875000000
15,2048,1,0x68A5566951D4B8E9,0x6,0x1,89,110,21,1,0x7,0x7,1,1,338,1710,0.165039062500
15,2048,2,0x68A5566951D4B8E9,0x6,0x5,101,111,10,1,0x3,0x3,1,1,358,1690,0.174804687500
15,2048,3,0x68A5566951D4B8E9,0x6,0x7,103,108,5,1,0x1,0xC,1,0,324,1724,0.158203125000
15,2048,4,0x68A5566951D4B8E9,0x6,0x4,111,113,2,1,0x2,0xF,1,0,328,1720,0.160156250000
15,2048,5,0x68A5566951D4B8E9,0x6,0xB,107,110,3,1,0xD,0x1,1,0,331,1717,0.161621093750
15,2048,6,0x68A5566951D4B8E9,0x6,0xD,94,115,21,1,0xB,0xB,1,1,357,1691,0.174316406250
15,2048,7,0x68A5566951D4B8E9,0x6,0x1,110,114,4,1,0x7,0xE,1,0,330,1718,0.161132812500
15,3072,0,0x68A5566951D4B8E9,0x6,0x7,154,160,6,1,0x1,0x1,1,1,515,2557,0.167643229167
15,3072,1,0x68A5566951D4B8E9,0x6,0x1,146,174,28,1,0x7,0x7,1,1,512,2560,0.166666666667
15,3072,2,0x68A5566951D4B8E9,0x6,0x5,145,172,27,1,0x3,0x3,1,1,526,2546,0.171223958333
15,3072,3,0x68A5566951D4B8E9,0x6,0x7,159,173,14,1,0x1,0xC,1,0,495,2577,0.161132812500
15,3072,4,0x68A5566951D4B8E9,0x6,0x4,163,164,1,1,0x2,0xF,1,0,504,2568,0.164062500000
15,3072,5,0x68A5566951D4B8E9,0x6,0x7,169,176,7,1,0x1,0x1,1,1,479,2593,0.155924479167
15,3072,6,0x68A5566951D4B8E9,0x6,0xD,154,173,19,1,0xB,0xB,1,1,535,2537,0.174153645833
15,3072,7,0x68A5566951D4B8E9,0x6,0x8,162,166,4,1,0xE,0xE,1,1,504,2568,0.164062500000
15,4096,0,0x68A5566951D4B8E9,0x6,0x7,213,226,13,1,0x1,0x1,1,1,671,3425,0.163818359375
15,4096,1,0x68A5566951D4B8E9,0x6,0x1,194,223,29,1,0x7,0x7,1,1,676,3420,0.165039062500
15,4096,2,0x68A5566951D4B8E9,0x6,0x5,199,235,36,1,0x3,0x3,1,1,669,3427,0.163330078125
15,4096,3,0x68A5566951D4B8E9,0x6,0xF,219,234,15,1,0x9,0xC,1,0,689,3407,0.168212890625
15,4096,4,0x68A5566951D4B8E9,0x6,0x4,217,218,1,1,0x2,0xF,1,0,659,3437,0.160888671875
15,4096,5,0x68A5566951D4B8E9,0x6,0x7,219,234,15,1,0x1,0x1,1,1,630,3466,0.153808593750
15,4096,6,0x68A5566951D4B8E9,0x6,0xD,203,230,27,1,0xB,0xB,1,1,700,3396,0.170898437500
15,4096,7,0x68A5566951D4B8E9,0x6,0x8,218,235,17,1,0xE,0xE,1,1,679,3417,0.165771484375
15,6144,0,0x68A5566951D4B8E9,0x6,0x7,308,331,23,1,0x1,0x1,1,1,973,5171,0.158365885417
15,6144,1,0x68A5566951D4B8E9,0x6,0x1,295,345,50,1,0x7,0x7,1,1,1025,5119,0.166829427083
15,6144,2,0x68A5566951D4B8E9,0x6,0x5,289,355,66,1,0x3,0x3,1,1,1014,5130,0.165039062500
15,6144,3,0x68A5566951D4B8E9,0x6,0xA,347,356,9,1,0xC,0xC,1,1,1008,5136,0.164062500000
15,6144,4,0x68A5566951D4B8E9,0x6,0x9,313,343,30,1,0xF,0xF,1,1,1007,5137,0.163899739583
15,6144,5,0x68A5566951D4B8E9,0x6,0x7,334,361,27,1,0x1,0x1,1,1,969,5175,0.157714843750
15,6144,6,0x68A5566951D4B8E9,0x6,0xD,302,346,44,1,0xB,0xB,1,1,1025,5119,0.166829427083
15,6144,7,0x68A5566951D4B8E9,0x6,0x8,301,339,38,1,0xE,0xE,1,1,1024,5120,0.166666666667
15,8192,0,0x68A5566951D4B8E9,0x6,0x7,412,440,28,1,0x1,0x1,1,1,1315,6877,0.160522460938
15,8192,1,0x68A5566951D4B8E9,0x6,0x1,390,478,88,1,0x7,0x7,1,1,1368,6824,0.166992187500
15,8192,2,0x68A5566951D4B8E9,0x6,0x5,392,487,95,1,0x3,0x3,1,1,1378,6814,0.168212890625
15,8192,3,0x68A5566951D4B8E9,0x6,0xA,474,476,2,1,0xC,0xC,1,1,1357,6835,0.165649414062
15,8192,4,0x68A5566951D4B8E9,0x6,0x9,410,472,62,1,0xF,0xF,1,1,1346,6846,0.164306640625
15,8192,5,0x68A5566951D4B8E9,0x6,0x7,447,483,36,1,0x1,0x1,1,1,1313,6879,0.160278320312
15,8192,6,0x68A5566951D4B8E9,0x6,0xD,418,469,51,1,0xB,0xB,1,1,1360,6832,0.166015625000
15,8192,7,0x68A5566951D4B8E9,0x6,0x8,420,447,27,1,0xE,0xE,1,1,1364,6828,0.166503906250
15,12288,0,0x68A5566951D4B8E9,0x6,0x7,629,704,75,1,0x1,0x1,1,1,2032,10256,0.165364583333
15,12288,1,0x68A5566951D4B8E9,0x6,0x1,615,746,131,1,0x7,0x7,1,1,2044,10244,0.166341145833
15,12288,2,0x68A5566951D4B8E9,0x6,0x5,604,737,133,1,0x3,0x3,1,1,2057,10231,0.167399088542
15,12288,3,0x68A5566951D4B8E9,0x6,0x5,689,698,9,1,0x3,0xC,1,0,2031,10257,0.165283203125
15,12288,4,0x68A5566951D4B8E9,0x6,0x9,612,727,115,1,0xF,0xF,1,1,2036,10252,0.165690104167
15,12288,5,0x68A5566951D4B8E9,0x6,0x7,662,707,45,1,0x1,0x1,1,1,1968,10320,0.160156250000
15,12288,6,0x68A5566951D4B8E9,0x6,0xD,619,712,93,1,0xB,0xB,1,1,2057,10231,0.167399088542
15,12288,7,0x68A5566951D4B8E9,0x6,0x8,641,707,66,1,0xE,0xE,1,1,2018,10270,0.164225260417
15,16384,0,0x68A5566951D4B8E9,0x6,0x7,844,956,112,1,0x1,0x1,1,1,2681,13703,0.163635253906
15,16384,1,0x68A5566951D4B8E9,0x6,0x1,814,996,182,1,0x7,0x7,1,1,2708,13676,0.165283203125
15,16384,2,0x68A5566951D4B8E9,0x6,0x5,807,1005,198,1,0x3,0x3,1,1,2724,13660,0.166259765625
15,16384,3,0x68A5566951D4B8E9,0x6,0xA,905,959,54,1,0xC,0xC,1,1,2743,13641,0.167419433594
15,16384,4,0x68A5566951D4B8E9,0x6,0x9,831,988,157,1,0xF,0xF,1,1,2721,13663,0.166076660156
15,16384,5,0x68A5566951D4B8E9,0x6,0x7,884,973,89,1,0x1,0x1,1,1,2658,13726,0.162231445312
15,16384,6,0x68A5566951D4B8E9,0x6,0xD,821,963,142,1,0xB,0xB,1,1,2727,13657,0.166442871094
15,16384,7,0x68A5566951D4B8E9,0x6,0x8,847,960,113,1,0xE,0xE,1,1,2675,13709,0.163269042969
15,24576,0,0x68A5566951D4B8E9,0x6,0x7,1270,1487,217,1,0x1,0x1,1,1,4007,20569,0.163045247396
15,24576,1,0x68A5566951D4B8E9,0x6,0x1,1255,1495,240,1,0x7,0x7,1,1,4082,20494,0.166097005208
15,24576,2,0x68A5566951D4B8E9,0x6,0x5,1262,1514,252,1,0x3,0x3,1,1,4091,20485,0.166463216146
15,24576,3,0x68A5566951D4B8E9,0x6,0xA,1293,1463,170,1,0xC,0xC,1,1,4058,20518,0.165120442708
15,24576,4,0x68A5566951D4B8E9,0x6,0x9,1258,1493,235,1,0xF,0xF,1,1,3990,20586,0.162353515625
15,24576,5,0x68A5566951D4B8E9,0x6,0x7,1317,1467,150,1,0x1,0x1,1,1,3996,20580,0.162597656250
15,24576,6,0x68A5566951D4B8E9,0x6,0xD,1254,1500,246,1,0xB,0xB,1,1,4089,20487,0.166381835938
15,24576,7,0x68A5566951D4B8E9,0x6,0x8,1258,1477,219,1,0xE,0xE,1,1,4003,20573,0.162882486979
15,32768,0,0x68A5566951D4B8E9,0x6,0x7,1668,1996,328,1,0x1,0x1,1,1,5330,27438,0.162658691406
15,32768,1,0x68A5566951D4B8E9,0x6,0x1,1680,2006,326,1,0x7,0x7,1,1,5393,27375,0.164581298828
15,32768,2,0x68A5566951D4B8E9,0x6,0x5,1679,2018,339,1,0x3,0x3,1,1,5443,27325,0.166107177734
15,32768,3,0x68A5566951D4B8E9,0x6,0xA,1729,2003,274,1,0xC,0xC,1,1,5411,27357,0.165130615234
15,32768,4,0x68A5566951D4B8E9,0x6,0x9,1721,2005,284,1,0xF,0xF,1,1,5326,27442,0.162536621094
15,32768,5,0x68A5566951D4B8E9,0x6,0x7,1717,1989,272,1,0x1,0x1,1,1,5388,27380,0.164428710938
15,32768,6,0x68A5566951D4B8E9,0x6,0xD,1656,1996,340,1,0xB,0xB,1,1,5435,27333,0.165863037109
15,32768,7,0x68A5566951D4B8E9,0x6,0x8,1695,2000,305,1,0xE,0xE,1,1,5362,27406,0.163635253906
16,512,0,0x8AE628546FF28BA1,0x7,0x8,23,24,1,1,0xF,0x1,1,0,81,431,0.158203125000
16,512,1,0x8AE628546FF28BA1,0x7,0xA,20,23,3,1,0xD,0xA,1,0,92,420,0.179687500000
16,512,2,0x8AE628546FF28BA1,0x7,0x2,23,25,2,2,0x0,0x0,0,0,95,417,0.185546875000
16,512,3,0x8AE628546FF28BA1,0x7,0x2,20,23,3,1,0x5,0x4,1,0,84,428,0.164062500000
16,512,4,0x8AE628546FF28BA1,0x7,0x0,26,27,1,3,0x0,0x7,0,0,81,431,0.158203125000
16,512,5,0x8AE628546FF28BA1,0x7,0x7,25,26,1,1,0x0,0x5,1,0,76,436,0.148437500000
16,512,6,0x8AE628546FF28BA1,0x7,0x9,22,24,2,1,0xE,0x2,1,0,78,434,0.152343750000
16,512,7,0x8AE628546FF28BA1,0x7,0xB,20,23,3,1,0xC,0xA,1,0,87,425,0.169921875000
16,1024,0,0x8AE628546FF28BA1,0x7,0x6,51,57,6,1,0x1,0x1,1,1,172,852,0.167968750000
16,1024,1,0x8AE628546FF28BA1,0x7,0x8,52,54,2,1,0xF,0xA,1,0,172,852,0.167968750000
16,1024,2,0x8AE628546FF28BA1,0x7,0x7,52,54,2,1,0x0,0x0,1,1,173,851,0.168945312500
16,1024,3,0x8AE628546FF28BA1,0x7,0xD,49,52,3,1,0xA,0x4,1,0,159,865,0.155273437500
16,1024,4,0x8AE628546FF28BA1,0x7,0x0,52,53,1,2,0x0,0x7,0,0,164,860,0.160156250000
16,1024,5,0x8AE628546FF28BA1,0x7,0x2,48,49,1,1,0x5,0x5,1,1,159,865,0.155273437500
16,1024,6,0x8AE628546FF28BA1,0x7,0x9,54,55,1,1,0xE,0x2,1,0,162,862,0.158203125000
16,1024,7,0x8AE628546FF28BA1,0x7,0xD,51,53,2,1,0xA,0xA,1,1,187,837,0.182617187500
16,1536,0,0x8AE628546FF28BA1,0x7,0x6,84,85,1,1,0x1,0x1,1,1,259,1277,0.168619791667
16,1536,1,0x8AE628546FF28BA1,0x7,0xD,79,81,2,1,0xA,0xA,1,1,262,1274,0.170572916667
16,1536,2,0x8AE628546FF28BA1,0x7,0x8,83,88,5,1,0xF,0x0,1,0,252,1284,0.164062500000
16,1536,3,0x8AE628546FF28BA1,0x7,0x3,79,80,1,1,0x4,0x4,1,1,233,1303,0.151692708333
16,1536,4,0x8AE628546FF28BA1,0x7,0x0,78,82,4,1,0x7,0x7,1,1,260,1276,0.169270833333
16,1536,5,0x8AE628546FF28BA1,0x7,0x2,81,86,5,1,0x5,0x5,1,1,243,1293,0.158203125000
16,1536,6,0x8AE628546FF28BA1,0x7,0x2,83,85,2,1,0x5,0x2,1,0,253,1283,0.164713541667
16,1536,7,0x8AE628546FF28BA1,0x7,0xD,70,87,17,1,0xA,0xA,1,1,284,1252,0.184895833333
16,2048,0,0x8AE628546FF28BA1,0x7,0x6,108,114,6,1,0x1,0x1,1,1,342,1706,0.166992187500
16,2048,1,0x8AE628546FF28BA1,0x7,0x7,104,106,2,1,0x0,0xA,1,0,346,1702,0.168945312500
16,2048,2,0x8AE628546FF28BA1,0x7,0x8,110,114,4,1,0xF,0x0,1,0,346,1702,0.168945312500
16,2048,3,0x8AE628546FF28BA1,0x7,0x3,103,107,4,1,0x4,0x4,1,1,317,1731,0.154785156250
16,2048,4,0x8AE628546FF28BA1,0x7,0x0,107,110,3,1,0x7,0x7,1,1,361,1687,0.176269531250
16,2048,5,0x8AE628546FF28BA1,0x7,0x2,105,110,5,1,0x5,0x5,1,1,329,1719,0.160644531250
16,2048,6,0x8AE628546FF28BA1,0x7,0x5,111,112,1,1,0x2,0x2,1,1,341,1707,0.166503906250
16,2048,7,0x8AE628546FF28BA1,0x7,0xD,93,110,17,1,0xA,0xA,1,1,360,1688,0.175781250000
16,3072,0,0x8AE628546FF28BA1,0x7,0x6,163,170,7,1,0x1,0x1,1,1,498,2574,0.162109375000
16,3072,1,0x8AE628546FF28BA1,0x7,0x7,159,161,2,1,0x0,0xA,1,0,488,2584,0.158854166667
16,3072,2,0x8AE628546FF28BA1,0x7,0x8,155,180,25,1,0xF,0x0,1,0,514,2558,0.167317708333
16,3072,3,0x8AE628546FF28BA1,0x7,0x3,151,169,18,1,0x4,0x4,1,1,501,2571,0.163085937500
16,3072,4,0x8AE628546FF28BA1,0x7,0x0,166,173,7,1,0x7,0x7,1,1,532,2540,0.173177083333
16,3072,5,0x8AE628546FF28BA1,0x7,0x2,147,173,26,1,0x5,0x5,1,1,493,2579,0.160481770833
16,3072,6,0x8AE628546FF28BA1,0x7,0x2,169,176,7,1,0x5,0x2,1,0,509,2563,0.165690104167
16,3072,7,0x8AE628546FF28BA1,0x7,0xD,132,177,45,1,0xA,0xA,1,1,538,2534,0.175130208333
16,4096,0,0x8AE628546FF28BA1,0x7,0x6,224,234,10,2,0x0,0x1,0,0,662,3434,0.161621093750
16,4096,1,0x8AE628546FF28BA1,0x7,0xD,207,226,19,1,0xA,0xA,1,1,666,3430,0.162597656250
16,4096,2,0x8AE628546FF28BA1,0x7,0x8,223,230,7,1,0xF,0x0,1,0,693,3403,0.169189453125
16,4096,3,0x8AE628546FF28BA1,0x7,0x3,214,237,23,1,0x4,0x4,1,1,675,3421,0.164794921875
16,4096,4,0x8AE628546FF28BA1,0x7,0x0,214,233,19,1,0x7,0x7,1,1,698,3398,0.170410156250
16,4096,5,0x8AE628546FF28BA1,0x7,0x2,198,240,42,1,0x5,0x5,1,1,667,3429,0.162841796875
16,4096,6,0x8AE628546FF28BA1,0x7,0x5,229,234,5,1,0x2,0x2,1,1,667,3429,0.162841796875
16,4096,7,0x8AE628546FF28BA1,0x7,0xD,188,243,55,1,0xA,0xA,1,1,709,3387,0.173095703125
16,6144,0,0x8AE628546FF28BA1,0x7,0x6,334,343,9,1,0x1,0x1,1,1,1016,5128,0.165364583333
16,6144,1,0x8AE628546FF28BA1,0x7,0xD,318,347,29,1,0xA,0xA,1,1,995,5149,0.161946614583
16,6144,2,0x8AE628546FF28BA1,0x7,0xE,345,352,7,1,0x9,0x0,1,0,1016,5128,0.165364583333
16,6144,3,0x8AE628546FF28BA1,0x7,0x3,322,361,39,1,0x4,0x4,1,1,1000,5144,0.162760416667
16,6144,4,0x8AE628546FF28BA1,0x7,0x0,339,353,14,1,0x7,0x7,1,1,1077,5067,0.175292968750
16,6144,5,0x8AE628546FF28BA1,0x7,0x2,306,372,66,1,0x5,0x5,1,1,1022,5122,0.166341145833
16,6144,6,0x8AE628546FF28BA1,0x7,0x5,324,366,42,1,0x2,0x2,1,1,980,5164,0.159505208333
16,6144,7,0x8AE628546FF28BA1,0x7,0xD,280,368,88,1,0xA,0xA,1,1,1042,5102,0.169596354167
16,8192,0,0x8AE628546FF28BA1,0x7,0x6,444,469,25,1,0x1,0x1,1,1,1341,6851,0.163696289062
16,8192,1,0x8AE628546FF28BA1,0x7,0xD,430,481,51,1,0xA,0xA,1,1,1370,6822,0.167236328125
16,8192,2,0x8AE628546FF28BA1,0x7,0x7,446,482,36,1,0x0,0x0,1,1,1365,6827,0.166625976562
16,8192,3,0x8AE628546FF28BA1,0x7,0x3,438,475,37,1,0x4,0x4,1,1,1348,6844,0.164550781250
16,8192,4,0x8AE628546FF28BA1,0x7,0x0,431,475,44,1,0x7,0x7,1,1,1390,6802,0.169677734375
16,8192,5,0x8AE628546FF28BA1,0x7,0x2,406,490,84,1,0x5,0x5,1,1,1354,6838,0.165283203125
16,8192,6,0x8AE628546FF28BA1,0x7,0x5,444,491,47,1,0x2,0x2,1,1,1323,6869,0.161499023438
16,8192,7,0x8AE628546FF28BA1,0x7,0xD,378,497,119,1,0xA,0xA,1,1,1365,6827,0.166625976562
16,12288,0,0x8AE628546FF28BA1,0x7,0x6,670,729,59,1,0x1,0x1,1,1,2060,10228,0.167643229167
16,12288,1,0x8AE628546FF28BA1,0x7,0xD,660,715,55,1,0xA,0xA,1,1,2015,10273,0.163981119792
16,12288,2,0x8AE628546FF28BA1,0x7,0x7,647,733,86,1,0x0,0x0,1,1,2021,10267,0.164469401042
16,12288,3,0x8AE628546FF28BA1,0x7,0x3,648,715,67,1,0x4,0x4,1,1,2018,10270,0.164225260417
16,12288,4,0x8AE628546FF28BA1,0x7,0x0,632,727,95,1,0x7,0x7,1,1,2102,10186,0.171061197917
16,12288,5,0x8AE628546FF28BA1,0x7,0x2,646,731,85,1,0x5,0x5,1,1,1987,10301,0.161702473958
16,12288,6,0x8AE628546FF28BA1,0x7,0x5,663,738,75,1,0x2,0x2,1,1,1994,10294,0.162272135417
16,12288,7,0x8AE628546FF28BA1,0x7,0xD,598,745,147,1,0xA,0xA,1,1,2017,10271,0.164143880208
16,16384,0,0x8AE628546FF28BA1,0x7,0x6,895,977,82,1,0x1,0x1,1,1,2728,13656,0.166503906250
16,16384,1,0x8AE628546FF28BA1,0x7,0xD,888,980,92,1,0xA,0xA,1,1,2710,13674,0.165405273438
16,16384,2,0x8AE628546FF28BA1,0x7,0x7,859,975,116,1,0x0,0x0,1,1,2704,13680,0.165039062500
16,16384,3,0x8AE628546FF28BA1,0x7,0x3,871,972,101,1,0x4,0x4,1,1,2696,13688,0.164550781250
16,16384,4,0x8AE628546FF28BA1,0x7,0x0,846,980,134,1,0x7,0x7,1,1,2756,13628,0.168212890625
16,16384,5,0x8AE628546FF28BA1,0x7,0x2,851,970,119,1,0x5,0x5,1,1,2654,13730,0.161987304688
16,16384,6,0x8AE628546FF28BA1,0x7,0x5,864,1002,138,1,0x2,0x2,1,1,2672,13712,0.163085937500
16,16384,7,0x8AE628546FF28BA1,0x7,0xD,812,983,171,1,0xA,0xA,1,1,2708,13676,0.165283203125
16,24576,0,0x8AE628546FF28BA1,0x7,0x6,1299,1482,183,1,0x1,0x1,1,1,4055,20521,0.164998372396
16,24576,1,0x8AE628546FF28BA1,0x7,0xD,1321,1488,167,1,0xA,0xA,1,1,4132,20444,0.168131510417
16,24576,2,0x8AE628546FF28BA1,0x7,0x7,1243,1486,243,1,0x0,0x0,1,1,3998,20578,0.162679036458
16,24576,3,0x8AE628546FF28BA1,0x7,0x3,1306,1477,171,1,0x4,0x4,1,1,4127,20449,0.167928059896
16,24576,4,0x8AE628546FF28BA1,0x7,0x0,1294,1499,205,1,0x7,0x7,1,1,4100,20476,0.166829427083
16,24576,5,0x8AE628546FF28BA1,0x7,0x2,1251,1489,238,1,0x5,0x5,1,1,4046,20530,0.164632161458
16,24576,6,0x8AE628546FF28BA1,0x7,0x5,1295,1491,196,1,0x2,0x2,1,1,3996,20580,0.162597656250
16,24576,7,0x8AE628546FF28BA1,0x7,0xD,1203,1507,304,1,0xA,0xA,1,1,4082,20494,0.166097005208
16,32768,0,0x8AE628546FF28BA1,0x7,0x6,1736,1980,244,1,0x1,0x1,1,1,5398,27370,0.164733886719
16,32768,1,0x8AE628546FF28BA1,0x7,0xD,1753,1990,237,1,0xA,0xA,1,1,5497,27271,0.167755126953
16,32768,2,0x8AE628546FF28BA1,0x7,0x7,1652,1997,345,1,0x0,0x0,1,1,5331,27437,0.162689208984
16,32768,3,0x8AE628546FF28BA1,0x7,0x3,1744,1972,228,1,0x4,0x4,1,1,5441,27327,0.166046142578
16,32768,4,0x8AE628546FF28BA1,0x7,0x0,1707,2009,302,1,0x7,0x7,1,1,5454,27314,0.166442871094
16,32768,5,0x8AE628546FF28BA1,0x7,0x2,1689,1994,305,1,0x5,0x5,1,1,5341,27427,0.162994384766
16,32768,6,0x8AE628546FF28BA1,0x7,0x5,1743,1993,250,1,0x2,0x2,1,1,5331,27437,0.162689208984
16,32768,7,0x8AE628546FF28BA1,0x7,0xD,1600,2002,402,1,0xA,0xA,1,1,5455,27313,0.166473388672
17,512,0,0x24795A5B426E82D3,0xE,0x9,25,27,2,1,0x7,0x4,1,0,93,419,0.181640625000
17,512,1,0x24795A5B426E82D3,0xE,0x4,22,23,1,1,0xA,0xE,1,0,82,430,0.160156250000
17,512,2,0x24795A5B426E82D3,0xE,0x0,26,28,2,1,0xE,0x2,1,0,89,423,0.173828125000
17,512,3,0x24795A5B426E82D3,0xE,0x2,22,24,2,1,0xC,0xA,1,0,67,445,0.130859375000
17,512,4,0x24795A5B426E82D3,0xE,0x5,22,30,8,2,0x0,0xB,0,0,87,425,0.169921875000
17,512,5,0x24795A5B426E82D3,0xE,0x1,25,26,1,1,0xF,0x5,1,0,83,429,0.162109375000
17,512,6,0x24795A5B426E82D3,0xE,0x6,19,24,5,1,0x8,0x8,1,1,81,431,0.158203125000
17,512,7,0x24795A5B426E82D3,0xE,0x0,25,26,1,1,0xE,0xA,1,0,80,432,0.156250000000
17,1024,0,0x24795A5B426E82D3,0xE,0xA,49,52,3,1,0x4,0x4,1,1,183,841,0.178710937500
17,1024,1,0x24795A5B426E82D3,0xE,0xB,49,55,6,1,0x5,0xE,1,0,178,846,0.173828125000
17,1024,2,0x24795A5B426E82D3,0xE,0x3,58,59,1,1,0xD,0x2,1,0,171,853,0.166992187500
17,1024,3,0x24795A5B426E82D3,0xE,0x2,50,55,5,1,0xC,0xA,1,0,149,875,0.145507812500
17,1024,4,0x24795A5B426E82D3,0xE,0x5,42,54,12,1,0xB,0xB,1,1,179,845,0.174804687500
17,1024,5,0x24795A5B426E82D3,0xE,0x4,51,55,4,1,0xA,0x5,1,0,163,861,0.159179687500
17,1024,6,0x24795A5B426E82D3,0xE,0x6,48,51,3,1,0x8,0x8,1,1,167,857,0.163085937500
17,1024,7,0x24795A5B426E82D3,0xE,0x3,49,50,1,2,0x0,0xA,0,0,167,857,0.163085937500
17,1536,0,0x24795A5B426E82D3,0xE,0xA,74,82,8,1,0x4,0x4,1,1,255,1281,0.166015625000
17,1536,1,0x24795A5B426E82D3,0xE,0x0,85,86,1,2,0x0,0xE,0,0,254,1282,0.165364583333
17,1536,2,0x24795A5B426E82D3,0xE,0x5,88,90,2,2,0x0,0x2,0,0,243,1293,0.158203125000
17,1536,3,0x24795A5B426E82D3,0xE,0xA,78,83,5,1,0x4,0xA,1,0,226,1310,0.147135416667
17,1536,4,0x24795A5B426E82D3,0xE,0x5,75,84,9,1,0xB,0xB,1,1,260,1276,0.169270833333
17,1536,5,0x24795A5B426E82D3,0xE,0x4,78,82,4,1,0xA,0x5,1,0,242,1294,0.157552083333
17,1536,6,0x24795A5B426E82D3,0xE,0x4,79,83,4,2,0x0,0x8,0,0,259,1277,0.168619791667
17,1536,7,0x24795A5B426E82D3,0xE,0xF,80,82,2,1,0x1,0xA,1,0,246,1290,0.160156250000
17,2048,0,0x24795A5B426E82D3,0xE,0xA,101,110,9,1,0x4,0x4,1,1,335,1713,0.163574218750
17,2048,1,0x24795A5B426E82D3,0xE,0x0,109,113,4,1,0xE,0xE,1,1,337,1711,0.164550781250
17,2048,2,0x24795A5B426E82D3,0xE,0x5,112,115,3,1,0xB,0x2,1,0,331,1717,0.161621093750
17,2048,3,0x24795A5B426E82D3,0xE,0x2,104,112,8,1,0xC,0xA,1,0,306,1742,0.149414062500
17,2048,4,0x24795A5B426E82D3,0xE,0x5,106,110,4,1,0xB,0xB,1,1,349,1699,0.170410156250
17,2048,5,0x24795A5B426E82D3,0xE,0x4,111,112,1,1,0xA,0x5,1,0,327,1721,0.159667968750
17,2048,6,0x24795A5B426E82D3,0xE,0x7,107,108,1,1,0x9,0x8,1,0,330,1718,0.161132812500
17,2048,7,0x24795A5B426E82D3,0xE,0xF,103,105,2,1,0x1,0xA,1,0,330,1718,0.161132812500
17,3072,0,0x24795A5B426E82D3,0xE,0xA,162,173,11,1,0x4,0x4,1,1,503,2569,0.163736979167
