trial,samples_per_sbox,master_seed,trial_seed,key,known_delta,actual_sk28,recovered_sk28,full_key_success,correct_words,unique_minimum_words,total_public_outputs,total_internal_ineffective,total_infected,aggregate_empirical_rate,theoretical_rate,absolute_rate_error,mean_minimum_gap,min_minimum_gap,max_minimum_gap
47,24576,0x5343454E45565937,0xD7F253473BA256F9,8F176BE128EFB2394006,0x9,0x0BDC068E,0x0BDC068E,1,8,8,196608,32217,164391,0.163864135742,0.164132936375,0.000268800633,211.250000,188,264
47,32768,0x5343454E45565937,0xD7F253473BA256F9,8F176BE128EFB2394006,0x9,0x0BDC068E,0x0BDC068E,1,8,8,262144,43021,219123,0.164112091064,0.164132936375,0.000020845311,284.500000,197,372
48,512,0x5343454E45565937,0x01511198836D8B5A,72D69AF20E31BB1496C1,0x2,0xAEF84AAA,0x00000000,0,2,6,4096,652,3444,0.159179687500,0.164132936375,0.004953248875,2.500000,1,7
48,1024,0x5343454E45565937,0x01511198836D8B5A,72D69AF20E31BB1496C1,0x2,0xAEF84AAA,0xAE70E24A,0,4,8,8192,1299,6893,0.158569335938,0.164132936375,0.005563600438,3.250000,1,9
48,1536,0x5343454E45565937,0x01511198836D8B5A,72D69AF20E31BB1496C1,0x2,0xAEF84AAA,0x00000000,0,5,7,12288,1957,10331,0.159261067708,0.164132936375,0.004871868667,9.714286,3,18
48,2048,0x5343454E45565937,0x01511198836D8B5A,72D69AF20E31BB1496C1,0x2,0xAEF84AAA,0x00000000,0,6,7,16384,2670,13714,0.162963867188,0.164132936375,0.001169069188,10.714286,1,25
48,3072,0x5343454E45565937,0x01511198836D8B5A,72D69AF20E31BB1496C1,0x2,0xAEF84AAA,0x00000000,0,6,7,24576,4006,20570,0.163004557292,0.164132936375,0.001128379084,14.714286,2,33
48,4096,0x5343454E45565937,0x01511198836D8B5A,72D69AF20E31BB1496C1,0x2,0xAEF84AAA,0xAEF84AAA,1,8,8,32768,5358,27410,0.163513183594,0.164132936375,0.000619752782,26.875000,8,48
48,6144,0x5343454E45565937,0x01511198836D8B5A,72D69AF20E31BB1496C1,0x2,0xAEF84AAA,0xAEF84AAA,1,8,8,49152,8067,41085,0.164123535156,0.164132936375,0.000009401219,47.875000,6,80
48,8192,0x5343454E45565937,0x01511198836D8B5A,72D69AF20E31BB1496C1,0x2,0xAEF84AAA,0xAEF84AAA,1,8,8,65536,10785,54751,0.164566040039,0.164132936375,0.000433103664,62.250000,35,103
48,12288,0x5343454E45565937,0x01511198836D8B5A,72D69AF20E31BB1496C1,0x2,0xAEF84AAA,0xAEF84AAA,1,8,8,98304,16171,82133,0.164499918620,0.164132936375,0.000366982244,103.125000,81,146
48,16384,0x5343454E45565937,0x01511198836D8B5A,72D69AF20E31BB1496C1,0x2,0xAEF84AAA,0xAEF84AAA,1,8,8,131072,21560,109512,0.164489746094,0.164132936375,0.000356809718,141.000000,110,178
48,24576,0x5343454E45565937,0x01511198836D8B5A,72D69AF20E31BB1496C1,0x2,0xAEF84AAA,0xAEF84AAA,1,8,8,196608,32377,164231,0.164677937826,0.164132936375,0.000545001450,206.125000,102,262
48,32768,0x5343454E45565937,0x01511198836D8B5A,72D69AF20E31BB1496C1,0x2,0xAEF84AAA,0xAEF84AAA,1,8,8,262144,43064,219080,0.164276123047,0.164132936375,0.000143186672,278.250000,165,344
49,512,0x5343454E45565937,0xD09660BD84111F02,E02DB2FFFD7302116042,0x0,0x638DF333,0x61257191,0,4,8,4096,705,3391,0.172119140625,0.164132936375,0.007986204250,4.375000,1,10
49,1024,0x5343454E45565937,0xD09660BD84111F02,E02DB2FFFD7302116042,0x0,0x638DF333,0x00000000,0,4,7,8192,1389,6803,0.169555664062,0.164132936375,0.005422727687,4.571429,1,19
49,1536,0x5343454E45565937,0xD09660BD84111F02,E02DB2FFFD7302116042,0x0,0x638DF333,0x00000000,0,4,6,12288,2094,10194,0.170410156250,0.164132936375,0.006277219875,8.833333,2,23
49,2048,0x5343454E45565937,0xD09660BD84111F02,E02DB2FFFD7302116042,0x0,0x638DF333,0x4B0D5B91,0,4,8,16384,2805,13579,0.171203613281,0.164132936375,0.007070676906,11.750000,5,25
49,3072,0x5343454E45565937,0xD09660BD84111F02,E02DB2FFFD7302116042,0x0,0x638DF333,0x690D79B3,0,5,8,24576,4128,20448,0.167968750000,0.164132936375,0.003835813625,16.000000,2,27
49,4096,0x5343454E45565937,0xD09660BD84111F02,E02DB2FFFD7302116042,0x0,0x638DF333,0x618DF133,0,7,8,32768,5470,27298,0.166931152344,0.164132936375,0.002798215968,19.625000,1,35
49,6144,0x5343454E45565937,0xD09660BD84111F02,E02DB2FFFD7302116042,0x0,0x638DF333,0x00000000,0,7,7,49152,8162,40990,0.166056315104,0.164132936375,0.001923378729,43.285714,28,56
49,8192,0x5343454E45565937,0xD09660BD84111F02,E02DB2FFFD7302116042,0x0,0x638DF333,0x638DF333,1,8,8,65536,10904,54632,0.166381835938,0.164132936375,0.002248899562,54.250000,26,72
49,12288,0x5343454E45565937,0xD09660BD84111F02,E02DB2FFFD7302116042,0x0,0x638DF333,0x638DF333,1,8,8,98304,16355,81949,0.166371663411,0.164132936375,0.002238727036,89.875000,63,113
49,16384,0x5343454E45565937,0xD09660BD84111F02,E02DB2FFFD7302116042,0x0,0x638DF333,0x638DF333,1,8,8,131072,21617,109455,0.164924621582,0.164132936375,0.000791685207,128.250000,103,159
49,24576,0x5343454E45565937,0xD09660BD84111F02,E02DB2FFFD7302116042,0x0,0x638DF333,0x638DF333,1,8,8,196608,32413,164195,0.164861043294,0.164132936375,0.000728106919,209.125000,171,258
49,32768,0x5343454E45565937,0xD09660BD84111F02,E02DB2FFFD7302116042,0x0,0x638DF333,0x638DF333,1,8,8,262144,43267,218877,0.165050506592,0.164132936375,0.000917570216,299.000000,249,356
50,512,0x5343454E45575938,0x6F26A44140CB97E4,528F03FCD2402DD4E0B1,0x5,0xD7A12068,0xD40580EA,0,3,8,4096,654,3442,0.159667968750,0.164132936375,0.004464967625,2.000000,1,5
50,1024,0x5343454E45575938,0x6F26A44140CB97E4,528F03FCD2402DD4E0B1,0x5,0xD7A12068,0xD0BD3076,0,3,8,8192,1349,6843,0.164672851562,0.164132936375,0.000539915187,4.375000,1,12
50,1536,0x5343454E45575938,0x6F26A44140CB97E4,528F03FCD2402DD4E0B1,0x5,0xD7A12068,0xD2B5347C,0,5,8,12288,2014,10274,0.163899739583,0.164132936375,0.000233196792,8.625000,2,16
50,2048,0x5343454E45575938,0x6F26A44140CB97E4,528F03FCD2402DD4E0B1,0x5,0xD7A12068,0xD3B5347C,0,6,8,16384,2682,13702,0.163696289062,0.164132936375,0.000436647313,9.625000,2,18
50,3072,0x5343454E45575938,0x6F26A44140CB97E4,528F03FCD2402DD4E0B1,0x5,0xD7A12068,0xD3B5347C,0,6,8,24576,4051,20525,0.164835611979,0.164132936375,0.000702675604,18.875000,5,34
50,4096,0x5343454E45575938,0x6F26A44140CB97E4,528F03FCD2402DD4E0B1,0x5,0xD7A12068,0xD3A5246C,0,7,8,32768,5400,27368,0.164794921875,0.164132936375,0.000661985500,25.875000,3,47
50,6144,0x5343454E45575938,0x6F26A44140CB97E4,528F03FCD2402DD4E0B1,0x5,0xD7A12068,0xD7A12068,1,8,8,49152,8025,41127,0.163269042969,0.164132936375,0.000863893407,37.000000,4,78
50,8192,0x5343454E45575938,0x6F26A44140CB97E4,528F03FCD2402DD4E0B1,0x5,0xD7A12068,0xD7A12068,1,8,8,65536,10748,54788,0.164001464844,0.164132936375,0.000131471532,55.500000,22,102
50,12288,0x5343454E45575938,0x6F26A44140CB97E4,528F03FCD2402DD4E0B1,0x5,0xD7A12068,0xD7A12068,1,8,8,98304,16206,82098,0.164855957031,0.164132936375,0.000723020656,95.125000,69,141
50,16384,0x5343454E45575938,0x6F26A44140CB97E4,528F03FCD2402DD4E0B1,0x5,0xD7A12068,0xD7A12068,1,8,8,131072,21549,109523,0.164405822754,0.164132936375,0.000272886379,122.375000,94,161
50,24576,0x5343454E45575938,0x6F26A44140CB97E4,528F03FCD2402DD4E0B1,0x5,0xD7A12068,0xD7A12068,1,8,8,196608,32326,164282,0.164418538411,0.164132936375,0.000285602036,186.250000,120,254
50,32768,0x5343454E45575938,0x6F26A44140CB97E4,528F03FCD2402DD4E0B1,0x5,0xD7A12068,0xD7A12068,1,8,8,262144,43012,219132,0.164077758789,0.164132936375,0.000055177586,247.625000,157,316
51,512,0x5343454E45575938,0xC4195C66D3670D08,EE0B2D35C50FB7FE391F,0x8,0x4C47BD83,0x00000000,0,1,5,4096,682,3414,0.166503906250,0.164132936375,0.002370969875,2.200000,1,4
51,1024,0x5343454E45575938,0xC4195C66D3670D08,EE0B2D35C50FB7FE391F,0x8,0x4C47BD83,0x00000000,0,4,7,8192,1326,6866,0.161865234375,0.164132936375,0.002267702000,7.428571,1,17
51,1536,0x5343454E45575938,0xC4195C66D3670D08,EE0B2D35C50FB7FE391F,0x8,0x4C47BD83,0x5E55AF87,0,5,8,12288,2005,10283,0.163167317708,0.164132936375,0.000965618667,9.250000,1,18
51,2048,0x5343454E45575938,0xC4195C66D3670D08,EE0B2D35C50FB7FE391F,0x8,0x4C47BD83,0x00000000,0,6,7,16384,2671,13713,0.163024902344,0.164132936375,0.001108034032,11.571429,1,22
51,3072,0x5343454E45575938,0xC4195C66D3670D08,EE0B2D35C50FB7FE391F,0x8,0x4C47BD83,0x00000000,0,6,7,24576,3997,20579,0.162638346354,0.164132936375,0.001494590021,13.142857,6,25
51,4096,0x5343454E45575938,0xC4195C66D3670D08,EE0B2D35C50FB7FE391F,0x8,0x4C47BD83,0x5D57AC83,0,6,8,32768,5333,27435,0.162750244141,0.164132936375,0.001382692235,17.625000,2,38
51,6144,0x5343454E45575938,0xC4195C66D3670D08,EE0B2D35C50FB7FE391F,0x8,0x4C47BD83,0x4C47BD83,1,8,8,49152,7973,41179,0.162211100260,0.164132936375,0.001921836115,31.125000,7,67
51,8192,0x5343454E45575938,0xC4195C66D3670D08,EE0B2D35C50FB7FE391F,0x8,0x4C47BD83,0x4C47BD83,1,8,8,65536,10750,54786,0.164031982422,0.164132936375,0.000100953953,47.500000,14,73
51,12288,0x5343454E45575938,0xC4195C66D3670D08,EE0B2D35C50FB7FE391F,0x8,0x4C47BD83,0x4C47BD83,1,8,8,98304,16106,82198,0.163838704427,0.164132936375,0.000294231948,87.125000,61,120
51,16384,0x5343454E45575938,0xC4195C66D3670D08,EE0B2D35C50FB7FE391F,0x8,0x4C47BD83,0x4C47BD83,1,8,8,131072,21586,109486,0.164688110352,0.164132936375,0.000555173976,119.375000,101,166
51,24576,0x5343454E45575938,0xC4195C66D3670D08,EE0B2D35C50FB7FE391F,0x8,0x4C47BD83,0x4C47BD83,1,8,8,196608,32500,164108,0.165303548177,0.164132936375,0.001170611802,187.625000,143,220
51,32768,0x5343454E45575938,0xC4195C66D3670D08,EE0B2D35C50FB7FE391F,0x8,0x4C47BD83,0x4C47BD83,1,8,8,262144,43247,218897,0.164974212646,0.164132936375,0.000841276271,264.625000,195,316
52,512,0x5343454E45575938,0xE86EF855F4098091,332550119F7C4C4BE41A,0x6,0xDC2166A1,0xC09D6698,0,2,8,4096,697,3399,0.170166015625,0.164132936375,0.006033079250,2.125000,1,5
52,1024,0x5343454E45575938,0xE86EF855F4098091,332550119F7C4C4BE41A,0x6,0xDC2166A1,0x00000000,0,4,6,8192,1349,6843,0.164672851562,0.164132936375,0.000539915187,2.500000,1,4
52,1536,0x5343454E45575938,0xE86EF855F4098091,332550119F7C4C4BE41A,0x6,0xDC2166A1,0x00000000,0,5,7,12288,2008,10280,0.163411458333,0.164132936375,0.000721478042,3.857143,1,8
52,2048,0x5343454E45575938,0xE86EF855F4098091,332550119F7C4C4BE41A,0x6,0xDC2166A1,0x00000000,0,4,7,16384,2712,13672,0.165527343750,0.164132936375,0.001394407375,7.714286,2,12
52,3072,0x5343454E45575938,0xE86EF855F4098091,332550119F7C4C4BE41A,0x6,0xDC2166A1,0xC885D621,0,4,8,24576,4025,20551,0.163777669271,0.164132936375,0.000355267105,12.875000,5,22
52,4096,0x5343454E45575938,0xE86EF855F4098091,332550119F7C4C4BE41A,0x6,0xDC2166A1,0x00000000,0,7,7,32768,5380,27388,0.164184570312,0.164132936375,0.000051633937,18.571429,5,33
52,6144,0x5343454E45575938,0xE86EF855F4098091,332550119F7C4C4BE41A,0x6,0xDC2166A1,0xDC2166A1,1,8,8,49152,8061,41091,0.164001464844,0.164132936375,0.000131471532,32.125000,4,53
52,8192,0x5343454E45575938,0xE86EF855F4098091,332550119F7C4C4BE41A,0x6,0xDC2166A1,0xDC2166A1,1,8,8,65536,10762,54774,0.164215087891,0.164132936375,0.000082151515,48.250000,22,79
52,12288,0x5343454E45575938,0xE86EF855F4098091,332550119F7C4C4BE41A,0x6,0xDC2166A1,0xDC2166A1,1,8,8,98304,16192,82112,0.164713541667,0.164132936375,0.000580605291,75.750000,22,113
52,16384,0x5343454E45575938,0xE86EF855F4098091,332550119F7C4C4BE41A,0x6,0xDC2166A1,0xDC2166A1,1,8,8,131072,21503,109569,0.164054870605,0.164132936375,0.000078065770,108.625000,25,140
52,24576,0x5343454E45575938,0xE86EF855F4098091,332550119F7C4C4BE41A,0x6,0xDC2166A1,0xDC2166A1,1,8,8,196608,32216,164392,0.163859049479,0.164132936375,0.000273886896,197.375000,130,249
52,32768,0x5343454E45575938,0xE86EF855F4098091,332550119F7C4C4BE41A,0x6,0xDC2166A1,0xDC2166A1,1,8,8,262144,42870,219274,0.163536071777,0.164132936375,0.000596864598,280.250000,196,352
53,512,0x5343454E45575938,0x22C10B5950E5EE13,5E1AD6BF8C9CB14EC4C9,0x0,0x4D1B3D65,0x00000000,0,2,6,4096,695,3401,0.169677734375,0.164132936375,0.005544798000,3.833333,1,8
53,1024,0x5343454E45575938,0x22C10B5950E5EE13,5E1AD6BF8C9CB14EC4C9,0x0,0x4D1B3D65,0x00000000,0,3,7,8192,1391,6801,0.169799804688,0.164132936375,0.005666868312,6.000000,1,14
53,1536,0x5343454E45575938,0x22C10B5950E5EE13,5E1AD6BF8C9CB14EC4C9,0x0,0x4D1B3D65,0x6F981F47,0,4,8,12288,2055,10233,0.167236328125,0.164132936375,0.003103391750,7.625000,1,19
53,2048,0x5343454E45575938,0x22C10B5950E5EE13,5E1AD6BF8C9CB14EC4C9,0x0,0x4D1B3D65,0x6F9B1D45,0,5,8,16384,2742,13642,0.167358398438,0.164132936375,0.003225462062,10.125000,3,25
53,3072,0x5343454E45575938,0x22C10B5950E5EE13,5E1AD6BF8C9CB14EC4C9,0x0,0x4D1B3D65,0x4F9B3D65,0,6,8,24576,4055,20521,0.164998372396,0.164132936375,0.000865436020,16.500000,2,35
53,4096,0x5343454E45575938,0x22C10B5950E5EE13,5E1AD6BF8C9CB14EC4C9,0x0,0x4D1B3D65,0x4F993F67,0,6,8,32768,5351,27417,0.163299560547,0.164132936375,0.000833375828,21.875000,2,45
53,6144,0x5343454E45575938,0x22C10B5950E5EE13,5E1AD6BF8C9CB14EC4C9,0x0,0x4D1B3D65,0x4D1B3D65,1,8,8,49152,8166,40986,0.166137695312,0.164132936375,0.002004758937,36.000000,4,70
53,8192,0x5343454E45575938,0x22C10B5950E5EE13,5E1AD6BF8C9CB14EC4C9,0x0,0x4D1B3D65,0x4D1B3D65,1,8,8,65536,10872,54664,0.165893554688,0.164132936375,0.001760618312,54.250000,26,95
53,12288,0x5343454E45575938,0x22C10B5950E5EE13,5E1AD6BF8C9CB14EC4C9,0x0,0x4D1B3D65,0x4D1B3D65,1,8,8,98304,16185,82119,0.164642333984,0.164132936375,0.000509397609,87.750000,54,138
53,16384,0x5343454E45575938,0x22C10B5950E5EE13,5E1AD6BF8C9CB14EC4C9,0x0,0x4D1B3D65,0x4D1B3D65,1,8,8,131072,21429,109643,0.163490295410,0.164132936375,0.000642640965,108.250000,53,151
53,24576,0x5343454E45575938,0x22C10B5950E5EE13,5E1AD6BF8C9CB14EC4C9,0x0,0x4D1B3D65,0x4D1B3D65,1,8,8,196608,32154,164454,0.163543701172,0.164132936375,0.000589235203,181.875000,117,247
53,32768,0x5343454E45575938,0x22C10B5950E5EE13,5E1AD6BF8C9CB14EC4C9,0x0,0x4D1B3D65,0x4D1B3D65,1,8,8,262144,42862,219282,0.163505554199,0.164132936375,0.000627382176,279.375000,203,341
54,512,0x5343454E45575938,0x9F35E4D7682DC83E,7FC9E324A034718F2C99,0xA,0x4499DA8E,0x00000000,0,2,6,4096,681,3415,0.166259765625,0.164132936375,0.002126829250,2.333333,1,3
54,1024,0x5343454E45575938,0x9F35E4D7682DC83E,7FC9E324A034718F2C99,0xA,0x4499DA8E,0x00000000,0,4,7,8192,1381,6811,0.168579101562,0.164132936375,0.004446165187,4.571429,1,14
54,1536,0x5343454E45575938,0x9F35E4D7682DC83E,7FC9E324A034718F2C99,0xA,0x4499DA8E,0x00000000,0,4,7,12288,2044,10244,0.166341145833,0.164132936375,0.002208209458,4.857143,1,12
54,2048,0x5343454E45575938,0x9F35E4D7682DC83E,7FC9E324A034718F2C99,0xA,0x4499DA8E,0x00000000,0,5,7,16384,2733,13651,0.166809082031,0.164132936375,0.002676145656,6.285714,1,12
54,3072,0x5343454E45575938,0x9F35E4D7682DC83E,7FC9E324A034718F2C99,0xA,0x4499DA8E,0xC4D91ACE,0,6,8,24576,4100,20476,0.166829427083,0.164132936375,0.002696490708,12.750000,1,24
54,4096,0x5343454E45575938,0x9F35E4D7682DC83E,7FC9E324A034718F2C99,0xA,0x4499DA8E,0x4499DA8E,1,8,8,32768,5467,27301,0.166839599609,0.164132936375,0.002706663234,20.000000,8,32
54,6144,0x5343454E45575938,0x9F35E4D7682DC83E,7FC9E324A034718F2C99,0xA,0x4499DA8E,0x4499DA8E,1,8,8,49152,8227,40925,0.167378743490,0.164132936375,0.003245807114,40.750000,14,59
54,8192,0x5343454E45575938,0x9F35E4D7682DC83E,7FC9E324A034718F2C99,0xA,0x4499DA8E,0x4499DA8E,1,8,8,65536,10849,54687,0.165542602539,0.164132936375,0.001409666164,56.375000,20,107
54,12288,0x5343454E45575938,0x9F35E4D7682DC83E,7FC9E324A034718F2C99,0xA,0x4499DA8E,0x4499DA8E,1,8,8,98304,16266,82038,0.165466308594,0.164132936375,0.001333372218,92.625000,50,148
54,16384,0x5343454E45575938,0x9F35E4D7682DC83E,7FC9E324A034718F2C99,0xA,0x4499DA8E,0x4499DA8E,1,8,8,131072,21582,109490,0.164657592773,0.164132936375,0.000524656398,130.875000,90,195
54,24576,0x5343454E45575938,0x9F35E4D7682DC83E,7FC9E324A034718F2C99,0xA,0x4499DA8E,0x4499DA8E,1,8,8,196608,32400,164208,0.164794921875,0.164132936375,0.000661985500,203.500000,156,257
54,32768,0x5343454E45575938,0x9F35E4D7682DC83E,7FC9E324A034718F2C99,0xA,0x4499DA8E,0x4499DA8E,1,8,8,262144,43163,218981,0.164653778076,0.164132936375,0.000520841701,285.000000,241,348
55,512,0x5343454E45575938,0xB1B64CBA42C71D80,B6A58E1D10F36AABA832,0x7,0xDF62977A,0x00000000,0,1,5,4096,664,3432,0.162109375000,0.164132936375,0.002023561375,2.200000,1,5
55,1024,0x5343454E45575938,0xB1B64CBA42C71D80,B6A58E1D10F36AABA832,0x7,0xDF62977A,0x00000000,0,3,6,8192,1346,6846,0.164306640625,0.164132936375,0.000173704250,5.666667,1,10
55,1536,0x5343454E45575938,0xB1B64CBA42C71D80,B6A58E1D10F36AABA832,0x7,0xDF62977A,0xDE639AFB,0,4,8,12288,2006,10282,0.163248697917,0.164132936375,0.000884238459,6.125000,1,18
55,2048,0x5343454E45575938,0xB1B64CBA42C71D80,B6A58E1D10F36AABA832,0x7,0xDF62977A,0xDE63DA7B,0,4,8,16384,2668,13716,0.162841796875,0.164132936375,0.001291139500,7.000000,1,15
55,3072,0x5343454E45575938,0xB1B64CBA42C71D80,B6A58E1D10F36AABA832,0x7,0xDF62977A,0xDE639E7B,0,6,8,24576,3985,20591,0.162150065104,0.164132936375,0.001982871271,13.750000,3,31
55,4096,0x5343454E45575938,0xB1B64CBA42C71D80,B6A58E1D10F36AABA832,0x7,0xDF62977A,0xDF629F7A,0,7,8,32768,5306,27462,0.161926269531,0.164132936375,0.002206666844,20.625000,4,37
55,6144,0x5343454E45575938,0xB1B64CBA42C71D80,B6A58E1D10F36AABA832,0x7,0xDF62977A,0xDF629F7A,0,7,8,49152,7978,41174,0.162312825521,0.164132936375,0.001820110855,28.250000,3,56
55,8192,0x5343454E45575938,0xB1B64CBA42C71D80,B6A58E1D10F36AABA832,0x7,0xDF62977A,0xDF62977A,1,8,8,65536,10740,54796,0.163879394531,0.164132936375,0.000253541844,53.250000,13,105
55,12288,0x5343454E45575938,0xB1B64CBA42C71D80,B6A58E1D10F36AABA832,0x7,0xDF62977A,0xDF62977A,1,8,8,98304,16177,82127,0.164560953776,0.164132936375,0.000428017401,87.625000,58,132
55,16384,0x5343454E45575938,0xB1B64CBA42C71D80,B6A58E1D10F36AABA832,0x7,0xDF62977A,0xDF62977A,1,8,8,131072,21563,109509,0.164512634277,0.164132936375,0.000379697902,122.875000,84,148
55,24576,0x5343454E45575938,0xB1B64CBA42C71D80,B6A58E1D10F36AABA832,0x7,0xDF62977A,0xDF62977A,1,8,8,196608,32180,164428,0.163675944010,0.164132936375,0.000456992365,198.250000,144,250
55,32768,0x5343454E45575938,0xB1B64CBA42C71D80,B6A58E1D10F36AABA832,0x7,0xDF62977A,0xDF62977A,1,8,8,262144,42875,219269,0.163555145264,0.164132936375,0.000577791112,281.000000,184,381
56,512,0x5343454E45575938,0x893A35A2367AEC04,4B0FD58F976FEEDAA2BD,0x0,0x7719B9ED,0x00000000,0,1,7,4096,694,3402,0.169433593750,0.164132936375,0.005300657375,2.714286,1,6
56,1024,0x5343454E45575938,0x893A35A2367AEC04,4B0FD58F976FEEDAA2BD,0x0,0x7719B9ED,0x7208BCEB,0,4,8,8192,1363,6829,0.166381835938,0.164132936375,0.002248899562,3.875000,1,11
56,1536,0x5343454E45575938,0x893A35A2367AEC04,4B0FD58F976FEEDAA2BD,0x0,0x7719B9ED,0x7318BDE8,0,6,8,12288,2004,10284,0.163085937500,0.164132936375,0.001046998875,6.500000,1,13
56,2048,0x5343454E45575938,0x893A35A2367AEC04,4B0FD58F976FEEDAA2BD,0x0,0x7719B9ED,0x00000000,0,6,7,16384,2689,13695,0.164123535156,0.164132936375,0.000009401219,8.142857,2,18
56,3072,0x5343454E45575938,0x893A35A2367AEC04,4B0FD58F976FEEDAA2BD,0x0,0x7719B9ED,0x7618B8EC,0,7,8,24576,4035,20541,0.164184570312,0.164132936375,0.000051633937,19.375000,5,29
56,4096,0x5343454E45575938,0x893A35A2367AEC04,4B0FD58F976FEEDAA2BD,0x0,0x7719B9ED,0x7618B8EC,0,7,8,32768,5375,27393,0.164031982422,0.164132936375,0.000100953953,21.500000,5,36
56,6144,0x5343454E45575938,0x893A35A2367AEC04,4B0FD58F976FEEDAA2BD,0x0,0x7719B9ED,0x7719B9ED,1,8,8,49152,8095,41057,0.164693196615,0.164132936375,0.000560260239,45.250000,17,68
56,8192,0x5343454E45575938,0x893A35A2367AEC04,4B0FD58F976FEEDAA2BD,0x0,0x7719B9ED,0x7719B9ED,1,8,8,65536,10831,54705,0.165267944336,0.164132936375,0.001135007961,65.250000,20,89
56,12288,0x5343454E45575938,0x893A35A2367AEC04,4B0FD58F976FEEDAA2BD,0x0,0x7719B9ED,0x7719B9ED,1,8,8,98304,16208,82096,0.164876302083,0.164132936375,0.000743365708,114.000000,70,147
56,16384,0x5343454E45575938,0x893A35A2367AEC04,4B0FD58F976FEEDAA2BD,0x0,0x7719B9ED,0x7719B9ED,1,8,8,131072,21623,109449,0.164970397949,0.164132936375,0.000837461574,141.250000,98,193
56,24576,0x5343454E45575938,0x893A35A2367AEC04,4B0FD58F976FEEDAA2BD,0x0,0x7719B9ED,0x7719B9ED,1,8,8,196608,32376,164232,0.164672851562,0.164132936375,0.000539915187,213.375000,144,287
56,32768,0x5343454E45575938,0x893A35A2367AEC04,4B0FD58F976FEEDAA2BD,0x0,0x7719B9ED,0x7719B9ED,1,8,8,262144,43149,218995,0.164600372314,0.164132936375,0.000467435939,304.375000,276,386
57,512,0x5343454E45575938,0x803EDBCFA490E8C4,E051D045097AFFD4A7AF,0x1,0x631EB714,0x00000000,0,2,5,4096,625,3471,0.152587890625,0.164132936375,0.011545045750,1.600000,1,3
57,1024,0x5343454E45575938,0x803EDBCFA490E8C4,E051D045097AFFD4A7AF,0x1,0x631EB714,0x00000000,0,3,7,8192,1284,6908,0.156738281250,0.164132936375,0.007394655125,6.857143,1,13
57,1536,0x5343454E45575938,0x803EDBCFA490E8C4,E051D045097AFFD4A7AF,0x1,0x631EB714,0x00000000,0,3,6,12288,1939,10349,0.157796223958,0.164132936375,0.006336712417,8.333333,2,24
57,2048,0x5343454E45575938,0x803EDBCFA490E8C4,E051D045097AFFD4A7AF,0x1,0x631EB714,0x732E2300,0,4,8,16384,2655,13729,0.162048339844,0.164132936375,0.002084596532,8.125000,2,26
57,3072,0x5343454E45575938,0x803EDBCFA490E8C4,E051D045097AFFD4A7AF,0x1,0x631EB714,0x00000000,0,6,7,24576,4017,20559,0.163452148438,0.164132936375,0.000680787938,12.285714,1,28
57,4096,0x5343454E45575938,0x803EDBCFA490E8C4,E051D045097AFFD4A7AF,0x1,0x631EB714,0x633EB714,0,7,8,32768,5314,27454,0.162170410156,0.164132936375,0.001962526219,19.375000,3,42
57,6144,0x5343454E45575938,0x803EDBCFA490E8C4,E051D045097AFFD4A7AF,0x1,0x631EB714,0x631EB714,1,8,8,49152,8111,41041,0.165018717448,0.164132936375,0.000885781073,40.000000,11,65
57,8192,0x5343454E45575938,0x803EDBCFA490E8C4,E051D045097AFFD4A7AF,0x1,0x631EB714,0x631EB714,1,8,8,65536,10726,54810,0.163665771484,0.164132936375,0.000467164891,46.875000,9,79
57,12288,0x5343454E45575938,0x803EDBCFA490E8C4,E051D045097AFFD4A7AF,0x1,0x631EB714,0x631EB714,1,8,8,98304,16069,82235,0.163462320964,0.164132936375,0.000670615412,92.500000,48,139
57,16384,0x5343454E45575938,0x803EDBCFA490E8C4,E051D045097AFFD4A7AF,0x1,0x631EB714,0x631EB714,1,8,8,131072,21418,109654,0.163406372070,0.164132936375,0.000726564305,118.000000,74,147
57,24576,0x5343454E45575938,0x803EDBCFA490E8C4,E051D045097AFFD4A7AF,0x1,0x631EB714,0x631EB714,1,8,8,196608,32136,164472,0.163452148438,0.164132936375,0.000680787938,202.000000,153,248
57,32768,0x5343454E45575938,0x803EDBCFA490E8C4,E051D045097AFFD4A7AF,0x1,0x631EB714,0x631EB714,1,8,8,262144,42927,219217,0.163753509521,0.164132936375,0.000379426854,280.500000,223,373
58,512,0x5343454E45575938,0x2F6311B8B7ADBF31,A932A104D24A0CA0A70A,0x7,0x74CC3A19,0x00000000,0,2,6,4096,668,3428,0.163085937500,0.164132936375,0.001046998875,3.166667,2,5
58,1024,0x5343454E45575938,0x2F6311B8B7ADBF31,A932A104D24A0CA0A70A,0x7,0x74CC3A19,0x00000000,0,4,7,8192,1344,6848,0.164062500000,0.164132936375,0.000070436375,5.857143,1,15
58,1536,0x5343454E45575938,0x2F6311B8B7ADBF31,A932A104D24A0CA0A70A,0x7,0x74CC3A19,0x54CC3B08,0,5,8,12288,2012,10276,0.163736979167,0.164132936375,0.000395957209,11.125000,3,28
58,2048,0x5343454E45575938,0x2F6311B8B7ADBF31,A932A104D24A0CA0A70A,0x7,0x74CC3A19,0x00000000,0,7,7,16384,2653,13731,0.161926269531,0.164132936375,0.002206666844,13.000000,1,34
