trial,samples_per_sbox,master_seed,trial_seed,key,known_delta,actual_sk28,recovered_sk28,full_key_success,correct_words,unique_minimum_words,total_public_outputs,total_internal_ineffective,total_infected,aggregate_empirical_rate,theoretical_rate,absolute_rate_error,mean_minimum_gap,min_minimum_gap,max_minimum_gap
0,512,0x5343454E45525933,0x525E2D2B2EDFABED,7ADA85E8A2A0590DFD32,0x9,0x087584D2,0x00000000,0,4,7,4096,678,3418,0.165527343750,0.164132936375,0.001394407375,3.571429,1,5
0,1024,0x5343454E45525933,0x525E2D2B2EDFABED,7ADA85E8A2A0590DFD32,0x9,0x087584D2,0x00000000,0,6,7,8192,1314,6878,0.160400390625,0.164132936375,0.003732545750,3.142857,1,11
0,1536,0x5343454E45525933,0x525E2D2B2EDFABED,7ADA85E8A2A0590DFD32,0x9,0x087584D2,0x00000000,0,4,6,12288,2021,10267,0.164469401042,0.164132936375,0.000336464666,8.833333,1,14
0,2048,0x5343454E45525933,0x525E2D2B2EDFABED,7ADA85E8A2A0590DFD32,0x9,0x087584D2,0x00000000,0,4,7,16384,2690,13694,0.164184570312,0.164132936375,0.000051633937,10.571429,1,18
0,3072,0x5343454E45525933,0x525E2D2B2EDFABED,7ADA85E8A2A0590DFD32,0x9,0x087584D2,0x086594D2,0,7,8,24576,3988,20588,0.162272135417,0.164132936375,0.001860800959,19.625000,9,34
0,4096,0x5343454E45525933,0x525E2D2B2EDFABED,7ADA85E8A2A0590DFD32,0x9,0x087584D2,0x0845B4D2,0,6,8,32768,5301,27467,0.161773681641,0.164132936375,0.002359254735,26.125000,3,49
0,6144,0x5343454E45525933,0x525E2D2B2EDFABED,7ADA85E8A2A0590DFD32,0x9,0x087584D2,0x087584D2,1,8,8,49152,7971,41181,0.162170410156,0.164132936375,0.001962526219,44.125000,4,68
0,8192,0x5343454E45525933,0x525E2D2B2EDFABED,7ADA85E8A2A0590DFD32,0x9,0x087584D2,0x087584D2,1,8,8,65536,10641,54895,0.162368774414,0.164132936375,0.001764161961,65.500000,24,94
0,12288,0x5343454E45525933,0x525E2D2B2EDFABED,7ADA85E8A2A0590DFD32,0x9,0x087584D2,0x087584D2,1,8,8,98304,16137,82167,0.164154052734,0.164132936375,0.000021116359,105.000000,70,140
0,16384,0x5343454E45525933,0x525E2D2B2EDFABED,7ADA85E8A2A0590DFD32,0x9,0x087584D2,0x087584D2,1,8,8,131072,21429,109643,0.163490295410,0.164132936375,0.000642640965,123.000000,68,211
0,24576,0x5343454E45525933,0x525E2D2B2EDFABED,7ADA85E8A2A0590DFD32,0x9,0x087584D2,0x087584D2,1,8,8,196608,32157,164451,0.163558959961,0.164132936375,0.000573976414,198.500000,141,313
0,32768,0x5343454E45525933,0x525E2D2B2EDFABED,7ADA85E8A2A0590DFD32,0x9,0x087584D2,0x087584D2,1,8,8,262144,42951,219193,0.163845062256,0.164132936375,0.000287874120,292.625000,248,347
1,512,0x5343454E45525933,0x588258597E0BAF4E,C66517CC49F2D06734D0,0xC,0xC48870AF,0xC38F3EE3,0,3,8,4096,691,3405,0.168701171875,0.164132936375,0.004568235500,3.250000,1,8
1,1024,0x5343454E45525933,0x588258597E0BAF4E,C66517CC49F2D06734D0,0xC,0xC48870AF,0x00000000,0,4,6,8192,1394,6798,0.170166015625,0.164132936375,0.006033079250,3.666667,1,6
1,1536,0x5343454E45525933,0x588258597E0BAF4E,C66517CC49F2D06734D0,0xC,0xC48870AF,0x00000000,0,4,7,12288,2025,10263,0.164794921875,0.164132936375,0.000661985500,3.714286,1,10
1,2048,0x5343454E45525933,0x588258597E0BAF4E,C66517CC49F2D06734D0,0xC,0xC48870AF,0x81CD30AB,0,5,8,16384,2678,13706,0.163452148438,0.164132936375,0.000680787938,6.000000,1,18
1,3072,0x5343454E45525933,0x588258597E0BAF4E,C66517CC49F2D06734D0,0xC,0xC48870AF,0xC48870AE,0,7,8,24576,4018,20558,0.163492838542,0.164132936375,0.000640097834,11.125000,5,23
1,4096,0x5343454E45525933,0x588258597E0BAF4E,C66517CC49F2D06734D0,0xC,0xC48870AF,0x00000000,0,7,7,32768,5392,27376,0.164550781250,0.164132936375,0.000417844875,18.857143,7,34
1,6144,0x5343454E45525933,0x588258597E0BAF4E,C66517CC49F2D06734D0,0xC,0xC48870AF,0xC48870AE,0,7,8,49152,8146,41006,0.165730794271,0.164132936375,0.001597857895,39.375000,9,59
1,8192,0x5343454E45525933,0x588258597E0BAF4E,C66517CC49F2D06734D0,0xC,0xC48870AF,0xC48870AF,1,8,8,65536,10801,54735,0.164810180664,0.164132936375,0.000677244289,54.875000,3,106
1,12288,0x5343454E45525933,0x588258597E0BAF4E,C66517CC49F2D06734D0,0xC,0xC48870AF,0xC48870AF,1,8,8,98304,16241,82063,0.165211995443,0.164132936375,0.001079059067,97.125000,71,124
1,16384,0x5343454E45525933,0x588258597E0BAF4E,C66517CC49F2D06734D0,0xC,0xC48870AF,0xC48870AF,1,8,8,131072,21596,109476,0.164764404297,0.164132936375,0.000631467922,129.625000,116,149
1,24576,0x5343454E45525933,0x588258597E0BAF4E,C66517CC49F2D06734D0,0xC,0xC48870AF,0xC48870AF,1,8,8,196608,32333,164275,0.164454142253,0.164132936375,0.000321205877,201.375000,151,259
1,32768,0x5343454E45525933,0x588258597E0BAF4E,C66517CC49F2D06734D0,0xC,0xC48870AF,0xC48870AF,1,8,8,262144,43019,219125,0.164104461670,0.164132936375,0.000028474705,265.250000,207,342
2,512,0x5343454E45525933,0xB1B8E29F2251F73C,C36A1464123263DA0D73,0xD,0x37894A26,0x00000000,0,2,6,4096,683,3413,0.166748046875,0.164132936375,0.002615110500,2.333333,1,3
2,1024,0x5343454E45525933,0xB1B8E29F2251F73C,C36A1464123263DA0D73,0xD,0x37894A26,0x12A96A06,0,5,8,8192,1357,6835,0.165649414062,0.164132936375,0.001516477687,5.625000,1,16
2,1536,0x5343454E45525933,0xB1B8E29F2251F73C,C36A1464123263DA0D73,0xD,0x37894A26,0x13A96A06,0,6,8,12288,2010,10278,0.163574218750,0.164132936375,0.000558717625,9.875000,2,27
2,2048,0x5343454E45525933,0xB1B8E29F2251F73C,C36A1464123263DA0D73,0xD,0x37894A26,0x16A96B07,0,6,8,16384,2692,13692,0.164306640625,0.164132936375,0.000173704250,11.750000,1,29
2,3072,0x5343454E45525933,0xB1B8E29F2251F73C,C36A1464123263DA0D73,0xD,0x37894A26,0x37894A26,1,8,8,24576,4035,20541,0.164184570312,0.164132936375,0.000051633937,15.875000,1,29
2,4096,0x5343454E45525933,0xB1B8E29F2251F73C,C36A1464123263DA0D73,0xD,0x37894A26,0x37894A26,1,8,8,32768,5393,27375,0.164581298828,0.164132936375,0.000448362453,20.000000,1,43
2,6144,0x5343454E45525933,0xB1B8E29F2251F73C,C36A1464123263DA0D73,0xD,0x37894A26,0x36894B27,0,7,8,49152,8013,41139,0.163024902344,0.164132936375,0.001108034032,38.375000,6,72
2,8192,0x5343454E45525933,0xB1B8E29F2251F73C,C36A1464123263DA0D73,0xD,0x37894A26,0x37894A26,1,8,8,65536,10655,54881,0.162582397461,0.164132936375,0.001550538914,55.375000,5,95
2,12288,0x5343454E45525933,0xB1B8E29F2251F73C,C36A1464123263DA0D73,0xD,0x37894A26,0x37894A26,1,8,8,98304,16040,82264,0.163167317708,0.164132936375,0.000965618667,92.375000,50,132
2,16384,0x5343454E45525933,0xB1B8E29F2251F73C,C36A1464123263DA0D73,0xD,0x37894A26,0x37894A26,1,8,8,131072,21485,109587,0.163917541504,0.164132936375,0.000215394871,126.000000,92,190
2,24576,0x5343454E45525933,0xB1B8E29F2251F73C,C36A1464123263DA0D73,0xD,0x37894A26,0x37894A26,1,8,8,196608,32261,164347,0.164087931315,0.164132936375,0.000045005060,194.750000,125,286
2,32768,0x5343454E45525933,0xB1B8E29F2251F73C,C36A1464123263DA0D73,0xD,0x37894A26,0x37894A26,1,8,8,262144,42994,219150,0.164009094238,0.164132936375,0.000123842137,263.750000,181,344
3,512,0x5343454E45525933,0xF721DEF22544D5EA,967A95B60D18F9BAC1A4,0x6,0x3FBF78F6,0x00000000,0,2,7,4096,670,3426,0.163574218750,0.164132936375,0.000558717625,2.714286,1,6
3,1024,0x5343454E45525933,0xF721DEF22544D5EA,967A95B60D18F9BAC1A4,0x6,0x3FBF78F6,0x7D3C7977,0,4,8,8192,1297,6895,0.158325195312,0.164132936375,0.005807741063,4.000000,1,8
3,1536,0x5343454E45525933,0xF721DEF22544D5EA,967A95B60D18F9BAC1A4,0x6,0x3FBF78F6,0x3F7C3B75,0,4,8,12288,1981,10307,0.161214192708,0.164132936375,0.002918743667,6.750000,2,14
3,2048,0x5343454E45525933,0xF721DEF22544D5EA,967A95B60D18F9BAC1A4,0x6,0x3FBF78F6,0x3FBF78F6,1,8,8,16384,2634,13750,0.160766601562,0.164132936375,0.003366334813,9.625000,1,25
3,3072,0x5343454E45525933,0xF721DEF22544D5EA,967A95B60D18F9BAC1A4,0x6,0x3FBF78F6,0x00000000,0,7,7,24576,3968,20608,0.161458333333,0.164132936375,0.002674603042,20.428571,4,39
3,4096,0x5343454E45525933,0xF721DEF22544D5EA,967A95B60D18F9BAC1A4,0x6,0x3FBF78F6,0x3FBF78F6,1,8,8,32768,5321,27447,0.162384033203,0.164132936375,0.001748903172,22.250000,12,41
3,6144,0x5343454E45525933,0xF721DEF22544D5EA,967A95B60D18F9BAC1A4,0x6,0x3FBF78F6,0x3FBF78F6,1,8,8,49152,8126,41026,0.165323893229,0.164132936375,0.001190956854,32.875000,18,59
3,8192,0x5343454E45525933,0xF721DEF22544D5EA,967A95B60D18F9BAC1A4,0x6,0x3FBF78F6,0x3FBF78F6,1,8,8,65536,10869,54667,0.165847778320,0.164132936375,0.001714841945,49.250000,28,88
3,12288,0x5343454E45525933,0xF721DEF22544D5EA,967A95B60D18F9BAC1A4,0x6,0x3FBF78F6,0x3FBF78F6,1,8,8,98304,16179,82125,0.164581298828,0.164132936375,0.000448362453,80.625000,56,120
3,16384,0x5343454E45525933,0xF721DEF22544D5EA,967A95B60D18F9BAC1A4,0x6,0x3FBF78F6,0x3FBF78F6,1,8,8,131072,21624,109448,0.164978027344,0.164132936375,0.000845090968,128.625000,90,179
3,24576,0x5343454E45525933,0xF721DEF22544D5EA,967A95B60D18F9BAC1A4,0x6,0x3FBF78F6,0x3FBF78F6,1,8,8,196608,32422,164186,0.164906819661,0.164132936375,0.000773883286,216.375000,156,280
3,32768,0x5343454E45525933,0xF721DEF22544D5EA,967A95B60D18F9BAC1A4,0x6,0x3FBF78F6,0x3FBF78F6,1,8,8,262144,43242,218902,0.164955139160,0.164132936375,0.000822202785,291.125000,240,343
4,512,0x5343454E45525933,0xA3C1A9062A489B51,485C09FFB954A7B5656B,0x7,0x7430665B,0x6C06C6D3,0,2,8,4096,652,3444,0.159179687500,0.164132936375,0.004953248875,4.500000,2,7
4,1024,0x5343454E45525933,0xA3C1A9062A489B51,485C09FFB954A7B5656B,0x7,0x7430665B,0x00000000,0,4,7,8192,1320,6872,0.161132812500,0.164132936375,0.003000123875,7.142857,2,14
4,1536,0x5343454E45525933,0xA3C1A9062A489B51,485C09FFB954A7B5656B,0x7,0x7430665B,0x5C34465B,0,5,8,12288,1968,10320,0.160156250000,0.164132936375,0.003976686375,6.250000,1,19
4,2048,0x5343454E45525933,0xA3C1A9062A489B51,485C09FFB954A7B5656B,0x7,0x7430665B,0x00000000,0,4,7,16384,2660,13724,0.162353515625,0.164132936375,0.001779420750,10.714286,3,25
4,3072,0x5343454E45525933,0xA3C1A9062A489B51,485C09FFB954A7B5656B,0x7,0x7430665B,0x7C20764B,0,6,8,24576,3992,20584,0.162434895833,0.164132936375,0.001698040542,17.000000,5,34
4,4096,0x5343454E45525933,0xA3C1A9062A489B51,485C09FFB954A7B5656B,0x7,0x7430665B,0x7C30665B,0,7,8,32768,5331,27437,0.162689208984,0.164132936375,0.001443727391,24.875000,12,44
4,6144,0x5343454E45525933,0xA3C1A9062A489B51,485C09FFB954A7B5656B,0x7,0x7430665B,0x7430665B,1,8,8,49152,8045,41107,0.163675944010,0.164132936375,0.000456992365,44.500000,30,69
4,8192,0x5343454E45525933,0xA3C1A9062A489B51,485C09FFB954A7B5656B,0x7,0x7430665B,0x7430665B,1,8,8,65536,10781,54755,0.164505004883,0.164132936375,0.000372068507,64.750000,48,89
4,12288,0x5343454E45525933,0xA3C1A9062A489B51,485C09FFB954A7B5656B,0x7,0x7430665B,0x7430665B,1,8,8,98304,16161,82143,0.164398193359,0.164132936375,0.000265256984,106.250000,82,126
4,16384,0x5343454E45525933,0xA3C1A9062A489B51,485C09FFB954A7B5656B,0x7,0x7430665B,0x7430665B,1,8,8,131072,21511,109561,0.164115905762,0.164132936375,0.000017030614,136.875000,110,185
4,24576,0x5343454E45525933,0xA3C1A9062A489B51,485C09FFB954A7B5656B,0x7,0x7430665B,0x7430665B,1,8,8,196608,32139,164469,0.163467407227,0.164132936375,0.000665529149,202.750000,156,242
4,32768,0x5343454E45525933,0xA3C1A9062A489B51,485C09FFB954A7B5656B,0x7,0x7430665B,0x7430665B,1,8,8,262144,43077,219067,0.164325714111,0.164132936375,0.000192777736,284.375000,156,383
5,512,0x5343454E45525933,0x2469DA5444AF949A,ECA306C7DB8190E04F6D,0xC,0xF06E2FE0,0x00000000,0,1,7,4096,638,3458,0.155761718750,0.164132936375,0.008371217625,3.714286,1,7
5,1024,0x5343454E45525933,0x2469DA5444AF949A,ECA306C7DB8190E04F6D,0xC,0xF06E2FE0,0xF6AE020F,0,1,8,8192,1346,6846,0.164306640625,0.164132936375,0.000173704250,5.125000,1,12
5,1536,0x5343454E45525933,0x2469DA5444AF949A,ECA306C7DB8190E04F6D,0xC,0xF06E2FE0,0x00000000,0,2,6,12288,2032,10256,0.165364583333,0.164132936375,0.001231646958,8.000000,2,18
5,2048,0x5343454E45525933,0x2469DA5444AF949A,ECA306C7DB8190E04F6D,0xC,0xF06E2FE0,0x00000000,0,3,7,16384,2653,13731,0.161926269531,0.164132936375,0.002206666844,9.285714,2,19
5,3072,0x5343454E45525933,0x2469DA5444AF949A,ECA306C7DB8190E04F6D,0xC,0xF06E2FE0,0x756BAA61,0,5,8,24576,3959,20617,0.161092122396,0.164132936375,0.003040813980,10.625000,1,24
5,4096,0x5343454E45525933,0x2469DA5444AF949A,ECA306C7DB8190E04F6D,0xC,0xF06E2FE0,0x706EAE61,0,6,8,32768,5300,27468,0.161743164062,0.164132936375,0.002389772313,12.250000,1,29
5,6144,0x5343454E45525933,0x2469DA5444AF949A,ECA306C7DB8190E04F6D,0xC,0xF06E2FE0,0x00000000,0,5,7,49152,7921,41231,0.161153157552,0.164132936375,0.002979778823,24.571429,8,47
5,8192,0x5343454E45525933,0x2469DA5444AF949A,ECA306C7DB8190E04F6D,0xC,0xF06E2FE0,0xF06E2FE0,1,8,8,65536,10640,54896,0.162353515625,0.164132936375,0.001779420750,40.250000,1,80
5,12288,0x5343454E45525933,0x2469DA5444AF949A,ECA306C7DB8190E04F6D,0xC,0xF06E2FE0,0xF06E2FE0,1,8,8,98304,16043,82261,0.163197835286,0.164132936375,0.000935101089,75.000000,24,120
5,16384,0x5343454E45525933,0x2469DA5444AF949A,ECA306C7DB8190E04F6D,0xC,0xF06E2FE0,0xF06E2FE0,1,8,8,131072,21373,109699,0.163063049316,0.164132936375,0.001069887059,123.250000,79,194
5,24576,0x5343454E45525933,0x2469DA5444AF949A,ECA306C7DB8190E04F6D,0xC,0xF06E2FE0,0xF06E2FE0,1,8,8,196608,31968,164640,0.162597656250,0.164132936375,0.001535280125,174.750000,95,233
5,32768,0x5343454E45525933,0x2469DA5444AF949A,ECA306C7DB8190E04F6D,0xC,0xF06E2FE0,0xF06E2FE0,1,8,8,262144,42853,219291,0.163471221924,0.164132936375,0.000661714452,278.250000,197,315
6,512,0x5343454E45525933,0x2F2BFEEFD8CE064A,333F37C1D39F9B7C6393,0x2,0xF738A059,0x00000000,0,2,6,4096,657,3439,0.160400390625,0.164132936375,0.003732545750,2.500000,1,8
6,1024,0x5343454E45525933,0x2F2BFEEFD8CE064A,333F37C1D39F9B7C6393,0x2,0xF738A059,0x337E645D,0,4,8,8192,1372,6820,0.167480468750,0.164132936375,0.003347532375,6.000000,2,12
6,1536,0x5343454E45525933,0x2F2BFEEFD8CE064A,333F37C1D39F9B7C6393,0x2,0xF738A059,0x773A2459,0,5,8,12288,2055,10233,0.167236328125,0.164132936375,0.003103391750,8.625000,2,20
6,2048,0x5343454E45525933,0x2F2BFEEFD8CE064A,333F37C1D39F9B7C6393,0x2,0xF738A059,0xF73AA459,0,6,8,16384,2745,13639,0.167541503906,0.164132936375,0.003408567531,12.000000,2,20
6,3072,0x5343454E45525933,0x2F2BFEEFD8CE064A,333F37C1D39F9B7C6393,0x2,0xF738A059,0x00000000,0,5,7,24576,4057,20519,0.165079752604,0.164132936375,0.000946816229,17.714286,1,33
6,4096,0x5343454E45525933,0x2F2BFEEFD8CE064A,333F37C1D39F9B7C6393,0x2,0xF738A059,0x753A2259,0,6,8,32768,5429,27339,0.165679931641,0.164132936375,0.001546995265,16.000000,1,39
6,6144,0x5343454E45525933,0x2F2BFEEFD8CE064A,333F37C1D39F9B7C6393,0x2,0xF738A059,0xF738A059,1,8,8,49152,8167,40985,0.166158040365,0.164132936375,0.002025103989,29.875000,1,78
6,8192,0x5343454E45525933,0x2F2BFEEFD8CE064A,333F37C1D39F9B7C6393,0x2,0xF738A059,0xF738A059,1,8,8,65536,10835,54701,0.165328979492,0.164132936375,0.001196043117,45.375000,8,103
6,12288,0x5343454E45525933,0x2F2BFEEFD8CE064A,333F37C1D39F9B7C6393,0x2,0xF738A059,0xF738A059,1,8,8,98304,16236,82068,0.165161132812,0.164132936375,0.001028196437,75.625000,25,119
6,16384,0x5343454E45525933,0x2F2BFEEFD8CE064A,333F37C1D39F9B7C6393,0x2,0xF738A059,0xF738A059,1,8,8,131072,21736,109336,0.165832519531,0.164132936375,0.001699583156,122.125000,49,179
6,24576,0x5343454E45525933,0x2F2BFEEFD8CE064A,333F37C1D39F9B7C6393,0x2,0xF738A059,0xF738A059,1,8,8,196608,32374,164234,0.164662679036,0.164132936375,0.000529742661,188.375000,114,250
6,32768,0x5343454E45525933,0x2F2BFEEFD8CE064A,333F37C1D39F9B7C6393,0x2,0xF738A059,0xF738A059,1,8,8,262144,43172,218972,0.164688110352,0.164132936375,0.000555173976,248.125000,138,354
7,512,0x5343454E45525933,0x7A836E9CC2489CEB,A18AC51D3E1A8D740EAF,0x8,0xB143E14D,0x00000000,0,2,7,4096,679,3417,0.165771484375,0.164132936375,0.001638548000,3.285714,1,8
7,1024,0x5343454E45525933,0x7A836E9CC2489CEB,A18AC51D3E1A8D740EAF,0x8,0xB143E14D,0x51425965,0,2,8,8192,1332,6860,0.162597656250,0.164132936375,0.001535280125,4.875000,1,11
7,1536,0x5343454E45525933,0x7A836E9CC2489CEB,A18AC51D3E1A8D740EAF,0x8,0xB143E14D,0x00000000,0,1,6,12288,2055,10233,0.167236328125,0.164132936375,0.003103391750,7.500000,1,15
7,2048,0x5343454E45525933,0x7A836E9CC2489CEB,A18AC51D3E1A8D740EAF,0x8,0xB143E14D,0x00000000,0,2,7,16384,2721,13663,0.166076660156,0.164132936375,0.001943723781,6.285714,2,13
7,3072,0x5343454E45525933,0x7A836E9CC2489CEB,A18AC51D3E1A8D740EAF,0x8,0xB143E14D,0x3D1BA1C5,0,3,8,24576,4091,20485,0.166463216146,0.164132936375,0.002330279770,7.625000,1,19
7,4096,0x5343454E45525933,0x7A836E9CC2489CEB,A18AC51D3E1A8D740EAF,0x8,0xB143E14D,0x7909A3C7,0,4,8,32768,5383,27385,0.164276123047,0.164132936375,0.000143186672,11.250000,2,34
7,6144,0x5343454E45525933,0x7A836E9CC2489CEB,A18AC51D3E1A8D740EAF,0x8,0xB143E14D,0xB143A14D,0,7,8,49152,7985,41167,0.162455240885,0.164132936375,0.001677695490,21.500000,1,46
7,8192,0x5343454E45525933,0x7A836E9CC2489CEB,A18AC51D3E1A8D740EAF,0x8,0xB143E14D,0xB143E14D,1,8,8,65536,10638,54898,0.162322998047,0.164132936375,0.001809938328,35.375000,1,65
7,12288,0x5343454E45525933,0x7A836E9CC2489CEB,A18AC51D3E1A8D740EAF,0x8,0xB143E14D,0xB143E14D,1,8,8,98304,16013,82291,0.162892659505,0.164132936375,0.001240276870,75.875000,50,103
7,16384,0x5343454E45525933,0x7A836E9CC2489CEB,A18AC51D3E1A8D740EAF,0x8,0xB143E14D,0xB143E14D,1,8,8,131072,21444,109628,0.163604736328,0.164132936375,0.000528200047,109.375000,87,130
7,24576,0x5343454E45525933,0x7A836E9CC2489CEB,A18AC51D3E1A8D740EAF,0x8,0xB143E14D,0xB143E14D,1,8,8,196608,32204,164404,0.163798014323,0.164132936375,0.000334922052,175.500000,150,212
7,32768,0x5343454E45525933,0x7A836E9CC2489CEB,A18AC51D3E1A8D740EAF,0x8,0xB143E14D,0xB143E14D,1,8,8,262144,43116,219028,0.164474487305,0.164132936375,0.000341550929,252.750000,220,315
8,512,0x5343454E45525933,0x143BA3E5EC6F6FC1,2BEE718FA4B7D3D907E0,0x6,0xA30B5BD6,0x00000000,0,2,7,4096,698,3398,0.170410156250,0.164132936375,0.006277219875,4.714286,2,7
8,1024,0x5343454E45525933,0x143BA3E5EC6F6FC1,2BEE718FA4B7D3D907E0,0x6,0xA30B5BD6,0x831BCBC6,0,5,8,8192,1397,6795,0.170532226562,0.164132936375,0.006399290187,7.375000,1,16
8,1536,0x5343454E45525933,0x143BA3E5EC6F6FC1,2BEE718FA4B7D3D907E0,0x6,0xA30B5BD6,0x00000000,0,5,7,12288,2039,10249,0.165934244792,0.164132936375,0.001801308416,8.857143,1,18
8,2048,0x5343454E45525933,0x143BA3E5EC6F6FC1,2BEE718FA4B7D3D907E0,0x6,0xA30B5BD6,0x831B43CE,0,5,8,16384,2712,13672,0.165527343750,0.164132936375,0.001394407375,10.500000,2,22
8,3072,0x5343454E45525933,0x143BA3E5EC6F6FC1,2BEE718FA4B7D3D907E0,0x6,0xA30B5BD6,0xA30B53DE,0,7,8,24576,4059,20517,0.165161132812,0.164132936375,0.001028196437,18.125000,1,45
8,4096,0x5343454E45525933,0x143BA3E5EC6F6FC1,2BEE718FA4B7D3D907E0,0x6,0xA30B5BD6,0xA30B53DE,0,7,8,32768,5390,27378,0.164489746094,0.164132936375,0.000356809718,32.375000,19,57
8,6144,0x5343454E45525933,0x143BA3E5EC6F6FC1,2BEE718FA4B7D3D907E0,0x6,0xA30B5BD6,0xA30B53DE,0,7,8,49152,8054,41098,0.163859049479,0.164132936375,0.000273886896,48.250000,6,74
8,8192,0x5343454E45525933,0x143BA3E5EC6F6FC1,2BEE718FA4B7D3D907E0,0x6,0xA30B5BD6,0xA30B5BD6,1,8,8,65536,10817,54719,0.165054321289,0.164132936375,0.000921384914,73.250000,25,98
8,12288,0x5343454E45525933,0x143BA3E5EC6F6FC1,2BEE718FA4B7D3D907E0,0x6,0xA30B5BD6,0xA30B5BD6,1,8,8,98304,16150,82154,0.164286295573,0.164132936375,0.000153359198,109.125000,70,131
8,16384,0x5343454E45525933,0x143BA3E5EC6F6FC1,2BEE718FA4B7D3D907E0,0x6,0xA30B5BD6,0xA30B5BD6,1,8,8,131072,21535,109537,0.164299011230,0.164132936375,0.000166074855,150.375000,122,184
8,24576,0x5343454E45525933,0x143BA3E5EC6F6FC1,2BEE718FA4B7D3D907E0,0x6,0xA30B5BD6,0xA30B5BD6,1,8,8,196608,32354,164254,0.164560953776,0.164132936375,0.000428017401,228.000000,174,293
8,32768,0x5343454E45525933,0x143BA3E5EC6F6FC1,2BEE718FA4B7D3D907E0,0x6,0xA30B5BD6,0xA30B5BD6,1,8,8,262144,43195,218949,0.164775848389,0.164132936375,0.000642912013,305.500000,249,385
9,512,0x5343454E45525933,0x14D0CF09844D5713,E81DC7FD690FF8FB3F0E,0x2,0xA29FA350,0x00000000,0,0,5,4096,655,3441,0.159912109375,0.164132936375,0.004220827000,4.200000,2,9
9,1024,0x5343454E45525933,0x14D0CF09844D5713,E81DC7FD690FF8FB3F0E,0x2,0xA29FA350,0x00000000,0,1,6,8192,1313,6879,0.160278320312,0.164132936375,0.003854616063,5.833333,1,14
9,1536,0x5343454E45525933,0x14D0CF09844D5713,E81DC7FD690FF8FB3F0E,0x2,0xA29FA350,0x00000000,0,4,7,12288,2004,10284,0.163085937500,0.164132936375,0.001046998875,5.714286,2,9
9,2048,0x5343454E45525933,0x14D0CF09844D5713,E81DC7FD690FF8FB3F0E,0x2,0xA29FA350,0xA29FA350,1,8,8,16384,2697,13687,0.164611816406,0.164132936375,0.000478880031,5.500000,1,9
9,3072,0x5343454E45525933,0x14D0CF09844D5713,E81DC7FD690FF8FB3F0E,0x2,0xA29FA350,0xA69BA354,0,7,8,24576,4033,20543,0.164103190104,0.164132936375,0.000029746271,10.125000,1,16
9,4096,0x5343454E45525933,0x14D0CF09844D5713,E81DC7FD690FF8FB3F0E,0x2,0xA29FA350,0xA29FA350,1,8,8,32768,5347,27421,0.163177490234,0.164132936375,0.000955446141,19.000000,6,32
9,6144,0x5343454E45525933,0x14D0CF09844D5713,E81DC7FD690FF8FB3F0E,0x2,0xA29FA350,0xA29FA350,1,8,8,49152,7981,41171,0.162373860677,0.164132936375,0.001759075698,30.875000,18,57
9,8192,0x5343454E45525933,0x14D0CF09844D5713,E81DC7FD690FF8FB3F0E,0x2,0xA29FA350,0xA29FA350,1,8,8,65536,10685,54851,0.163040161133,0.164132936375,0.001092775243,47.500000,11,71
9,12288,0x5343454E45525933,0x14D0CF09844D5713,E81DC7FD690FF8FB3F0E,0x2,0xA29FA350,0xA29FA350,1,8,8,98304,16050,82254,0.163269042969,0.164132936375,0.000863893407,84.250000,8,124
9,16384,0x5343454E45525933,0x14D0CF09844D5713,E81DC7FD690FF8FB3F0E,0x2,0xA29FA350,0xA29FA350,1,8,8,131072,21425,109647,0.163459777832,0.164132936375,0.000673158543,128.625000,64,173
9,24576,0x5343454E45525933,0x14D0CF09844D5713,E81DC7FD690FF8FB3F0E,0x2,0xA29FA350,0xA29FA350,1,8,8,196608,32158,164450,0.163564046224,0.164132936375,0.000568890151,201.125000,126,277
9,32768,0x5343454E45525933,0x14D0CF09844D5713,E81DC7FD690FF8FB3F0E,0x2,0xA29FA350,0xA29FA350,1,8,8,262144,42823,219321,0.163356781006,0.164132936375,0.000776155370,282.125000,176,396
10,512,0x5343454E45535934,0x6BD04B8CC4A808B3,1140232A767D00A30F10,0x4,0x347D7B8C,0x7A1078AD,0,2,8,4096,638,3458,0.155761718750,0.164132936375,0.008371217625,2.500000,1,6
10,1024,0x5343454E45535934,0x6BD04B8CC4A808B3,1140232A767D00A30F10,0x4,0x347D7B8C,0x00000000,0,3,7,8192,1285,6907,0.156860351562,0.164132936375,0.007272584813,6.142857,2,15
10,1536,0x5343454E45535934,0x6BD04B8CC4A808B3,1140232A767D00A30F10,0x4,0x347D7B8C,0x00000000,0,4,6,12288,1966,10322,0.159993489583,0.164132936375,0.004139446792,8.500000,1,18
10,2048,0x5343454E45535934,0x6BD04B8CC4A808B3,1140232A767D00A30F10,0x4,0x347D7B8C,0x00000000,0,6,7,16384,2642,13742,0.161254882812,0.164132936375,0.002878053563,6.857143,2,18
10,3072,0x5343454E45535934,0x6BD04B8CC4A808B3,1140232A767D00A30F10,0x4,0x347D7B8C,0x307D7F88,0,7,8,24576,3942,20634,0.160400390625,0.164132936375,0.003732545750,9.750000,1,20
